"","Species","sample","IndCode","shade","Date","time","LitterDepth1","LitterDepth2","LitterDepth3","Average.Litter.Depth","FlameHeight1","FlameHeight2","FlameHeight3","Average.Flame.Height","Original.Mass","FinalMass.g.","PercentCombustion","HeatFlux_SBG01_Max","Heatflux_flat_Max","Temp_C_15_10_Max","Temp_C_30_10_Max","Temp_C_45_10_Max","Temp_C_30_5_Max","Temp_C_30_20_Max","Temp_C_IR_Max","ROS1mmin.1","ROS2mmin.1","count15","count30","Count45","Fuel.load..kg.m2.","Mean.ROS.mmin.1","Mean.ROS.ms.1","Fireline.intensity.kWm.1","Comments","FreshL","FreshW","FreshH","FreshTH","Petole","DryL","DryW","DryH","DryTH","DryWeight","Areacm2","SLAcm2g.1","freshL3D","freshW3D","freshH3D","freshHull","dryL3D","dryW3D","dryH3D","dryHull","BulkDryL","BulkDryW","BulkDryH"
"135","MYGU",2,"MYGU2","","6/26/2019","10:57",3.7,4.1,3.6,3.8,22.5,27.5,27.5,25.83333333,150,14.8,0.901333333,15.53,11.86,463.9,368.2,565.5,551.8,246,548.6,0.143,0.142,830,1081,1335,1,0.1425,0.002375,39.86349467,"",9.72333333333333,5,1.23666666666667,0.335,0.285,9.06833333333333,3.02,1.90833333333333,0.215,0.538166666666667,35.0290697266667,70.8721450816667,92.7678649605297,50.5139696615319,13.5177321088721,28990.725770953,87.6110521612449,36.3022427699622,19.705158435372,24857.2281491768,10.468,5.148,1.34
"136","LAHA",1,"LAHA1","","6/26/2019","11:15",7.3,7.2,7.1,7.2,45,45,45,45,150,13.7,0.908666667,37.72,19.56,567,472.7,571.8,464.8,456.8,618.2,0.237,0.191,226,378,566,1,0.214,0.003566667,60.35224671,"",11.7883333333333,3.63833333333333,1.06333333333333,0.215,0.616666666666667,9.52833333333333,1.54,1.39833333333333,0.161666666666667,0.234166666666667,31.1042508133333,135.538619583333,106.435754201285,36.8179690124639,13.0111496275806,19582.9585117968,88.4037186282231,24.8357415771811,17.3427684376549,14407.5979817718,7.71,2.854,1.366
"137","PIAX",3,"PIAX3","","6/26/2019","11:35",17.5,16.4,18.2,17.36666667,100,92.5,97.5,96.66666667,150,13,0.913333333,73.23,33.65,760.8,791.3,751.8,766.6,634.9,717.4,0.48,0.563,135,210,274,1,0.5215,0.008691667,147.8286779,"",18.05,8.52,3.39166666666667,0.388333333333333,2.03,14.0116666666667,4.71166666666667,3.68,0.275,0.724,87.48788954,123.363548033333,165.808952952009,80.9450454255497,34.7113921211925,153322.696563382,129.79198220464,54.9577650387735,43.1620783959017,115445.738264172,15.564,7.592,3.88
"138","CUVE",2,"CUVE2","","6/26/2019","11:47",10.2,10.6,10.5,10.43333333,85,72.5,70,75.83333333,150,7.1,0.952666667,59.92,27.1,504.3,546.7,595.4,617.1,478.8,680.6,0.563,0.371,122,186,283,1,0.467,0.007783333,138.0806816,"",13.21,4.305,1.4125,0.21,0.355,11.9,3.035,2.61,0.2075,0.357,44.5408786575,124.678639925,119.772239652809,45.2411836467662,12.4508860268289,33454.6081889739,110.79517872934,40.0963437622259,26.3295116164766,44348.2340921274,13.184,3.552,2.542
"139","ANFA",1,"ANFA1","","6/26/2019","12:03",4,4.2,4.2,4.133333333,10,12.5,22.5,15,150,98.6,0.342666667,6.657,3.818,312,148.2,564.5,165.2,113.1,472.7,0,0,271,0,654,1,0,0,0,"",0.546666666666667,0.151666666666667,0.11,0.0766666666666667,0,0.471,0.1336,0.0228,0.0572,0.001,0.064050051,36.8458044433333,3.8314834786597,1.29867278195647,0.62415749236823,3.06343513009397,2.13380920521269,1.03759237198541,0.538790889554158,0.991245606981841,0.508,0.122,0.048
"140","MYTO",3,"MYTO3","","6/28/2019","8:26",6,6.3,6.4,6.233333333,30,25,35,30,150,16.2,0.892,17.75,11.21,502.7,449.1,511.6,378.3,350,557.8,0.173,0.149,352,560,802,1,0.161,0.002683333,44.57237773,"",9.405,4.10166666666667,1.56333333333333,0.298333333333333,1.04166666666667,8.64,3.31,1.77166666666667,0.238333333333333,0.392,26.72072314,69.329943735,86.5264478415526,39.5069633066057,16.4944935143163,19061.6657746503,78.7915313993854,35.9941475984009,19.7875572353207,21572.4892830296,7.696,3.412,1.296
"141","ZETU",2,"ZETU2","yes","6/28/2019","8:50",22.5,22.4,19.6,21.5,125,132.5,117.5,125,150,9.7,0.935333333,68.8,31.98,631.4,645.9,797.6,697.7,634.7,691.1,1.636,0.837,77,99,142,1,1.2365,0.020608333,358.9513612,"",15.6066666666667,8.80666666666667,0.951666666666667,0.225,0.703333333333333,13.775,7.48166666666667,2.384,0.176666666666667,0.410833333333333,92.18619556,224.11470775,149.156710412041,91.052730079962,16.3653945619607,82929.7964956232,129.774572729003,78.708441211868,28.5973435808465,117296.752312224,26.2,10.2,4.88
"142","CAGU",1,"CAGU1","","6/28/2019","9:02",12.5,11.7,10.6,11.6,50,57.5,60,55.83333333,150,9.1,0.939333333,59.92,20.67,395.1,320.5,379,614.4,461,657,0.185,0.237,131,326,478,1,0.211,0.003516667,61.51446642,"",11.18,4.56666666666667,1.67,0.21,0.793333333333333,10.5283333333333,2.61166666666667,1.84666666666667,0.275,0.3365,38.9581180216667,122.787976608333,101.905656940195,46.2126849015416,18.6853537208013,36413.4726826855,98.6230977105165,28.6021166982106,18.7219287179941,22391.7367796509,9.154,3.888,1.47
"143","ROMO",3,"ROMO3","","6/28/2019","9:16",9.5,10.2,9.8,9.833333333,45,50,42.5,45.83333333,150,5.1,0.966,31.07,22.03,565.4,574.2,656.8,631,489.6,710.2,0.225,0.182,268,428,626,1,0.2035,0.003391667,61.0121897,"",15.1666666666667,6.31166666666667,5.365,0.386666666666667,3.58,13.0266666666667,5.33166666666667,5.265,0.288333333333333,1.63466666666667,56.233937712,38.983441698,124.601550897138,57.9237941283286,58.3033663617502,138296.105900217,113.395146102018,69.5731740841019,54.4990195281768,157800.492019958,11.352,3.722,3.526
"144","ALED",3,"ALED3","","6/28/2019","9:30",10.4,10.5,10.5,10.46666667,57.5,65,80,67.5,150,7.8,0.948,59.92,31.24,368,489.3,613.2,673.5,593.1,752.4,0.409,0.456,146,234,313,1,0.4325,0.007208333,127.253437,"",14.46,6.185,3.14166666666667,0.236666666666667,1.18666666666667,12.9816666666667,5.90666666666667,2.87666666666667,0.178333333333333,0.864,63.29438954,81.2265630483333,129.141613247778,60.4821163835421,28.5930942248493,78092.2535466731,122.69313912421,60.5586927943809,29.6993041833486,72048.3865609842,14.506,8.68,4.62
"145","MYGU",3,"MYGU3","","6/28/2019","9:45",5.5,4.5,3.8,4.6,32.5,30,30,30.83333333,150,39.2,0.738666667,22.19,10.01,521.9,448.4,473.3,529.2,292.1,576.2,0.131,0.106,282,556,897,1,0.1185,0.001975,27.16701507,"",9.72333333333333,5,1.23666666666667,0.335,0.285,9.06833333333333,3.02,1.90833333333333,0.215,0.538166666666667,35.0290697266667,70.8721450816667,92.7678649605297,50.5139696615319,13.5177321088721,28990.725770953,87.6110521612449,36.3022427699622,19.705158435372,24857.2281491768,6.576,2.752,0.796
"146","CUVE",3,"CUVE3","","6/28/2019","10:05",13.6,14.4,14.1,14.03333333,70,75,95,80,150,8.4,0.944,68.79,32.15,495.3,640.9,608.8,695.7,543.2,737.3,0.667,0.419,119,173,259,1,0.543,0.00905,159.0914704,"",13.21,4.305,1.4125,0.21,0.355,11.9,3.035,2.61,0.2075,0.357,44.5408786575,124.678639925,119.772239652809,45.2411836467662,12.4508860268289,33454.6081889739,110.79517872934,40.0963437622259,26.3295116164766,44348.2340921274,11.91,4.09,1.666
"147","SCVI",2,"SCVI2","","6/28/2019","10:19",7.1,7.3,6.9,7.1,67.5,55,65,62.5,150,7.9,0.947333333,54.37,27.15,553.4,583.7,626.2,502.3,491.1,667.3,0.238,0.35,115,266,369,1,0.294,0.0049,86.44208253,"",11.9825,2.6875,1.4775,0.2825,0.54,11.7775,1.4525,0.8375,0.245,0.2995,23.0548822075,79.2292332275,112.899871470327,28.4060294784707,14.1369413612015,17107.4536985074,112.229036075791,18.3313766254585,11.327096048922,8962.77416378064,11.98,3.008,0.864
"148","ZEMO",2,"ZEMO2","","6/28/2019","10:33",11.9,11,12.1,11.66666667,85,85,80,83.33333333,150,5.1,0.966,82.1,27.17,588.3,562,588.4,608.4,584.4,744.2,0.462,0.396,98,176,267,1,0.429,0.00715,128.6202918,"",13.0057142857143,4.23857142857143,2.77,0.438571428571429,0.772857142857143,12.8157142857143,3.85142857142857,2.29428571428571,0.345714285714286,0.707714285714286,42.7030584742857,69.5270558271429,114.272503901397,37.0130628446091,26.6437444818551,44098.5047823233,105.670851996962,37.7979686109299,22.1468185377202,37537.8548794461,12.794,3.494,2.854
"149","GOBA",3,"GOBA3","","6/28/2019","10:45",11.8,13.3,11.9,12.33333333,67.5,77.5,90,78.33333333,150,5.6,0.962666667,73.23,31.26,423.5,505.2,665.3,586.7,628.3,727.8,0.537,0.383,139,206,300,1,0.46,0.007666667,137.4386364,"",12.2433333333333,6.00833333333333,3.664,0.742,3.335,11.2833333333333,2.68166666666667,1.98,0.285,0.507333333333333,45.5027285883333,90.4354930233333,115.711274317952,50.0995565719176,35.3973370729674,74970.654302442,108.111910745413,33.6686459151831,24.5176436056683,33086.8602418987,9.354,5.516,2.634
"150","CABR",3,"CABR3","","6/28/2019","11:01",6.5,6.4,7,6.633333333,27.5,32.5,27.5,29.16666667,150,12.8,0.914666667,33.28,11.33,588.1,510.6,392,458.7,443.5,606.5,0.155,0.144,350,583,833,1,0.1495,0.002491667,42.44036564,"",14.4733333333333,10.115,3.50333333333333,0.376666666666667,0.605,13.2233333333333,8.26166666666667,3.02,0.401666666666667,1.41566666666667,94.2381030283333,67.3408028566667,132.432464448896,89.9762506985409,45.6499688833511,214755.785589368,128.056570502499,86.0143918301894,33.5842382006556,164578.647386196,10.454,6.922,2.368
"151","NECU",3,"NECU3","","6/28/2019","11:16",10.8,10.5,11.5,10.93333333,70,65,70,68.33333333,150,14.4,0.904,64.35,23.97,493.7,524,525.6,582.3,464.9,669,0.308,0.298,127,244,365,1,0.303,0.00505,85.0131544,"",16.4683333333333,3.91666666666667,1.89833333333333,0.206666666666667,0.736666666666667,14.2483333333333,1.39166666666667,1.46,0.241666666666667,0.415166666666667,42.60415613,103.093437873333,160.676912119001,38.4994744055785,21.8438239397933,48010.1327388728,137.372207417888,26.5614149456555,17.4582623052305,24177.4438675237,18.74,2.71,1.906
"152","CAAD",3,"CAAD3","","6/28/2019","11:27",5.4,5.8,5.5,5.566666667,35,37.5,40,37.5,150,7.2,0.952,39.94,19.28,475,503.8,559.8,447.8,490.3,607.7,0.186,0.188,240,434,626,1,0.187,0.003116667,55.25271547,"",8.31666666666667,3.28333333333333,1.235,0.27,0.7075,7.41166666666667,3.58333333333333,1.13783333333333,0.268333333333333,0.252,18.03453382,74.4859943025,80.964501999067,32.0885689004953,15.2299998888963,13619.0198435419,67.8386940824126,22.113247529524,13.8526525571876,8442.65410773168,7.628,2.004,1.65
"153","CRFL",2,"CRFL2","","7/1/2019","8:32",11.2,11.5,10.9,11.2,60,55,62.5,59.16666667,150,11.6,0.922666667,55.5,26.97,500.5,466.1,603.6,629.2,490.1,677.6,0.22,0.217,167,331,497,1,0.2185,0.003641667,62.57074764,"",16.4,6.38833333333333,2.12,0.261666666666667,3.55833333333333,12.6616666666667,3.92333333333333,2.57833333333333,0.27,0.638666666666667,63.9008041,101.783908776667,133.952425201609,65.7181490423972,32.9766406375602,93200.9928904189,115.965950507089,50.7540556938019,33.3948468788539,63633.4744182681,9.176,4.172,2.172
"154","MAGU",3,"MAGU3","","7/1/2019","8:47",8.5,7.9,8.2,8.2,30,25,32.5,29.16666667,150,39,0.74,17.76,6.057,499.8,479.8,452.7,373.8,218.9,544.5,0.19,0.164,158,347,567,1,0.177,0.00295,40.651826,"",5.80833333333333,2.82666666666667,0.943333333333333,0.075,0.8,5.30666666666667,2.54166666666667,1.165,0.0916666666666667,0.071,11.9331302553333,179.205605166667,49.513688527253,28.8050920865502,8.08203290480698,4520.21626399017,45.4235771843053,26.8909163391499,12.9098701703648,6390.02060855535,6.07,2.786,1.288
"155","COLA",2,"COLA2","","7/1/2019","9:12",3,3.1,2.7,2.933333333,10.5,8,0,6.166666667,150,102.3,0.318,11.1,1.573,226.2,200,34.86,404.3,67.88,470.1,0.073,0,663,1155,0,1,0.0365,0.000608333,3.6024259,"50% BURNED, NO ROS2, NO FLAT HEAT FLUX",4.6,2.61666666666667,0.555,0.15,0.198333333333333,4.39833333333333,2.59666666666667,0.683333333333333,0.141666666666667,0.121166666666667,10.3618789171667,88.4208474283333,44.6160308347877,26.8117847739548,7.23438703383956,3969.88267109397,43.0325596919012,27.0414768911258,9.10651749711575,5110.46453653135,4.792,2.782,0.654
"156","SCVI",3,"SCVI3","","7/1/2019","9:31",5.5,6.1,5.9,5.833333333,60,50,70,60,150,8.7,0.942,46.61,23.64,417.1,517.2,598.7,577,512.4,637.1,0.273,0.194,175,307,493,1,0.2335,0.003891667,68.2673209,"",11.9825,2.6875,1.4775,0.2825,0.54,11.7775,1.4525,0.8375,0.245,0.2995,23.0548822075,79.2292332275,112.899871470327,28.4060294784707,14.1369413612015,17107.4536985074,112.229036075791,18.3313766254585,11.327096048922,8962.77416378064,11.892,1.208,1.186
"157","MYUM",2,"MYUM2","","7/1/2019","9:45",6.1,5.1,5.5,5.566666667,27.5,30,30,29.16666667,150,14.3,0.904666667,26.63,13.61,487.7,597.2,686.6,531,448.6,630.9,0.099,0.139,236,599,858,1,0.119,0.001983333,33.41262696,"",11.95875,3.875,1.78375,0.35625,1.2625,11.65125,3.325,1.38125,0.20125,0.586125,35.5113268275,59.71494017125,117.318867787932,45.4655145087392,20.4033708356181,45527.5036132996,114.763221649264,38.874388775272,17.2445474150752,30272.8422171834,11.734,3.818,2.126
"158","CASYs",2,"CASYs2","","7/1/2019","10:03",5.2,6.1,6.3,5.866666667,35,35,45,38.33333333,150,42.9,0.714,26.63,9.87,560.7,525.7,564,451.3,290.1,521.7,0.174,0.17,195,402,614,1,0.172,0.002866667,38.1155096,"",7.4,1.52666666666667,1.49,0.166666666666667,0.433333333333333,7.34666666666667,1.285,0.926666666666667,0.203333333333333,0.1295,11.4630236688333,88.50352486,64.3649089960279,16.5789690938273,13.673182947549,5485.9455159773,62.3261120330646,16.177381249362,9.76753546031879,4511.82809372463,6.064,1.246,1.026
"159","ANFA",2,"ANFA2","","7/1/2019","10:20",3,3.3,3.2,3.166666667,22.5,27.5,30,26.66666667,150,81.3,0.458,17.75,9.36,380.7,550.6,515.5,536.3,438.7,562.6,0.286,0.2,196,322,502,1,0.243,0.00405,34.5419478,"",0.546666666666667,0.151666666666667,0.11,0.0766666666666667,0,0.471,0.1336,0.0228,0.0572,0.001,0.064050051,36.8458044433333,3.8314834786597,1.29867278195647,0.62415749236823,3.06343513009397,2.13380920521269,1.03759237198541,0.538790889554158,0.991245606981841,0.518,0.114,0.086
"160","ZETU",3,"ZETU3","yes","7/1/2019","10:40",15.1,15.9,18.3,16.43333333,90,110,90,96.66666667,150,10.1,0.932666667,68.79,28.09,676.7,738.4,554.8,723.8,484.5,696.1,0.783,0.621,102,148,206,1,0.702,0.0117,203.2069884,"",15.6066666666667,8.80666666666667,0.951666666666667,0.225,0.703333333333333,13.775,7.48166666666667,2.384,0.176666666666667,0.410833333333333,92.18619556,224.11470775,149.156710412041,91.052730079962,16.3653945619607,82929.7964956232,129.774572729003,78.708441211868,28.5973435808465,117296.752312224,21.24,8.192,4.51
"161","MAAC",1,"MAAC1","","7/1/2019","10:57",5.3,6.3,4.9,5.5,55,47.5,45,49.16666667,150,45.1,0.699333333,31.07,11.39,662.4,458.3,531.9,556.6,334.1,571.8,0.2,0.252,640,820,963,1,0.226,0.003766667,49.05324476,"",6.91833333333333,2.415,1.40833333333333,0.211666666666667,0.446666666666667,6.46571428571429,1.94428571428571,1.06571428571429,0.215714285714286,0.125571428571429,11.8182678815,96.08414184,65.3053777528232,23.3755910660059,13.2968684610074,7410.8904941668,65.933505799257,21.793608023486,12.2911792316637,7393.2336272196,6.562,1.71,0.97
"162","PIRO",2,"PIRO2","","7/1/2019","11:11",15.5,15,12.5,14.33333333,82.5,75,80,79.16666667,150,19,0.873333333,82.1,33.33,626.8,637.2,726.3,684,717.3,722.2,0.444,0.293,177,258,381,1,0.3685,0.006141667,99.88323522,"",15.6333333333333,8.74,3.72166666666667,0.495,1.93666666666667,15.6233333333333,7.99833333333333,3.14166666666667,0.461666666666667,1.41683333333333,65.16448138,47.918120035,140.118884297362,88.6046933089139,36.8825830362268,208278.568708561,138.246323900398,93.3292590415741,37.0933895328009,200226.467986515,16.28,7.406,4.112
"163","LEEL",1,"LEEL1","","7/1/2019","11:23",4.6,5.3,4.8,4.9,30,30,32.5,30.83333333,150,55.9,0.627333333,26.63,11.84,657.3,544.4,653.4,581.2,480.6,514.9,0.179,0.147,192,393,638,1,0.163,0.002716667,31.73664696,"",6.35,3.00666666666667,1.14333333333333,0.28,0.738333333333333,5.98166666666667,2.64166666666667,1.24666666666667,0.256666666666667,0.216833333333333,12.8358046736667,61.6492765233333,63.8054480720763,30.5539622302366,10.0552613700709,7359.85418568619,59.8582196380268,29.1721605174526,13.67281393085,9791.79852564633,5.608,2.216,0.854
"164","QUMU",3,"QUMU3","","7/1/2019","11:38",7,7.5,8,7.5,25,30,35,30,150,25.4,0.830666667,15.53,11.43,481,449.8,591.3,387,342.5,618.5,0.157,0.161,328,557,781,1,0.159,0.00265,40.99198787,"",9.39,3.66333333333333,0.936666666666667,0.261666666666667,0.241666666666667,7.435,2.22666666666667,1.94833333333333,0.258333333333333,0.3045,22.267769085,81.58920241,93.0836117388384,35.4855335930066,12.0850497456977,16034.6765349281,71.5613862376185,28.1006373644374,22.8842676892683,17331.5449109204,9.572,2.802,1.56
"165","MYMU",1,"MYMU1","","7/3/2019","8:51",3.3,3.1,3.3,3.233333333,10.5,0,0,3.5,150,121.4,0.190666667,2.219,0.315,370.4,30.79,22.4,29.95,29.11,52.22,0,0,704,0,0,1,0,0,0,"",5.66,2.7,1.01,0.171666666666667,0.44,5.000815365,2.45360312533333,1.1980776295,0.153333333333333,0.108166666666667,10.4091309148333,95.4932769683333,52.1070209740871,27.4159480040409,8.57301177213692,4334.44133712451,45.5121671743024,26.3898373721437,14.0831875401646,5847.23435490867,4.522,1.592,0.71
"166","BARU",1,"BARU1","","7/3/2019","9:11",8.6,11,11.3,10.3,45,45,60,50,150,9.1,0.939333333,51.04,19.85,359.9,463.8,650.2,697,490.2,719.8,0.4,0.3,192,282,402,1,0.35,0.005833333,102.0382144,"",10.5883333333333,9.61666666666667,2.75666666666667,0.31,1.37666666666667,10.4,9.28333333333333,2.41,0.251666666666667,1.09,78.5489707383333,77.6469499216667,111.033580580525,91.7646277657585,24.6066345752889,100807.775951174,106.697122657547,92.9258615198313,24.7421494597732,99278.8373715264,11.298,9.994,1.452
"167","LUGR",1,"LUGR1","","7/3/2019","9:27",13.8,12.7,11.6,12.7,57.5,57.5,70,61.66666667,150,6.5,0.956666667,66.58,26.46,618.4,637.7,635.3,685.4,628.9,716.9,0.346,0.356,157,261,362,1,0.351,0.00585,104.218023,"",12.4483333333333,9.24166666666667,2.74666666666667,0.256666666666667,0.751666666666667,11.7183333333333,8.29666666666667,2.335,0.19,0.783833333333333,88.83620226,114.145953695,120.156517503101,91.6549476934429,30.2763630585811,120786.936900567,113.500768969135,82.2162929355346,24.4465273204166,93339.97898406,11.144,7.24,2.642
"168","CAGU",2,"CAGU2","","7/3/2019","9:40",8.9,8.8,8.7,8.8,42.5,45,45,44.16666667,150,10.1,0.932666667,29.96,17.13,419.5,514.8,508.5,630,393.8,633.2,0.197,0.18,196,379,579,1,0.1885,0.003141667,54.56483948,"",11.18,4.56666666666667,1.67,0.21,0.793333333333333,10.5283333333333,2.61166666666667,1.84666666666667,0.275,0.3365,38.9581180216667,122.787976608333,101.905656940195,46.2126849015416,18.6853537208013,36413.4726826855,98.6230977105165,28.6021166982106,18.7219287179941,22391.7367796509,9.466,3.566,1.774
"169","ASTO",2,"ASTO2","","7/3/2019","9:55",10.1,9.4,8.5,9.333333333,72.5,82.5,92.5,82.5,150,9.4,0.937333333,42.17,32.21,562.1,603.7,613.4,633.4,563.7,732.9,0.263,0.429,130,267,351,1,0.346,0.005766667,100.6572897,"",15.62,6.77,2.375,0.403333333333333,0,14.3116666666667,5.66333333333333,2.405,0.323333333333333,1.10416666666667,68.2267930533333,64.4571149266667,148.49090457424,65.4266864218102,29.9869707092448,114080.650474993,134.960123627639,63.5606576271896,29.6267914739878,96916.5312869441,13.0483333333333,5.25666666666667,2.63
"170","AESE",3,"AESE3","","7/3/2019","10:11",18.8,21,18.9,19.56666667,95,110,125,110,150,7.6,0.949333333,75.45,29.31,619.2,716.1,773.5,695,552.8,673.1,0.947,0.923,94,132,171,1,0.935,0.015583333,275.4897298,"",23.0333333333333,9.62333333333333,2.20166666666667,0.32,0.846666666666667,19.9166666666667,3.74,3.25833333333333,0.23,1.28166666666667,137.3908005,108.416364216667,210.099385701137,89.2922121850915,35.1174778226592,247044.421914821,184.629356969641,45.9135731653459,37.7596966263339,116788.303620234,29.38,9.958,4.12
"171","COLA",3,"COLA3","","7/3/2019","10:23",3.8,4.2,3.9,3.966666667,32.5,27.5,35,31.66666667,150,57.8,0.614666667,19.97,7.299,511.5,405.7,344.3,487.5,272.9,541.8,0.197,0.127,248,431,715,1,0.162,0.0027,30.9050712,"",4.6,2.61666666666667,0.555,0.15,0.198333333333333,4.39833333333333,2.59666666666667,0.683333333333333,0.141666666666667,0.121166666666667,10.3618789171667,88.4208474283333,44.6160308347877,26.8117847739548,7.23438703383956,3969.88267109397,43.0325596919012,27.0414768911258,9.10651749711575,5110.46453653135,5.732,3.178,0.544
"172","PRHE",3,"PRHE3","","7/3/2019","10:46",10.2,8,9.5,9.233333333,47.5,47.5,50,48.33333333,150,26.9,0.820666667,29.96,27.15,500.2,491.5,507.5,459.5,525.1,588.9,0.277,0.333,135,265,373,1,0.305,0.005083333,77.68581122,"",14.1333333333333,4.44666666666667,2.25333333333333,0.208333333333333,1.03333333333333,12.1433333333333,2.92833333333333,2.16833333333333,0.155,0.4475,47.9580522316667,106.79341855,129.716025615837,47.297067415966,24.7220470330249,54585.23444807,114.166414943826,36.6743174066935,23.3446367290747,37964.1343253161,10.736,3.59,1.866
"173","CRFL",3,"CRFL3","","7/3/2019","11:01",13.2,12.3,12.4,12.63333333,70,70,67.5,69.16666667,150,12,0.92,66.57,24.93,461,512.2,541.7,608.9,529.7,640.1,0.343,0.327,111,216,326,1,0.335,0.005583333,95.65500667,"",16.4,6.38833333333333,2.12,0.261666666666667,3.55833333333333,12.6616666666667,3.92333333333333,2.57833333333333,0.27,0.638666666666667,63.9008041,101.783908776667,133.952425201609,65.7181490423972,32.9766406375602,93200.9928904189,115.965950507089,50.7540556938019,33.3948468788539,63633.4744182681,15.26,5.646,5.906
"174","CASYs",3,"CASYs3","","7/3/2019","11:18",4.2,4.1,4.1,4.133333333,32.5,25,30,29.16666667,150,58,0.613333333,13.31,5.018,517,366.8,412.9,395.1,197.1,513.8,0.143,0.13,233,485,762,1,0.1365,0.002275,25.98389733,"",7.4,1.52666666666667,1.49,0.166666666666667,0.433333333333333,7.34666666666667,1.285,0.926666666666667,0.203333333333333,0.1295,11.4630236688333,88.50352486,64.3649089960279,16.5789690938273,13.673182947549,5485.9455159773,62.3261120330646,16.177381249362,9.76753546031879,4511.82809372463,5.406,1.388,0.838
"175","ANFA",3,"ANFA3","","7/3/2019","11:35",3.5,4.9,4.5,4.3,30,30,42.5,34.16666667,150,79.3,0.471333333,17.75,9.74,345.5,366.6,571.1,415.1,258.5,520,0.439,0.35,151,233,336,1,0.3945,0.006575,57.70988837,"",0.546666666666667,0.151666666666667,0.11,0.0766666666666667,0,0.471,0.1336,0.0228,0.0572,0.001,0.064050051,36.8458044433333,3.8314834786597,1.29867278195647,0.62415749236823,3.06343513009397,2.13380920521269,1.03759237198541,0.538790889554158,0.991245606981841,0.448,0.106,0.054
"176","AEVE",2,"AEVE2","","7/3/2019","11:49",11.3,11.4,10.8,11.16666667,70,75,85,76.66666667,150,9.1,0.939333333,75.45,29.85,539.6,479.8,680,618.8,553.2,706.8,0.319,0.419,84,197,283,1,0.369,0.00615,107.5774318,"",14.4183333333333,6.905,3.21333333333333,0.401666666666667,0.558333333333333,13.1866666666667,3.62166666666667,2.68833333333333,0.276666666666667,0.764,61.2031392416667,83.34837588,130.057005348116,61.9539739294324,35.470134881317,107143.959789306,126.032202538204,41.3916580452355,30.7409914589689,56107.6842624877,13.4,4.868,2.824
"177","XYAR",1,"XYAR1","","7/5/2019","8:44",7.8,8.5,7.1,7.8,50,50,65,55,150,12.1,0.919333333,55.49,22.32,474.1,523.6,609.9,581.1,456.5,587.5,0.252,0.202,221,364,542,1,0.227,0.003783333,64.77000584,"",11.9683333333333,2.86166666666667,1.21333333333333,0.19,0.42,11.16,2.80166666666667,1.68,0.17,0.304833333333333,28.87468538,94.8927757116667,113.531802399201,34.9135257676132,11.4516009408418,18452.5138354401,104.747740460446,31.2886029639241,18.7902631914189,22274.2618413042,9.61,2.686,0.892
"178","FAMO",1,"FAMO1","yes","7/5/2019","9:00",11.8,12.3,13.9,12.66666667,60,57.5,57.5,58.33333333,150,15.6,0.896,51.05,24.39,544.7,560.7,493.6,662.5,496,661.6,0.375,0.229,184,280,437,1,0.302,0.005033333,83.98273707,"",16.3466666666667,5.43,1.95,0.19,1.14333333333333,12.9766666666667,4.73166666666667,3.24166666666667,0.171666666666667,0.5115,60.5148968916667,125.093088181667,147.826266336719,57.0935091552308,18.7348229802264,53138.0260584381,113.891875808866,54.0259826389351,36.5292248772978,72780.9708340925,12.448,4.014,2.714
"179","BYLA",1,"BYLA1","","7/5/2019","9:13",7.2,8.2,7.1,7.5,50,50,60,53.33333333,150,9.2,0.938666667,44.39,23.86,554.6,533.9,673.3,582.6,580.2,635.5,0.2,0.237,262,442,594,1,0.2185,0.003641667,63.65578951,"",11.6266666666667,4.17666666666667,1.50333333333333,0.235,0.955,10.605,3.78333333333333,1.58666666666667,0.185,0.416333333333333,34.12057692,82.4211148066667,107.715781125335,42.4503595977109,15.0211365379968,26100.6525046619,98.207484819395,39.6614997077327,17.9199219787495,26290.7320007973,12.492,4.1,1.396
"180","ALED",2,"ALED2","yes","7/5/2019","9:31",9.4,7.6,8.2,8.4,50,52.5,62.5,55,150,7.4,0.950666667,46.61,23.31,508.6,610.9,539,559.7,531,649.4,0.336,0.202,142,249,427,1,0.269,0.004483333,79.36986076,"",14.46,6.185,3.14166666666667,0.236666666666667,1.18666666666667,12.9816666666667,5.90666666666667,2.87666666666667,0.178333333333333,0.864,63.29438954,81.2265630483333,129.141613247778,60.4821163835421,28.5930942248493,78092.2535466731,122.69313912421,60.5586927943809,29.6993041833486,72048.3865609842,10.776,3.788,2.512
"181","STPO",1,"STPO1","yes","7/5/2019","9:45",7.5,9.6,7.4,8.166666667,50,55,67.5,57.5,150,8.9,0.940666667,44.39,22.36,487.4,588.8,600,449,449,649.7,0.279,0.237,175,304,456,1,0.258,0.0043,75.32350707,"",9.84833333333333,3.81333333333333,1.27,0.285,1.34833333333333,9.11666666666667,3.03666666666667,1.65166666666667,0.25,0.363666666666667,23.1303300825,86.4408291175,89.4338561494488,39.5560338102404,14.4493058086642,19457.3938641228,80.667679496312,33.5179505814883,16.4057202975571,18072.3664046821,8.358,3.04,1.44
