"","Species","sample","IndCode","shade","Date","time","LitterDepth1","LitterDepth2","LitterDepth3","Average.Litter.Depth","FlameHeight1","FlameHeight2","FlameHeight3","Average.Flame.Height","Original.Mass","FinalMass.g.","PercentCombustion","HeatFlux_SBG01_Max","Heatflux_flat_Max","Temp_C_15_10_Max","Temp_C_30_10_Max","Temp_C_45_10_Max","Temp_C_30_5_Max","Temp_C_30_20_Max","Temp_C_IR_Max","ROS1mmin.1","ROS2mmin.1","count15","count30","Count45","Fuel.load..kg.m2.","Mean.ROS.mmin.1","Mean.ROS.ms.1","Fireline.intensity.kWm.1","Comments","FreshL","FreshW","FreshH","FreshTH","Petole","DryL","DryW","DryH","DryTH","DryWeight","Areacm2","SLAcm2g.1","freshL3D","freshW3D","freshH3D","freshHull","dryL3D","dryW3D","dryH3D","dryHull","BulkDryL","BulkDryW","BulkDryH"
"42","PLPO",2,"PLPO2","","6/10/2019","10:52",6.6,6.8,6.4,6.6,45,42.5,47.5,45,150,15.4,0.897333333,38.84,18.67,512,561.5,575.2,514.4,489.7,678.7,0.205714286,0.244897959,171,346,493,1,0.225306122,0.003755102,62.74828582,"",8.79166666666667,5.04333333333333,1.965,0.193333333333333,2.16666666666667,8.18833333333333,4.885,1.36166666666667,0.15,0.301333333333333,26.0056947016667,85.54390969,69.0631511121049,51.4034797043604,20.6382280325212,25105.3924717089,64.2419530936718,52.8233435568897,13.8742322577986,20614.7866856347,7.476,3.86,2.104
"43","TACA",2,"TACA2","","6/10/2019","11:14",7.2,7.6,7.1,7.3,60,55,67.5,60.83333333,150,23.4,0.844,62.14,25.04,560.8,536.1,505.8,488.2,519.3,656.2,0.279069767,0.352941176,147,276,378,1,0.316005472,0.005266758,82.77746484,"",11.48,2.21,1.88333333333333,0.201666666666667,0.451666666666667,10.14,1.71166666666667,1.32283333333333,0.145,0.151,17.6353948375,111.975204425,106.849378466051,21.1117638331051,17.6533490456738,14323.0608506867,97.264017313024,20.7513677448339,15.4390497009905,12606.3415473279,8.436,1.328,0.8
"44","AEVE",1,"AEVE1","","6/10/2019","11:34",10.4,10.2,10.6,10.4,65,57.5,67.5,63.33333333,150,8.9,0.940666667,62.14,26.44,493.7,573.5,621.6,604,536.8,695.7,0.382978723,0.346153846,177,271,375,1,0.364566285,0.006076105,106.435702,"11.7 grams of aeve 3 added",14.4183333333333,6.905,3.21333333333333,0.401666666666667,0.558333333333333,13.1866666666667,3.62166666666667,2.68833333333333,0.276666666666667,0.764,61.2031392416667,83.34837588,130.057005348116,61.9539739294324,35.470134881317,107143.959789306,126.032202538204,41.3916580452355,30.7409914589689,56107.6842624877,NA,NA,NA
"45","TOFO",1,"TOFO1","","6/10/2019","11:49",11.3,11.4,13.2,11.96666667,57.5,52.5,65,58.33333333,150,9,0.94,59.91,25.48,491.1,488.7,540.6,577.3,558.2,729.7,0.223602484,0.43373494,138,299,382,1,0.328668712,0.005477812,95.88734386,"",16.07,8.73666666666667,2.34,0.555,1.03666666666667,14.0516666666667,6.31,2.53333333333333,0.413333333333333,1.09583333333333,89.5891039683333,93.1080095383333,146.433882388764,84.1423796188032,33.370454893433,177939.205199667,126.979789081131,66.1222679200648,27.9107865777303,92546.3512527302,11.58,4.882,2.996
"46","TAOC",1,"TAOC1","","6/10/2019","12:07",6.5,6.5,7.9,6.966666667,55,42.5,45,47.5,150,6.8,0.954666667,53.25,23.57,615.5,522,584.3,546,422.8,629.1,0.196721311,0.213017751,162,345,514,1,0.204869531,0.003414492,60.70216838,"",13.9466666666667,5.84,2.48166666666667,0.448333333333333,2.665,12.88,2.76333333333333,2.11833333333333,0.305,0.893333333333333,57.3762173866667,67.1356406766667,125.610553484158,52.839695232477,30.4849496750568,73211.5143023739,119.571580146722,31.7209116343033,22.4230524020337,36907.6249407541,13.66,4.086,2.074
"47","PIRO",3,"PIRO3","","6/10/2019","12:22",12.2,10.5,12.3,11.66666667,65,65,67.5,65.83333333,150,18.7,0.875333333,64.35,27.94,487.4,743.1,568.9,665.9,584,726.7,0.313043478,0.295081967,156,271,393,1,0.304062723,0.005067712,82.60602398,"",15.6333333333333,8.74,3.72166666666667,0.495,1.93666666666667,15.6233333333333,7.99833333333333,3.14166666666667,0.461666666666667,1.41683333333333,65.16448138,47.918120035,140.118884297362,88.6046933089139,36.8825830362268,208278.568708561,138.246323900398,93.3292590415741,37.0933895328009,200226.467986515,13.22,6.7,3.368
"48","QUGR",1,"QUGR1","","6/12/2019","8:23",7.1,6.9,8,7.333333333,0,0,0,0,150,149.9,0.000666667,0,0.138,21.2,16.16,16.16,16.16,16.16,19.54,0,0,NA,NA,NA,1,0,0,0,"",14.3683333333333,6.82333333333333,2.035,0.35,0.648333333333333,12.6533333333333,5.48833333333333,2.645,0.243333333333333,1.09066666666667,65.7714216216667,64.1489604266667,136.076879504616,67.8679949418976,23.1286974138883,89096.7774630965,122.014154086393,59.4790790330021,28.4378030690649,92359.6041637592,13.45,5.068,2.754
"49","NECU",1,"NECU1","","6/12/2019","8:36",11,10.5,10.1,10.53333333,55,47.5,55,52.5,150,14.5,0.903333333,68.82,26.18,527,600.4,558.1,622.9,549.3,704.4,0.378947368,0.310344828,122,217,333,1,0.344646098,0.005744102,96.62655009,"",16.4683333333333,3.91666666666667,1.89833333333333,0.206666666666667,0.736666666666667,14.2483333333333,1.39166666666667,1.46,0.241666666666667,0.415166666666667,42.60415613,103.093437873333,160.676912119001,38.4994744055785,21.8438239397933,48010.1327388728,137.372207417888,26.5614149456555,17.4582623052305,24177.4438675237,12.462,3.458,1.622
"50","AESE",1,"AESE1","","6/12/2019","8:53",17.9,16.6,15.9,16.8,62.5,92.5,97.5,84.16666667,150,10.6,0.929333333,46.61,32.06,563,662.4,711,674.5,548.7,756.8,0.333333333,0.467532468,137,245,322,1,0.4004329,0.006673882,115.4984988,"",23.0333333333333,9.62333333333333,2.20166666666667,0.32,0.846666666666667,19.9166666666667,3.74,3.25833333333333,0.23,1.28166666666667,137.3908005,108.416364216667,210.099385701137,89.2922121850915,35.1174778226592,247044.421914821,184.629356969641,45.9135731653459,37.7596966263339,116788.303620234,30.22,9.64,3.44
"51","POTO",1,"POTO1","","6/12/2019","9:11",14.8,13.6,16.3,14.9,67.5,72.5,70,70,150,8.8,0.941333333,39.95,31.23,702.2,580.7,772.6,746.2,512.9,733.9,0.283464567,0.590163934,146,273,334,1,0.436814251,0.007280238,127.6189914,"",18.115,7.95666666666667,2.76333333333333,0.278333333333333,1.52333333333333,16.095,6.19,3.395,0.206666666666667,1.27,102.847775176667,82.502176595,168.642652200582,82.9959779901417,32.8210356174531,167273.68450819,145.941748403707,71.1821231225787,40.8256448319884,148852.508652442,15.8,8.5,3.03
"52","QUMU",1,"QUMU1","","6/12/2019","9:26",7.1,9,8.4,8.166666667,0,0,0,0,150,149.3,0.004666667,0,0.098,25.34,22.82,21.16,22.82,22.84,27.02,0,0,NA,NA,NA,1,0,0,0,"",9.39,3.66333333333333,0.936666666666667,0.261666666666667,0.241666666666667,7.435,2.22666666666667,1.94833333333333,0.258333333333333,0.3045,22.267769085,81.58920241,93.0836117388384,35.4855335930066,12.0850497456977,16034.6765349281,71.5613862376185,28.1006373644374,22.8842676892683,17331.5449109204,9.622,2.87,1.598
"53","MYGU",1,"MYGU1","","6/12/2019","9:38",5.5,6.2,5.4,5.7,30,25,30,28.33333333,150,13.5,0.91,19.97,10.07,519.7,248.3,509.5,332.4,234.9,593.2,0.100840336,0.188481675,430,787,978,1,0.144661006,0.002411017,40.85713828,"",9.72333333333333,5,1.23666666666667,0.335,0.285,9.06833333333333,3.02,1.90833333333333,0.215,0.538166666666667,35.0290697266667,70.8721450816667,92.7678649605297,50.5139696615319,13.5177321088721,28990.725770953,87.6110521612449,36.3022427699622,19.705158435372,24857.2281491768,10.25,5.692,1.622
"54","PIAX",1,"PIAX1","","6/12/2019","10:04",14.9,15.3,15.8,15.33333333,85,82.5,87.5,85,150,12.3,0.918,73.24,28.86,633.6,717.6,714.4,747.1,593.5,752,0.48,0.4,155,230,320,1,0.44,0.007333333,125.363304,"15 g poto placed at beginning",18.05,8.52,3.39166666666667,0.388333333333333,2.03,14.0116666666667,4.71166666666667,3.68,0.275,0.724,87.48788954,123.363548033333,165.808952952009,80.9450454255497,34.7113921211925,153322.696563382,129.79198220464,54.9577650387735,43.1620783959017,115445.738264172,NA,NA,NA
"55","SIGU",2,"SIGU2","","6/12/2019","10:16",11,11.6,11.2,11.26666667,55,60,67.5,60.83333333,150,7.5,0.95,46.61,28.94,530.3,397.5,640.8,604,418.4,668.2,0.21686747,0.6,121,287,347,1,0.408433735,0.006807229,120.426006,"",15.1816666666667,5.99,1.64166666666667,0.241666666666667,0.655,13.04,3.78833333333333,2.505,0.173333333333333,0.4514,57.2323706016667,121.194160846,139.718911501189,62.2694327622092,21.7172046716052,72352.021911028,116.875513285294,37.8675690782999,27.1663541926386,45816.9471545124,10.12,3.59,0.89
"56","GUNI",1,"GUNI1","","6/12/2019","10:34",11.5,11.2,11.3,11.33333333,47.5,52.5,60,53.33333333,150,14.6,0.902666667,52.15,22.76,416.9,446.6,489.9,558.6,496.2,601.7,0.330275229,0.219512195,152,261,425,1,0.274893712,0.004581562,77.01357489,"",12.38,3.36833333333333,1.035,0.176666666666667,0.491666666666667,9.58166666666667,2.9,1.95,0.146666666666667,0.216166666666667,27.9657146783333,131.231252216667,116.468973483023,33.8646631305154,12.3252416042522,19059.286462703,80.7406103495082,31.3393201537011,24.9394424990826,21073.7182360728,12.54,3.72,2.152
"57","TAAU",2,"TAAU2","","6/12/2019","10:55",8,7.8,8.3,8.033333333,47.5,45,47.5,46.66666667,150,9.9,0.934,44.38,22.53,545,631.5,569.1,647.5,511.6,745.7,0.230769231,0.257142857,156,312,452,1,0.243956044,0.004065934,70.71857978,"",19.63,7.94833333333333,2.105,0.511666666666667,4.575,14.09,5.03333333333333,4.52833333333333,0.373333333333333,1.81633333333333,82.123061565,55.25195175,186.180577285731,78.8467337854261,27.1037065378524,182474.340726027,122.452890688242,68.3618260975859,51.2162320782645,158536.747187772,12,2.79,3.64
"58","ASTO",1,"ASTO1","","6/12/2019","11:35",10.1,9,9.6,9.566666667,80,70,72.5,74.16666667,150,9.2,0.938666667,75.45,31.99,527.3,620,691,602.4,631.3,718.6,0.276923077,0.493150685,125,255,328,1,0.385036881,0.006417281,112.1731197,"",15.62,6.77,2.375,0.403333333333333,0,14.3116666666667,5.66333333333333,2.405,0.323333333333333,1.10416666666667,68.2267930533333,64.4571149266667,148.49090457424,65.4266864218102,29.9869707092448,114080.650474993,134.960123627639,63.5606576271896,29.6267914739878,96916.5312869441,13.96,5.56,3.6
"59","TAOC",2,"TAOC2","","6/12/2019","11:56",7.5,6.4,6.7,6.866666667,45,40,45,43.33333333,150,8.9,0.940666667,39.94,23.69,544.3,525.2,602,561.9,422.8,608.4,0.182741117,0.236842105,250,447,599,1,0.209791611,0.003496527,61.24899184,"",13.9466666666667,5.84,2.48166666666667,0.448333333333333,2.665,12.88,2.76333333333333,2.11833333333333,0.305,0.893333333333333,57.3762173866667,67.1356406766667,125.610553484158,52.839695232477,30.4849496750568,73211.5143023739,119.571580146722,31.7209116343033,22.4230524020337,36907.6249407541,12.228,2.832,2.09
"60","GOPO",2,"GOPO2","","6/12/2019","12:14",5.2,6,5.2,5.466666667,47.5,50,50,49.16666667,150,7.8,0.948,33.28,18.93,524.3,478,586.7,530.7,372.7,647.6,0.173913043,0.215568862,260,467,634,1,0.194740953,0.003245683,57.29816319,"",13.94,4.806,2.25,0.385,1.52,12.066,1.804,1.77,0.308,0.6194,41.9826938125,69.77626725,123.328935581153,46.1993778364971,19.9875764750463,44481.6912145582,113.153551611924,25.3528049976528,20.6733223112646,26517.3002415339,10.466,3.1,1.636
"61","SCVI",1,"SCVI1","","6/12/2019","12:34",6.3,7.4,6,6.566666667,57.5,52.5,50,53.33333333,150,8.7,0.942,51.04,23.3,507.5,640.2,550.6,537.8,608.2,669.2,0.262773723,0.336448598,206,343,450,1,0.29961116,0.004993519,87.59593675,"",11.9825,2.6875,1.4775,0.2825,0.54,11.7775,1.4525,0.8375,0.245,0.2995,23.0548822075,79.2292332275,112.899871470327,28.4060294784707,14.1369413612015,17107.4536985074,112.229036075791,18.3313766254585,11.327096048922,8962.77416378064,10.912,2.264,2.664
"62","SYPU",1,"SYPU1","","6/14/2019","8:11",5.5,5.8,5.1,5.466666667,17.5,17.5,15,16.66666667,150,39.9,0.734,11.1,5.488,505.9,403.4,472.5,506,155.7,503.6,NA,NA,NA,NA,NA,1,NA,0.001132075,15.47382148,"Data calculated from Table 2 [sf 6/17]",10.7283333333333,3.77,1.41833333333333,0.223333333333333,1.01,8.745,3.88333333333333,1.86,0.180833333333333,0.2725,27.506468285,103.070328346667,97.5528329399196,40.0255747673926,15.7857434967698,20966.9938264104,79.6179948719495,35.1700520036643,19.2858526379292,16909.8425938158,9.188,3.096,0.834
"63","AESE",2,"AESE2","","6/14/2019","8:33",13,14.4,13.6,13.66666667,100,102.5,102.5,101.6666667,150,8.9,0.940666667,71.02,29.37,600.9,641,645.9,712.1,565.7,767.8,NA,NA,NA,NA,NA,1,NA,0.008571429,150.1465332,"Data calculated from Table 2 [sf 6/17]",23.0333333333333,9.62333333333333,2.20166666666667,0.32,0.846666666666667,19.9166666666667,3.74,3.25833333333333,0.23,1.28166666666667,137.3908005,108.416364216667,210.099385701137,89.2922121850915,35.1174778226592,247044.421914821,184.629356969641,45.9135731653459,37.7596966263339,116788.303620234,25.42,6.808,3.434
"64","ERTO",2,"ERTO2","","6/14/2019","8:46",8.1,8.2,8.7,8.333333333,45,47.5,50,47.5,150,7,0.953333333,37.73,21.85,536,554.4,537.7,676.4,529.7,696.6,NA,NA,NA,NA,NA,1,NA,0.003,53.25892,"Data calculated from Table 2 [sf 6/17]",13.91,3.93833333333333,2.04166666666667,0.238333333333333,0.353333333333333,13.25,2.38833333333333,1.795,0.2,0.558666666666667,41.5663326366667,74.92175931,132.892132821627,40.2433081151967,21.3834005471493,43718.9876590174,127.293850360363,29.3525409874327,21.6102624063742,32047.3145385275,11.79,3.164,2.192
"65","MYLI",1,"MYLI1","","6/14/2019","9:03",8.5,7.2,7.4,7.7,0,0,0,0,150,149.2,0.005333333,0,0.177,30.99,25.15,26.81,29.35,25.15,30.99,NA,NA,NA,NA,NA,1,NA,0,0,"Data calculated from Table 2 [sf 6/17]",12.7666666666667,3.63166666666667,2.33,0.306666666666667,0.825,12.195,3.29166666666667,2.525,0.238333333333333,0.616166666666667,29.305547122,57.682812958,104.42915846342,31.9831950448589,18.2184443108179,23555.275391906,115.587272646039,37.9458079682147,23.6573122824582,39811.9162826604,12.756,4.396,2.484
"66","DIBU",1,"DIBU1","","6/14/2019","9:19",11.5,12.5,12.2,12.06666667,70,52.5,60,60.83333333,150,6.5,0.956666667,66.58,27.29,530.8,650.8,620.3,670.2,583.5,749.1,NA,NA,NA,NA,NA,1,NA,0.004615385,82.22329916,"Data calculated from Table 2 [sf 6/17]",16.7714285714286,8.89857142857143,4.25571428571429,0.478571428571429,1.08142857142857,15.36125,6.66875,3.5925,0.41,1.55257142857143,84.93343229,45.9833775166667,147.847888280013,97.3515341880219,45.8098496746614,238835.550174006,143.958718568657,77.8083185335568,40.4473613783534,181717.627947889,16.482,6.754,3.914
"67","QUMU",2,"QUMU2","","6/14/2019","9:33",6.2,6.5,6.2,6.3,27.5,25,27.5,26.66666667,150,28.5,0.81,11.1,7.063,362.9,250.5,380.8,466,193.9,576.9,NA,NA,NA,NA,NA,1,NA,0.002222222,33.51959665,"Data calculated from Table 2 [sf 6/17]",9.39,3.66333333333333,0.936666666666667,0.261666666666667,0.241666666666667,7.435,2.22666666666667,1.94833333333333,0.258333333333333,0.3045,22.267769085,81.58920241,93.0836117388384,35.4855335930066,12.0850497456977,16034.6765349281,71.5613862376185,28.1006373644374,22.8842676892683,17331.5449109204,7.984,2.902,0.994
"68","MABR",2,"MABR2","","6/14/2019","9:49",3.9,3.7,3.2,3.6,9,15,13.5,12.5,150,85.7,0.428666667,2.219,4.191,75.68,120.3,516.2,270.4,92.2,368.5,NA,NA,NA,NA,NA,1,NA,0.001666667,13.30438711,"Data calculated from Table 2 [sf 6/17]    spread foraward on left then evened pot around 40 cm and spread backwards",7.065,2.12,0.6,0.2475,0.32,5.33253802325,2.28074322225,0.75400828875,0.235,0.11225,9.24033994225,83.982559405,54.3540852885728,22.9142122344507,7.73745583023872,4098.21501779484,49.2447878671871,23.1387823766356,8.29270713174142,3430.4415762047,5.128,1.874,0.866
"69","CABR",2,"CABR2","","6/14/2019","10:07",7.5,6.2,6.7,6.8,40,40,35,38.33333333,150,17.1,0.886,26.63,18.73,500.7,505.5,643.9,475.1,439.9,619,NA,NA,NA,NA,NA,1,NA,0.00375,61.871595,"Data calculated from Table 2 [sf 6/17]",14.4733333333333,10.115,3.50333333333333,0.376666666666667,0.605,13.2233333333333,8.26166666666667,3.02,0.401666666666667,1.41566666666667,94.2381030283333,67.3408028566667,132.432464448896,89.9762506985409,45.6499688833511,214755.785589368,128.056570502499,86.0143918301894,33.5842382006556,164578.647386196,9.168,5.508,3.294
"70","DUFU",2,"DUFU2","","6/14/2019","10:31",5.1,5.5,5.4,5.333333333,30,37.5,37.5,37.5,150,22.6,0.849333333,28.85,17.22,634,459.8,641.3,560.4,406.8,656.6,NA,NA,NA,NA,NA,1,NA,0.002608696,41.25988028,"Data calculated from Table 2 [sf 6/17]",11.24,3.97833333333333,1.16,0.343333333333333,0.426666666666667,10.054972996,3.6702923945,1.94808136416667,0.313333333333333,0.629833333333333,32.9838408433333,52.935557835,105.685161545415,39.2114225764775,15.5917033471696,23916.8571277001,97.355933197711,39.1927244136739,20.7352410175611,27956.8492236042,11.122,4.028,1.878
"71","NECU",2,"NECU2","","6/14/2019","10:43",10.1,12.5,11,11.2,62.5,70,62.5,65,150,16,0.893333333,59.91,29.99,502,535.5,585.9,572.4,553.9,642.7,NA,NA,NA,NA,NA,1,NA,0.006,99.81392,"Data calculated from Table 2 [sf 6/17]",16.4683333333333,3.91666666666667,1.89833333333333,0.206666666666667,0.736666666666667,14.2483333333333,1.39166666666667,1.46,0.241666666666667,0.415166666666667,42.60415613,103.093437873333,160.676912119001,38.4994744055785,21.8438239397933,48010.1327388728,137.372207417888,26.5614149456555,17.4582623052305,24177.4438675237,11.868,2.634,2.74
"72","AMIN",1,"AMIN1","","6/14/2019","10:57",8.8,9.3,10.2,9.433333333,62.5,52.5,55,56.66666667,150,5.6,0.962666667,53.26,24.44,503.4,483.5,547.4,698.4,563.4,712.2,NA,NA,NA,NA,NA,1,NA,0.00375,67.22542,"Data calculated from Table 2 [sf 6/17]",12.845,4.3,2.01333333333333,0.21,1.16,11.0966666666667,2.39666666666667,1.85166666666667,0.143333333333333,0.364333333333333,38.62592036,108.010956916667,110.356528221519,39.2838151217781,19.6028024930206,29422.6135310175,100.707961570737,31.2405424617948,21.6678386592825,27613.4023979651,14.336,4.536,2.492
"73","MIAL",1,"MIAL1","","6/14/2019","11:18",5.6,4.4,4,4.666666667,15.5,16.5,21.5,17.83333333,1500,41.7,0.9722,11.1,5.45,363.6,368.6,598.6,508.3,196.4,560.2,NA,NA,NA,NA,NA,1,NA,0.001818182,32.91692766,"Data calculated from Table 2 [sf 6/17] started a few seconds after ignition",11.565,4.92333333333333,0.695,0.365,1.035,9.10333333333333,3.45833333333333,1.98666666666667,0.281666666666667,0.547166666666667,38.4036507916667,71.0349275,105.393338752896,50.4144671301241,13.5663422044555,29708.3431800161,89.2023908225331,36.6677965390639,23.2490891886708,25226.351550851,9.836,4.266,1.428
"74","CASYf",2,"CASYf2","","6/17/2019","8:21",6,6.4,6.6,6.333333333,30,27.5,37.5,31.66666667,150,17.6,0.882666667,26.64,9.85,535.1,545.6,388.7,516.1,415.2,564.7,0.132,0.112,258,530,852,1,0.122,0.002033333,33.42193796,"",8.81666666666667,2.65333333333333,1.15,0.15,0.465,8.1,1.31333333333333,1.07333333333333,0.145,0.1478,16.5521711975,114.012500125,84.0589503800259,26.6553892948056,13.5701516238774,12347.6618508013,79.0348289323628,17.4495660475081,13.6514184854797,7752.33945058215,7.96,2.006,24.616
"75","GOBA",2,"GOBA2","","6/17/2019","8:41",10.5,10.8,11,10.76666667,75,77.5,85,79.16666667,150,5.5,0.963333333,62.16,28.2,550.4,548.9,630.5,608,636.9,732.4,0.34,0.319,138,244,357,1,0.3295,0.005491667,98.51607006,"",12.2433333333333,6.00833333333333,3.664,0.742,3.335,11.2833333333333,2.68166666666667,1.98,0.285,0.507333333333333,45.5027285883333,90.4354930233333,115.711274317952,50.0995565719176,35.3973370729674,74970.654302442,108.111910745413,33.6686459151831,24.5176436056683,33086.8602418987,10.216,4.314,1.908
"76","TEGL",2,"TEGL2","","6/17/2019","8:54",5.8,6.3,5.7,5.933333333,27.5,32.5,31.5,30.5,150,9.5,0.936666667,26.64,9.15,474.7,452.3,489.2,469.9,433.9,662.7,0.195,0.12,391,576,875,1,0.1575,0.002625,45.7868425,"",11.195,4.92,1.655,0.253333333333333,0.88,9.32,3.44833333333333,2.28166666666667,0.226666666666667,0.437666666666667,36.5294968333333,86.89901689,106.573153804357,46.2695725292311,18.1051144273358,31321.0481159929,86.6234871739652,41.1156041747174,26.1011557924332,33674.1228794022,9.234,3.816,1.402
"77","PLEL",2,"PLEL2","","6/17/2019","9:18",3.4,3.3,3.8,3.5,10,9,13.5,10.83333333,150,81.3,0.458,6.658,2.399,176.3,211.3,343.9,261.7,100.9,513.4,0,0.087,0,714,1130,1,0.0435,0.000725,6.1834351,"irregular flamefront",4.574,1.974,0.384,0.242,0.15,4.22557142857143,1.83428571428571,0.766428571428571,0.187142857142857,0.0917142857142857,7.976447608,90.0374883233333,46.9438445893238,20.5131741300468,4.53233609919286,2017.66684091822,44.6996983571893,19.4220998127468,8.40997024817164,3197.66584157685,3.37,1.632,0.354
"78","VOTU",2,"VOTU2","","6/17/2019","9:35",6.2,6.3,5.8,6.1,27.5,30,30,29.16666667,150,35.8,0.761333333,15.54,11.72,313.5,511.8,503.1,453.4,406.1,591.6,0.122,0.109,364,660,989,1,0.1155,0.001925,27.29178247,"",11.4183333333333,3.78833333333333,1.33666666666667,0.32,0.913333333333333,8.13666666666667,2.23166666666667,2.65833333333333,0.251666666666667,0.3135,30.7046100366667,105.516457163333,106.940217160002,38.9916885837928,13.7179985956385,23429.8226632761,78.9839484623401,34.7474865789085,34.6758433605906,30968.0579551849,9.517,2.949,1.631
"79","PEOB",1,"PEOB1","","6/17/2019","9:49",4.7,4.8,4.9,4.8,45,42.5,55,47.5,150,18.5,0.876666667,26.63,17.11,446.9,494.9,455.8,430.9,393.9,614,0.218,0.162,281,446,668,1,0.19,0.003166667,51.69674111,"",8.90333333333333,4.43833333333333,1.49666666666667,0.261666666666667,0.701666666666667,8.20833333333333,3.47166666666667,1.58,0.215,0.323333333333333,29.2129642733333,88.070713475,80.9832366270944,45.8171896955408,15.8858014588142,24073.6950263764,75.5939238452795,37.7376030544899,16.6368737480896,20660.3546039996,7.51,3.768,1.128
"80","SIGU",3,"SIGU3","","6/17/2019","10:14",14.7,16.8,17,16.16666667,80,77.5,82.5,80,150,7.7,0.948666667,66.58,30.74,693.2,672.2,628.8,735.6,483.3,709.5,0.383,0.581,140,234,296,1,0.482,0.008033333,141.9174344,"",15.1816666666667,5.99,1.64166666666667,0.241666666666667,0.655,13.04,3.78833333333333,2.505,0.173333333333333,0.4514,57.2323706016667,121.194160846,139.718911501189,62.2694327622092,21.7172046716052,72352.021911028,116.875513285294,37.8675690782999,27.1663541926386,45816.9471545124,12.9216666666667,5.545,2.06166666666667
"81","ERDE",1,"ERDE1","","6/17/2019","10:30",3.1,4,3.6,3.566666667,11,25,15,17,150,25.5,0.83,17.75,6.177,428.3,525.1,396.3,487.6,339.5,565,0.082,0.075,1008,1445,1927,1,0.0785,0.001308333,20.22194017,"",8.185,2.85666666666667,0.861666666666667,0.24,0.455,7.68333333333333,2.46333333333333,0.830833333333333,0.188333333333333,0.2455,18.0199639596667,76.9097920066667,74.973808744663,29.7122717235865,9.74776274727992,8964.96308252047,72.5672166188833,25.2487839881988,12.503809894093,8463.36486068212,9.602,2.978,1.13
"82","MIAL",2,"MIAL2","","6/17/2019","10:52",6,5.2,5.7,5.633333333,35,22.5,27.5,28.33333333,150,18.2,0.878666667,23.3,7.122,561.8,390.5,486.9,403.4,249.8,593.8,0.114,0.123,394,710,1002,1,0.1185,0.001975,32.31599807,"",11.565,4.92333333333333,0.695,0.365,1.035,9.10333333333333,3.45833333333333,1.98666666666667,0.281666666666667,0.547166666666667,38.4036507916667,71.0349275,105.393338752896,50.4144671301241,13.5663422044555,29708.3431800161,89.2023908225331,36.6677965390639,23.2490891886708,25226.351550851,9.242,4.37,1.598
"83","TAOC",3,"TAOC3","","6/17/2019","11:11",5,5.3,4.8,5.033333333,47.5,22.5,27.5,32.5,150,8.3,0.944666667,38.84,18.71,561.8,529.1,577,557.8,578.6,647.5,0.163,0.176,262,483,688,1,0.1695,0.002825,49.69622103,"",13.9466666666667,5.84,2.48166666666667,0.448333333333333,2.665,12.88,2.76333333333333,2.11833333333333,0.305,0.893333333333333,57.3762173866667,67.1356406766667,125.610553484158,52.839695232477,30.4849496750568,73211.5143023739,119.571580146722,31.7209116343033,22.4230524020337,36907.6249407541,NA,NA,NA
"84","GOPO",3,"GOPO3","","6/17/2019","11:27",7.4,7.6,7.4,7.466666667,67.5,55,65,62.5,150,7.3,0.951333333,52.15,21.19,464.3,659.6,524.3,597.8,609.7,639.5,0.313,0.158,144,259,487,1,0.2355,0.003925,69.53423763,"",13.94,4.806,2.25,0.385,1.52,12.066,1.804,1.77,0.308,0.6194,41.9826938125,69.77626725,123.328935581153,46.1993778364971,19.9875764750463,44481.6912145582,113.153551611924,25.3528049976528,20.6733223112646,26517.3002415339,10.714,3.342,1.414
"85","TACA",3,"TACA3","","6/17/2019","11:48",6.5,6.5,6.4,6.466666667,47.5,60,62.5,56.66666667,150,28.1,0.812666667,39.94,19.5,593,572.2,607.5,473.2,436.4,639.5,0.238,0.273,180,331,463,1,0.2555,0.004258333,64.44339666,"",11.48,2.21,1.88333333333333,0.201666666666667,0.451666666666667,10.14,1.71166666666667,1.32283333333333,0.145,0.151,17.6353948375,111.975204425,106.849378466051,21.1117638331051,17.6533490456738,14323.0608506867,97.264017313024,20.7513677448339,15.4390497009905,12606.3415473279,8.688,1.428,1.11
"86","STRO",3,"STRO3","","6/17/2019","12:03",3.5,3.8,3.1,3.466666667,0,0,0,0,150,147.3,0.018,0,0.177,38.57,31.07,27.75,29.43,29.43,51,0,0,0,0,0,1,0,0,0,"",1.65,0.93,0.1325,0.165,0.0875,1.475,0.755,0.185,0.12,0.01,1.07806236,109.072588755,15.0991116920043,8.69075370554581,2.40540785745775,183.340789147595,13.2399393876558,7.17212892383592,2.1960111428325,105.930494570764,1.038,0.542,0.186
"87","MYTO",2,"MYTO2","","6/19/2019","8:40",5.5,6,5.9,5.8,27.5,30,32.5,30,150,14.7,0.902,15.54,11.37,442.9,444.5,321.7,436.5,390.7,620.3,0.138,0.189,294,554,744,1,0.1635,0.002725,45.7719449,"",9.405,4.10166666666667,1.56333333333333,0.298333333333333,1.04166666666667,8.64,3.31,1.77166666666667,0.238333333333333,0.392,26.72072314,69.329943735,86.5264478415526,39.5069633066057,16.4944935143163,19061.6657746503,78.7915313993854,35.9941475984009,19.7875572353207,21572.4892830296,9.396,3.468,1.822
