"","IndLeafCode","Species","FreshL","FreshW","FreshH","FreshTH","Petole","DryL","DryW","DryH","DryTH","DryWeight","Areacm2","SLAcm2g.1","Comments","freshL3D","freshW3D","freshH3D","freshHull","dryL3D","dryW3D","dryH3D","dryHull","Ind","particle_volume","volume_ratio","hull_specific_vol","prismatic_volume","rectangular_volume","S1","C1","C1H","C1Hfresh","C1H_new","S2","C2","C2H","C2Hfresh","C2H_new","S3","C3","C3H","C3Hfresh","IndCode"
"34","ANCR1-2","ANCR",10.67,4,2.44,0.25,0.47,9.82,3.68,2.17,0.24,0.66,44.09331683,66.8080558,"",96.3331809507236,39.7726662915346,25.4749994550678,40371.3803620924,90.8291396438918,41.9925312068181,20.9670061678376,32.3496872327605,"ANCR1",1.10233292075,36623.58222471,49.0146776253947,107.5876930652,104.1392,6.64027987587873,0.326793454577521,0.0479847950513895,0.516620317290002,0.000110486936683115,6.01145573051986,0.360977456588929,0.053004211161404,0.52510440427969,0.000110486936683115,9.82,0.220977596741344,0.0324472982614976,0.321509231150036,"ANCR1"
"35","ANCR2-1","ANCR",8.9,3.9,1.3,0.26,0.33,8.58,3.84,0.79,0.19,0.317,26.18561071,82.60445019,"",82.0107818066021,39.1782896994545,14.5963608096613,15913.700907056,77.812863002044,39.5785634657896,10.6573441444154,14.2912384552919,"ANCR2",0.68082587846,23374.1128393241,45.0827711523404,34.041293923,45.123,5.11718777357251,0.154381671135838,0.0474233178496991,0.491540201937524,0.000106653670165933,5.73996515668867,0.137631497480334,0.0422779608687937,0.426936308150113,0.000106653670165933,8.58,0.0920745920745921,0.028283685580737,0.282618372086973,"ANCR2"
"36","ANCR2-2","ANCR",8.62,2.31,2.54,0.3,0.88,8.28,1.82,1.93,0.21,0.447,27.63600208,61.825508,"",79.623040631216,25.2200199508858,25.1850826575775,19307.9544628164,78.3586561739771,26.121927810474,17.146164969283,13.2739324988604,"ANCR2",0.8290800624,23288.4076441595,29.695598431455,70.1954452832,50.576988,5.25699553737684,0.367129853217079,0.0450397108010411,0.510318305339434,9.13664560668883e-05,3.88195826870923,0.497171753637046,0.0609933292159125,0.601200222209473,9.13664560668883e-05,8.28,0.233091787439614,0.0285958404209923,0.311222860070895,"ANCR2"
"37","ANCR3-1","ANCR",10.62,6.6,1.99,0.2,0.73,10.27,6.74,1.63,0.31,0.912,56.27558637,61.70568681,"",100.097056416304,62.3407238649433,31.8497221555481,73791.6086491402,94.9723311841869,68.6749366431635,16.4298146303695,43.8935629073615,"ANCR3",1.1255117274,65562.7185863299,48.1289066966683,111.9884168763,139.48308,7.50170556407008,0.217283921113486,0.0470226315863675,0.559125086327641,0.000103973051753056,8.31984374853278,0.195917140906337,0.0423986252230853,0.500996586134674,0.000103973051753056,10.27,0.1587147030185,0.0343476082773778,0.394952144172809,"ANCR3"
"38","ANCR3-2","ANCR",10.15,6.71,1.6,0.28,0.75,9.98,6.04,0.92,0.29,0.822,55.17379646,67.12140689,"",100.269663402118,64.6225059125519,26.5385136334711,70283.5146517311,NA,NA,NA,NA,"ANCR3",1.54486630088,45494.8849694602,NA,88.278074336,108.9704,7.42790660011285,0.123857238590752,NA,0.555586122674376,NA,7.76396805763651,0.118496108326348,NA,0.500061641851836,NA,9.98,0.0921843687374749,NA,0.406585401728483,"ANCR3"
"39","ANFA1-1","ANFA",0.66,0.21,0.23,0.23,0,0.475,0.135,0.023,0.23,0.002,0.050394164,25.19708222,"ANFA 3d scans unreliable sf 090619",6.82004033185263,1.9075153734691,1.02879559442776,7.23623370795058,4.27394295727149,1.77892855843011,1.3085827000502,0.00387933296135735,"ANFA1",0.001159065772,6243.16055461137,1.93966648067867,0.01159065772,0.031878,0.224486445025084,0.102456074786297,0.0699942282923908,0.861616629553814,0.0003429151628936,0.253229145242012,0.0908268279230608,0.0620495538403221,0.51954429439681,0.0003429151628936,0.475,0.0484210526315789,0.0330794852244904,0.293062506277319,"ANFA1"
"40","ANFA1-2","ANFA",0.71,0.18,0.34,0.15,0,NA,NA,NA,NA,NA,0.124372511,NA,"ANFA 3d scans unreliable sf 090620",6.6985492688669,2.08387965603972,1.30033873617332,9.16534249477489,NA,NA,NA,NA,"ANFA1",0.001865587665,4912.84471200387,NA,0.04228665374,0.043452,0.352664870663354,NA,NA,0.593408867142423,NA,NA,NA,NA,0.58539742252914,NA,NA,NA,NA,0.294752762508831,"ANFA1"
"41","ANFA2-1","ANFA",0.52,0.13,0.02,0.03,0,0.51,0.126,0.018,0.01,0,0.046523204,NA,"ANFA 3d scans unreliable sf 090621",2.98772473974249,1.11002559874875,0.437568328863197,0.718726519935501,1.459894517229,0.382911154492178,5.54571863139314e-05,6.97764846485949e-09,"ANFA2",0.000139569612,5149.59173158338,Inf,0.00093046408,0.001352,0.215692382804771,0.0834521820656609,0.000885934376457655,0.415291537779067,6.9535192479152e-10,0.253495562091331,0.0710071602496726,0.000753817128356527,0.34452008208548,6.9535192479152e-10,0.51,0.0352941176470588,0.00037468489542512,0.17226004104274,"ANFA2"
"42","ANFA2-2","ANFA",0.5,0.16,0.03,0.02,0,0.5,0.159,0.026,0.021,0.001,0.054050071,54.05007111,"ANFA 3d scans unreliable sf 090622",1.99818928608816,0.741454237933696,0.262977366835598,0.107758710635564,2.32652021645415,1.50748303003164,0.995343862060192,0.000945400585938812,"ANFA2",0.000108100142,996.841527142157,0.945400585938812,0.00162150213,0.0024,0.232486711448203,0.111834348888335,0.0422156831247477,0.204684989204175,7.52352665500714e-05,0.281957443597434,0.0922124972771481,0.0348087470789557,0.168243825716951,7.52352665500714e-05,0.5,0.052,0.019629170682424,0.0951730800457789,"ANFA2"
"43","ANFA3-1","ANFA",0.43,0.1,0.02,0.01,0,0.42,0.095,0.024,0.013,0,0.046379836,NA,"ANFA 3d scans unreliable sf 090623",3.0864481335558,1.60598150899045,0.715226010760843,1.15254577532029,1.63059686321137,0.806072490952821,0.324527257489905,0.000123141537873952,"ANFA3",4.6379836e-05,24850.1477090236,Inf,0.00092759672,0.00086,0.215359782689341,0.111441420028828,0.0231013265971633,0.486842095863568,1.23285147784975e-05,0.199749843554382,0.120150281837222,0.0249066361568694,0.505613312249335,1.23285147784975e-05,0.42,0.0571428571428571,0.0118454682757156,0.243828390626049,"ANFA3"
"44","ANFA3-2","ANFA",0.46,0.13,0.02,0.02,0,0.45,0.153,0.023,0.012,0.002,0.06258052,31.29026,"ANFA 3d scans unreliable sf 090624",1.39794911185223,0.343180316557133,3.89171486642678e-05,3.57194697996516e-06,0.978091471897461,0.712566626020295,0.0654451709841788,8.34597209062863e-06,"ANFA3",0.00012516104,0.028538808721669,0.00417298604531431,0.0012516104,0.001196,0.250160988165621,0.0919407944806033,0.00810847892524703,0.00611057507426657,5.33111654445753e-07,0.262392835268039,0.0876548324061712,0.0077304896621428,0.00625102269921116,5.33111654445753e-07,0.45,0.0511111111111111,0.00450761133435536,0.00332310325834508,"ANFA3"
"45","ASTO1-1","ASTO",15.3,6.25,3.3,0.43,0,14.87,5.69,1.82,0.31,1.197,63.0076876,52.63800134,"",147.656460703882,53.4591486557836,36.2710693056612,108313.130370855,135.788101534895,59.6465547758612,20.9975282004317,73.5921308521519,"ASTO1",2.7093305668,39977.8202402168,61.4804769023825,207.92536908,315.5625,7.93773819170171,0.229284458122172,0.0527934879010899,0.600523856989065,0.000147143494647585,9.19838572794161,0.197860804474795,0.0455580900366743,0.487462612588515,0.000147143494647585,14.87,0.122394082044385,0.0281816331664844,0.311555631022883,"ASTO1"
"46","ASTO1-2","ASTO",16.1,7.4,3.75,0.43,0,15.37,5.47,3.69,0.43,1.459,64.36904689,44.1186065,"",153.0919127476,64.3541712955731,43.8654967952242,169651.731297679,149.126214791335,73.2215522536358,35.9130911238324,131.504779575497,"ASTO1",2.76786901627,61293.2657941678,90.1335021079486,241.3839258375,446.775,8.0230322752685,0.459925857630494,0.0633833671286146,0.689997566982924,0.00025463958614117,9.16918207911698,0.402435022901776,0.055460432108361,0.507174372773027,0.00025463958614117,15.37,0.240078074170462,0.0330856734019563,0.34384302793545,"ASTO1"
"47","ASTO2-1","ASTO",16.8,7.5,0.86,0.41,0,14.33,6.26,3.37,0.34,1.051,82.30843753,78.31440298,"",159.866076347026,76.3646839444274,14.3292337321134,73120.626662019,133.837535245542,60.7460668257115,37.7630210796894,111.461949822418,"ASTO2",3.37464593873,21667.6439512753,106.053234845307,70.7852562758,108.36,9.07239976687536,0.371456294541204,0.0530460886290727,0.460918835695551,0.00014926572671681,9.47131458668753,0.355811220201336,0.0508118823112982,0.372530094310086,0.00014926572671681,14.33,0.235170969993022,0.0335837628829064,0.248907139137665,"ASTO2"
