"","Species","FreshL","FreshW","FreshH","FreshTH","Petole","DryL","DryW","DryH","DryTH","DryWeight","Areacm2","SLAcm2g.1","freshL3D","freshW3D","freshH3D","freshHull","dryL3D","dryW3D","dryH3D","dryHull","particle_volume","volume_ratio","hull_specific_vol","prismatic_volume","rectangular_volume","S1","C1","C1H","C1Hfresh","C1H_new","S2","C2","C2H","C2Hfresh","C2H_new","S3","C3","C3H","C3Hfresh"
"11","BARU",10.5883333333333,9.61666666666667,2.75666666666667,0.31,1.37666666666667,10.4,9.28333333333333,2.41,0.251666666666667,1.09,78.5489707383333,77.6469499216667,111.033580580525,91.7646277657585,24.6066345752889,100807.775951174,106.697122657547,92.9258615198313,24.7421494597732,99.2788373715264,2.47464236250333,44449.4165608207,97.2645310219163,215.373802822133,286.702177333333,8.82099920027119,0.275119981273975,0.0518781499355326,0.528933865048211,0.000144522596204692,9.7971250622926,0.250564692784583,0.0468690930576049,0.463790936733126,0.000144522596204692,10.4,0.236815581380803,0.0442669048344666,0.442412382673567
"12","BYIN",7.865,2.85333333333333,0.498333333333333,0.293333333333333,0.413333333333333,7.44,2.65333333333333,1.06,0.18,0.252833333333333,15.97333723,62.2746044783333,74.608494942817,29.4832760450233,7.05743556661832,6215.97989045569,71.8231653509608,29.0350185362935,10.7269121859985,8.70346484025716,0.473971214576667,13409.9684782562,32.0383720244252,7.73370018385,11.0592276666667,3.94195288986614,0.269302775013232,0.0506822041489628,0.463073714475974,0.000131924057596646,4.42438836697706,0.240693478421181,0.0450542351854063,0.387967743319091,0.000131924057596646,7.44,0.14363419573508,0.0268438581937572,0.233847290630802
"13","BYLA",11.6266666666667,4.17666666666667,1.50333333333333,0.235,0.955,10.605,3.78333333333333,1.58666666666667,0.185,0.416333333333333,34.12057692,82.4211148066667,107.715781125335,42.4503595977109,15.0211365379968,26100.6525046619,98.207484819395,39.6614997077327,17.9199219787495,26.2907320007973,0.78968339076,32748.9196931269,62.9436237866168,51.8527636779167,73.4198851666667,5.82151401300886,0.272592118714848,0.0506444926960969,0.504326236776985,0.000130488195262473,6.29870521538663,0.254069325483228,0.0469457253509859,0.4234906819373,0.000130488195262473,10.605,0.150602481588784,0.0281028959005402,0.255793763358438
"14","CAAD",8.31666666666667,3.28333333333333,1.235,0.27,0.7075,7.41166666666667,3.58333333333333,1.13783333333333,0.268333333333333,0.252,18.03453382,74.4859943025,80.964501999067,32.0885689004953,15.2299998888963,13619.0198435419,67.8386940824126,22.113247529524,13.8526525571876,8.44265410773168,0.4871728786075,23828.1973059175,34.0816190032652,21.8538840663,34.90472,4.24500541905854,0.27007450360047,0.0481637318323081,0.530356150833197,0.000114068557834484,4.60423967431242,0.28403043849786,0.0501931788497246,0.460845110626737,0.000114068557834484,7.41166666666667,0.15418175218673,0.0271239684018445,0.288639219603011
"15","CABR",14.4733333333333,10.115,3.50333333333333,0.376666666666667,0.605,13.2233333333333,8.26166666666667,3.02,0.401666666666667,1.41566666666667,94.2381030283333,67.3408028566667,132.432464448896,89.9762506985409,45.6499688833511,214755.785589368,128.056570502499,86.0143918301894,33.5842382006556,164.578647386196,3.47025419406167,58841.5486826317,110.216582290136,346.549631232367,565.134743,9.52452087285849,0.323191352245188,0.0564548218389603,0.602809174222678,0.000189057896797712,10.3993077232312,0.319888957318172,0.053094401343182,0.471463731970711,0.000189057896797712,13.2233333333333,0.24568870935818,0.0411668255244572,0.399550752473802
"16","CAGU",11.18,4.56666666666667,1.67,0.21,0.793333333333333,10.5283333333333,2.61166666666667,1.84666666666667,0.275,0.3365,38.9581180216667,122.787976608333,101.905656940195,46.2126849015416,18.6853537208013,36413.4726826855,98.6230977105165,28.6021166982106,18.7219287179941,22.3917367796508,0.783033583283333,42615.5715938951,64.3211842418204,72.334089979,96.7587288333333,6.11805039837358,0.298334218056512,0.0440550817784317,0.510519662805106,8.59396278046237e-05,5.20513133133586,0.353401425606359,0.052053413451593,0.437001520908084,8.59396278046237e-05,10.5283333333333,0.173273900630897,0.0255228073128402,0.279039938417555
"17","CASYf",8.81666666666667,2.65333333333333,1.15,0.15,0.465,8.1,1.31333333333333,1.07333333333333,0.145,0.1478,16.5521711975,114.012500125,84.0589503800259,26.6553892948056,13.5701516238774,12347.6618508013,79.0348289323628,17.4495660475081,13.6514184854797,7.75233945058215,0.2437108566775,42587.5041685262,55.0385003233158,20.397360818975,27.652084,4.03493738039509,0.249060202866753,0.0483331185588835,0.535823689565838,0.000121350459567298,3.24715322350514,0.330746439431514,0.0614427026652806,0.468029561264166,0.000121350459567298,8.1,0.135065292737822,0.0248998960313473,0.257502511764311
"18","CASYs",7.4,1.52666666666667,1.49,0.166666666666667,0.433333333333333,7.34666666666667,1.285,0.926666666666667,0.203333333333333,0.1295,11.4630236688333,88.50352486,64.3649089960279,16.5789690938273,13.673182947549,5485.9455159773,62.3261120330646,16.177381249362,9.76753546031879,4.51182809372463,0.189781579820167,32177.3117307882,34.1193203733725,16.861168906035,16.1706495,3.37121195988857,0.276401401254506,0.0481844295323539,0.51537230022049,0.000114329842225561,3.06693145228003,0.304057468756868,0.0534042253386021,0.520912209267377,0.000114329842225561,7.34666666666667,0.126387513310458,0.0221738481213705,0.236046751685639
"19","CHLA",7.39,1.67166666666667,0.643333333333333,0.365,0.776666666666667,7.02333333333333,2.28833333333333,0.781666666666667,0.25,0.1135,8.567115483,76.2402754516667,70.0851053787125,16.7365918662854,7.60979874591459,3365.54496919419,59.4603886423078,13.0278157525222,8.81043533359774,2.81105311561535,0.312121956428667,10000.3717642623,25.5444470599837,6.619086762715,8.869366,2.89514731318455,0.266327576872958,0.0480524474014472,0.494783009048482,0.000118520423305772,3.54880106738538,0.275301784088222,0.0466867196659717,0.408881171839637,0.000118520423305772,7.02333333333333,0.112299674576649,0.0198702486875504,0.193489236729971
"20","COLA",4.6,2.61666666666667,0.555,0.15,0.198333333333333,4.39833333333333,2.59666666666667,0.683333333333333,0.141666666666667,0.121166666666667,10.3618789171667,88.4208474283333,44.6160308347877,26.8117847739548,7.23438703383956,3969.88267109397,43.0325596919012,27.0414768911258,9.10651749711575,5.11046453653135,0.159455881794333,22965.4597686536,41.7445738653436,5.60929093166167,6.73861,3.1519389490305,0.218598615625005,0.0533159643527367,0.475515299019743,0.000153608207351278,3.37288444968219,0.20465765428629,0.0499226076525631,0.437282705867109,0.000153608207351278,4.39833333333333,0.158988892955224,0.0386717605699557,0.331964863243311
"21","CRFL",16.4,6.38833333333333,2.12,0.261666666666667,3.55833333333333,12.6616666666667,3.92333333333333,2.57833333333333,0.27,0.638666666666667,63.9008041,101.783908776667,133.952425201609,65.7181490423972,32.9766406375602,93200.9928904189,115.965950507089,50.7540556938019,33.3948468788539,63.6334744182681,1.6463038759,57443.6957803096,100.319163381993,139.711078168117,221.887431333333,7.95519654996634,0.320443521094251,0.0490456157394281,0.554132717993109,0.000120976235618317,6.98155204515041,0.381309396489455,0.0574896960379694,0.435387555095407,0.000120976235618317,12.6616666666667,0.201607496426637,0.030871930310539,0.272759108980743
"22","CUVE",13.21,4.305,1.4125,0.21,0.355,11.9,3.035,2.61,0.2075,0.357,44.5408786575,124.678639925,119.772239652809,45.2411836467662,12.4508860268289,33454.6081889739,110.79517872934,40.0963437622259,26.3295116164766,44.3482340921274,0.93728070603,34797.2340996713,119.744098087189,64.338818271925,82.6968985,6.62909091934524,0.391638986348977,0.0516624485273793,0.473142223466429,0.000142011430837225,5.97428073070837,0.447313171110159,0.0582996800924658,0.41592403380536,0.000142011430837225,11.9,0.218800944558732,0.0288725575725894,0.237970063756387
"23","DAFA",10.4833333333333,1.67166666666667,0.806666666666667,0.215,0.545,8.6,1.57666666666667,1.84666666666667,0.145,0.123,12.945900035,106.090398433333,99.4560302103991,18.4066611831232,8.77738077678265,5710.62614849267,81.5587444418935,26.8382639639137,14.7744844664026,12.5172134036696,0.275365279636667,20130.5659602039,99.5588906581318,10.9216304873,14.3070513333333,3.59008044328951,0.515215377262457,0.0628455611472749,0.482002053420388,0.000256712750464134,3.65684231774155,0.515209330451678,0.0621721218066526,0.416957620838908,0.000256712750464134,8.6,0.224950292461459,0.0268246052518672,0.166838771808063
"24","DARA",8.76333333333333,1.97166666666667,0.661666666666667,0.261666666666667,0.416666666666667,8.18,1.77833333333333,1.38333333333333,0.138333333333333,0.1015,12.1857534066,119.852413234,82.8103626842894,21.3986742168184,7.5233327152203,4980.65290910209,75.854578148198,20.3938998688117,14.3336919648364,7.31881658843931,0.3164849584322,15330.3665835944,72.9237153110483,7.7424929026,11.3853863333333,3.47770487787259,0.36148006427435,0.054860566074187,0.484955389219437,0.000165438345869128,3.80431273829828,0.369274945436476,0.0507666261035142,0.40984494492032,0.000165438345869128,8.18,0.171937441065398,0.0236894905500049,0.194045635487282
"25","DIBU",16.7714285714286,8.89857142857143,4.25571428571429,0.478571428571429,1.08142857142857,15.36125,6.66875,3.5925,0.41,1.55257142857143,84.93343229,45.9833775166667,147.847888280013,97.3515341880219,45.8098496746614,238835.550174006,143.958718568657,77.8083185335568,40.4473613783534,181.717627947889,4.049022583255,60509.631289691,78.5225151221617,422.50415306305,727.758122857143,9.06055058661137,0.377344706946815,0.0616255959554348,0.662785540329441,0.000242797693579425,9.96584600446307,0.363287482475713,0.0543922193037706,0.484500062794867,0.000242797693579425,15.36125,0.230819650167099,0.0347124838820481,0.354563759458519
"26","DUFU",11.24,3.97833333333333,1.16,0.343333333333333,0.426666666666667,10.054972996,3.6702923945,1.94808136416667,0.313333333333333,0.629833333333333,32.9838408433333,52.935557835,105.685161545415,39.2114225764775,15.5917033471696,23916.8571277001,97.355933197711,39.1927244136739,20.7352410175611,27.9568492236042,1.12909821974333,21740.0860584505,45.3604077563599,39.9513155590667,53.947415,5.70714628222091,0.345875669282562,0.0531298457213715,0.495274181562661,0.000151866153881926,6.04855257654205,0.325709518322874,0.0501677589515995,0.423064094321542,0.000151866153881926,10.054972996,0.2017013034168,0.0306292856796814,0.251029314419063
"27","ERDE",8.185,2.85666666666667,0.861666666666667,0.24,0.455,7.68333333333333,2.46333333333333,0.830833333333333,0.188333333333333,0.2455,18.0199639596667,76.9097920066667,74.973808744663,29.7122717235865,9.74776274727992,8964.96308252047,72.5672166188833,25.2487839881988,12.503809894093,8.46336486068212,0.432770520351667,20159.5050017991,36.074217791363,15.5696172472667,20.1095863333333,4.19271940617648,0.207777668391242,0.0478632382065406,0.487121808620371,0.000111301863021495,4.30121816496956,0.218392078523478,0.0482851965609494,0.425986231500677,0.000111301863021495,7.68333333333333,0.121224869869936,0.026754414169373,0.256383679362425
"28","ERGR",10.29,4.725,2.34666666666667,0.366666666666667,0.548333333333333,9.345,4.625,2.47333333333333,0.308333333333333,0.632833333333333,40.18714782,64.5870670983333,101.43683955701,49.4711607895878,22.8397466650072,40895.7273481211,89.7001220567942,49.535047818758,26.8594119874348,44.288353757211,1.473178260275,27209.3371643337,69.5788564192637,96.7745905576833,116.1806945,6.3299781620781,0.389864072064237,0.0552767780093969,0.535116493805322,0.000171675719730472,6.53196795633002,0.389249794941865,0.0540837869252707,0.487496959645921,0.000171675719730472,9.345,0.289489349837192,0.0391146962562852,0.332946084532612
"29","ERSU",9.146,4.442,2.934,0.298,0.52,9.55166666666667,3.90166666666667,2.59166666666667,0.246666666666667,0.516333333333333,31.868796478,64.878055494,90.708031800451,47.1087043362675,32.7879866276485,52405.0512678418,89.5245605214358,42.2962400444416,27.2793157437962,40.0434634534072,0.95632425224,48925.3166064923,75.1572450061739,88.91181070765,121.0569844,5.61837009011163,0.438728391564227,0.0581641523305538,0.653826661570768,0.000199289741554611,6.07534934491724,0.431010638830515,0.0554634461665458,0.572134580461305,0.000199289741554611,9.55166666666667,0.2755706832771,0.0356261049506686,0.401196514546609
"30","ERTO",13.91,3.93833333333333,2.04166666666667,0.238333333333333,0.353333333333333,13.25,2.38833333333333,1.795,0.2,0.558666666666667,41.5663326366667,74.92175931,132.892132821627,40.2433081151967,21.3834005471493,43718.9876590174,127.293850360363,29.3525409874327,21.6102624063742,32.0473145385275,1.014041878695,43846.7406293913,55.6747630499523,82.3183792076333,110.529225666667,6.39295063550706,0.284144177348501,0.0486597652327677,0.541136699252637,0.000116037714363864,5.58364952055285,0.33193985237415,0.0561851172512425,0.469667906377341,0.000116037714363864,13.25,0.138163730524284,0.0235669433248085,0.249883541469741
"31","FAMO",16.3466666666667,5.43,1.95,0.19,1.14333333333333,12.9766666666667,4.73166666666667,3.24166666666667,0.171666666666667,0.5115,60.5148968916667,125.093088181667,147.826266336719,57.0935091552308,18.7348229802264,53138.0260584381,113.891875808866,54.0259826389351,36.5292248772978,72.7809708340925,1.15179928542,46785.6716461107,149.852130900442,121.1175241931,178.352747333333,7.75938028947501,0.413480155038854,0.0534089318532982,0.48038638409258,0.000155391480668868,7.82454991170107,0.418244669603324,0.0532925988285272,0.396475413439468,0.000155391480668868,12.9766666666667,0.254365262071511,0.0322040844953572,0.229121544428239
"32","GOBA",12.2433333333333,6.00833333333333,3.664,0.742,3.335,11.2833333333333,2.68166666666667,1.98,0.285,0.507333333333333,45.5027285883333,90.4354930233333,115.711274317952,50.0995565719176,35.3973370729674,74970.654302442,108.111910745413,33.6686459151831,24.5176436056683,33.0868602418987,3.489267888758,24635.4711520761,63.9607955793741,182.19702413458,298.6228518,6.69739866278656,0.294961909270857,0.0472259943414457,0.606909009567107,0.000107468138941752,5.36638339408559,0.38020634696993,0.060901326136906,0.477656182448471,0.000107468138941752,11.2833333333333,0.175099708050095,0.028120110331339,0.33493389417139
"33","GOPO",13.94,4.806,2.25,0.385,1.52,12.066,1.804,1.77,0.308,0.6194,41.9826938125,69.77626725,123.328935581153,46.1993778364971,19.9875764750463,44481.6912145582,113.153551611924,25.3528049976528,20.6733223112646,26.5173002415339,1.6096363506175,25735.6046543091,44.1508337939329,99.191149465025,155.6086475,6.44839915675789,0.286739281142329,0.0458010456777142,0.533835537248649,0.000100771714215285,4.6364974256694,0.379850954512661,0.0629298271612289,0.427016886531754,0.000100771714215285,12.066,0.146014839347464,0.0240620131569504,0.252337239031621
"34","GUNI",12.38,3.36833333333333,1.035,0.176666666666667,0.491666666666667,9.58166666666667,2.9,1.95,0.146666666666667,0.216166666666667,27.9657146783333,131.231252216667,116.468973483023,33.8646631305154,12.3252416042522,19059.286462703,80.7406103495082,31.3393201537011,24.9394424990826,21.0737182360728,0.486744080278333,38863.8848493128,98.7014124409209,29.0900322622833,43.820154,5.26734852387631,0.368842248092867,0.0520876972189128,0.501944648874114,0.000143604161588318,5.18150405510853,0.39530150896761,0.054076059235057,0.410187452841229,0.000143604161588318,9.58166666666667,0.235453274256725,0.031404276009372,0.21403806987539
"35","GUVI",17.3666666666667,7.16,1.14333333333333,0.201666666666667,4.83166666666667,15.6416666666667,5.73666666666667,1.84333333333333,0.18,0.534,66.5129613583333,134.138829666667,166.182587378994,75.1405922736181,21.1378476661328,73461.2566557971,139.014486831881,60.2937991494457,22.3716123333525,61.4780649676163,1.33218354829167,55037.6126652692,126.385857453626,77.7637291793667,140.746718333333,8.13530893048583,0.226604270415495,0.0480762673668103,0.509788701340763,0.000113651004166939,9.32746641323327,0.2057281010061,0.0423188845175719,0.374924374880866,0.000113651004166939,15.6416666666667,0.116797166085515,0.0251873480363055,0.243023260503082
"36","HEAP",8.025,1.77,0.32,0.18,0,6.455,1.35,1.06,0.195,0.084,9.630339163,116.0605535,71.3297648887774,18.5549451080343,5.9976344849559,3052.91637346175,59.2678945736437,17.9233855459442,18.6935604144715,5.33578605468641,0.175170832468,17788.0720942741,62.0247561195819,3.13645035818,4.644315,3.09978732594619,0.341656916305176,0.0556215743420474,0.467663843751777,0.000173763005732351,2.94842766991775,0.359853841540659,0.0587181221102448,0.385266657890611,0.000173763005732351,6.455,0.165497097154971,0.0270549589137187,0.180496730714319
"37","JACA",3.865,0.968333333333333,0.635,0.12,0,3.69833333333333,0.876666666666667,0.203333333333333,0.116666666666667,0.021,2.52623150666667,120.323522866667,34.4160204659141,9.84117270232649,4.14925751555164,604.215906027946,32.0793852522206,8.95918966781609,2.4027636152293,0.290709629309771,0.0301085060911667,20508.5092357982,13.9627200009449,1.59132991169667,2.39563666666667,1.58534882805098,0.129815821596826,0.0418008695857612,0.533967244559199,7.35780229621797e-05,1.79923881323382,0.115863716455667,0.0369491671337096,0.440008494703025,7.35780229621797e-05,3.69833333333333,0.0566426292473631,0.0180601815665132,0.220828345291934
"38","KICO",16.38,5.55666666666667,1.06666666666667,0.371666666666667,0.721666666666667,13.61,4.26857142857143,2.87285714285714,0.275714285714286,1.04242857142857,59.9632402875,59.6102985285714,160.357672129629,56.8240118711691,21.1606725958844,62902.3204619661,127.790450257287,46.5813314129494,37.050000846099,65.4942719399164,2.12632855498333,26404.5957512833,66.9557339366958,65.9665718907667,110.376494,7.6963066272913,0.385143106287189,0.0530995446080417,0.496871121108395,0.000152206066431274,7.54925489564023,0.387710963227992,0.0532271475410737,0.385876061723624,0.000152206066431274,13.61,0.228047116824692,0.0307166498822232,0.225613790190447
"39","LAHA",11.7883333333333,3.63833333333333,1.06333333333333,0.215,0.616666666666667,9.52833333333333,1.54,1.39833333333333,0.161666666666667,0.234166666666667,31.1042508133333,135.538619583333,106.435754201285,36.8179690124639,13.0111496275806,19582.9585117968,88.4037186282231,24.8357415771811,17.3427684376549,14.4075979817718,0.668141793926667,28216.6031882269,60.6628024071332,31.9617633156667,43.9566686666667,5.54489668753032,0.250620671712669,0.0430919248228924,0.475786489273128,8.12140889851124e-05,3.73058293940042,0.37440322803577,0.0658748471651613,0.404285889344944,8.12140889851124e-05,9.52833333333333,0.148697431973407,0.0256644022722193,0.22642544188563
"40","LEEL",6.35,3.00666666666667,1.14333333333333,0.28,0.738333333333333,5.98166666666667,2.64166666666667,1.24666666666667,0.256666666666667,0.216833333333333,12.8358046736667,61.6492765233333,63.8054480720763,30.5539622302366,10.0552613700709,7359.85418568619,59.8582196380268,29.1721605174526,13.67281393085,9.79179852564633,0.360374153771,19179.7675844086,42.3595589493581,15.85899062283,24.478118,3.511931333798,0.353111460896589,0.0584065283694604,0.532109924859438,0.000200447804331528,3.93820094039407,0.337343991921456,0.0530348000618269,0.428141429593157,0.000200447804331528,5.98166666666667,0.206477802577965,0.03429340091777,0.29487792434607
"41","LUCA",12.3716666666667,6.29166666666667,1.37833333333333,0.18,0.786666666666667,10.2566666666667,5.01666666666667,2.61333333333333,0.195,0.287,50.24317311,183.079877733333,112.677089402873,63.4573495211109,16.7735622525252,43144.1576548568,94.6975901252436,51.5741058678642,25.8094270814611,46.005187271888,0.909068456653333,46070.9512229031,164.548117781457,73.24173870085,113.753481,7.05203614318237,0.371937836399896,0.0502870637991355,0.487995806561192,0.000127679195055939,7.14225550789623,0.371767166369903,0.0498308368221316,0.390572273219822,0.000127679195055939,10.2566666666667,0.258793572104383,0.0349035232830918,0.279877038205291
"42","LUGR",12.4483333333333,9.24166666666667,2.74666666666667,0.256666666666667,0.751666666666667,11.7183333333333,8.29666666666667,2.335,0.19,0.783833333333333,88.83620226,114.145953695,120.156517503101,91.6549476934429,30.2763630585811,120786.936900567,113.500768969135,82.2162929355346,24.4465273204166,93.33997898406,2.23734725778333,56484.7232225929,119.077421361378,245.143310084133,317.923065333333,9.3967763192493,0.248003536691853,0.0479318527622734,0.525837282827051,0.000110667223948612,9.84250810470575,0.237180279536165,0.0457523196545106,0.460897623100487,0.000110667223948612,11.7183333333333,0.199835134398285,0.0386104511591353,0.397739815329621
"43","MAAC",6.91833333333333,2.415,1.40833333333333,0.211666666666667,0.446666666666667,6.46571428571429,1.94428571428571,1.06571428571429,0.215714285714286,0.125571428571429,11.8182678815,96.08414184,65.3053777528232,23.3755910660059,13.2968684610074,7410.8904941668,65.933505799257,21.793608023486,12.2911792316637,7.3932336272196,0.256999880282167,28916.1835527843,58.0251454979582,17.581693989435,25.3632911666667,3.39822999052177,0.319555924623551,0.0570620557953121,0.564014226212371,0.000187503149519747,3.51897130470977,0.306701628602165,0.0546121365022795,0.469987465524443,0.000187503149519747,6.46571428571429,0.168447016726455,0.029711255181388,0.2772078338449
"44","MABR",7.065,2.12,0.6,0.2475,0.32,5.33253802325,2.28074322225,0.75400828875,0.235,0.11225,9.24033994225,83.982559405,54.3540852885728,22.9142122344507,7.73745583023872,4098.21501779484,49.2447878671871,23.1387823766356,8.29270713174142,3.4304415762047,0.2324260942865,18221.2287646213,35.1074945282097,5.7174335472025,9.1748945,3.0219220645753,0.269727677153803,0.0502058258456557,0.524149963553096,0.000141208682463997,3.47455067670773,0.236540673145106,0.0440293279260669,0.418108361833573,0.000141208682463997,5.33253802325,0.149795535875882,0.0286852304785782,0.233069417604066
"45","MAEL",8.34166666666667,2.38666666666667,1.835,0.218,0.243333333333333,8.185,1.07,0.981666666666667,0.173333333333333,0.199,15.9490003575,87.100196275,76.4001540986458,22.9848398227003,18.6988788904242,12434.2637628379,77.854092972213,15.1900318644907,12.2520124688545,5.96329917888526,0.34360083604,29835.5668802876,32.5724379236798,27.142201446125,38.8507246666667,3.98620966239743,0.248586963984746,0.0443188668592867,0.539780619090533,8.75383441461745e-05,2.95492290273973,0.341664442174329,0.0613122592672087,0.503272865245102,8.75383441461745e-05,8.185,0.12340105925078,0.0221847357852869,0.26997365801236
