"","filename","Species","IndCode","IndLeafCode","Dry","length","width","height","hull_volume"
"209","casys2-1dry.xyz","CASYs","CASYs2","CASYs2-1","Yes",54.8565170509046,20.8972065803385,12.7783818872392,5942.79741432459
"210","casys2-2.xyz","CASYs","CASYs2","CASYs2-2","No",48.4867010358048,16.0453811045717,12.4135401899718,3436.49090534453
"211","casys2-2dry.xyz","CASYs","CASYs2","CASYs2-2","Yes",56.6004623220803,13.985490877381,7.13406960145027,2943.0019131542
"212","casys3-1.xyz","CASYs","CASYs3","CASYs3-1","No",48.3743167165557,12.6560274811763,12.2498349813365,3019.87145927709
"213","casys3-1dry.xyz","CASYs","CASYs3","CASYs3-1","Yes",47.7757886710365,12.8129856673791,9.07673577597183,2386.3608552963
"214","casys3-2.xyz","CASYs","CASYs3","CASYs3-2","No",61.2730943481936,16.5814994381035,15.0352263339424,5143.23469540993
"215","casys3-2dry.xyz","CASYs","CASYs3","CASYs3-2","Yes",61.9201819324271,14.7870394035853,8.7195867644225,3625.45667109979
"216","chla1-1.xyz","CHLA","CHLA1","CHLA1-1","No",82.1978164862128,14.4798995674226,11.6973093308621,5498.67395272733
"217","chla1-1dry.xyz","CHLA","CHLA1","CHLA1-1","Yes",71.2695096143804,10.0310865019678,7.40654287101325,2166.38456211082
"218","chla1-2.xyz","CHLA","CHLA1","CHLA1-2","No",62.8644113112411,14.693700570336,4.80622308898146,1598.6307526347
"219","chla1-2dry.xyz","CHLA","CHLA1","CHLA1-2","Yes",56.9269841749841,13.337031671472,6.79885596338529,2060.19089317372
"220","chla2-1.xyz","CHLA","CHLA2","CHLA2-1","No",68.8232976997914,16.3151741587411,4.96232106781401,2185.89208876814
"221","chla2-1dry.xyz","CHLA","CHLA2","CHLA2-1","Yes",57.4990972321922,14.7728193318846,13.7151064171212,4465.01691997948
"222","chla2-2.xyz","CHLA","CHLA2","CHLA2-2","No",64.1552085024204,13.1531438296937,3.53241083753965,1185.56151763111
"223","chla2-2dry.xyz","CHLA","CHLA2","CHLA2-2","Yes",46.1029204095342,10.1864194675822,4.92821181703503,1000.04799631547
"224","chla3-1.xyz","CHLA","CHLA3","CHLA3-1","No",74.8860583012407,20.4684765049889,6.72113822454725,3681.38321100957
"225","chla3-1dry.xyz","CHLA","CHLA3","CHLA3-1","Yes",65.0467321050709,17.5836706461217,8.79728864462319,4000.1700859605
"226","chla3-2.xyz","CHLA","CHLA3","CHLA3-2","No",67.5838399713689,21.30915656653,13.9393899257431,6043.1282923943
"227","chla3-2dry.xyz","CHLA","CHLA3","CHLA3-2","Yes",59.9170883176848,12.2558668961051,11.2166062884085,3174.50823615208
"228","cola1-1.xyz","COLA","COLA1","COLA1-1","No",50.6987144662301,25.0898541408957,10.3046219620857,5627.38089387547
"229","cola1-1dry.xyz","COLA","COLA1","COLA1-1","Yes",50.94873619711,25.7138253073308,8.30276027839984,4971.48636780076
"230","cola1-2.xyz","COLA","COLA1","COLA1-2","No",33.5578187621673,21.3312747882994,8.74826775599645,2415.53375622667
"231","cola1-2dry.xyz","COLA","COLA1","COLA1-2","Yes",34.9991428736122,19.0321575266319,6.56193796848052,2057.71591735651
"232","cola2-1.xyz","COLA","COLA2","COLA2-1","No",38.0288320388609,23.4182133804409,4.65561370365813,1653.81295578677
"233","cola2-1dry.xyz","COLA","COLA2","COLA2-1","Yes",35.8715697681821,24.9547081500341,8.70280275530873,3178.51148863655
"234","cola2-2.xyz","COLA","COLA2","COLA2-2","No",31.0792098422869,22.709364664237,3.64738223094716,1143.1343550544
"235","cola2-2dry.xyz","COLA","COLA2","COLA2-2","Yes",31.8461754902272,23.48598635551,7.76258034234822,3053.30608442055
"236","cola3-1.xyz","COLA","COLA3","COLA3-1","No",64.7023961975885,34.9332127293029,9.12676493672332,8990.77557332886
"237","cola3-1dry.xyz","COLA","COLA3","COLA3-1","Yes",58.71560052322,35.5939827921078,10.3781349881717,8837.20744858563
"238","cola3-2.xyz","COLA","COLA3","COLA3-2","No",49.6292137015922,33.3887889405529,6.92367161362662,3988.65849229165
"239","cola3-2dry.xyz","COLA","COLA3","COLA3-2","Yes",45.814133299056,33.4682012151401,12.9308886499855,8564.55991238812
"240","crfl1-1.xyz","CRFL","CRFL1","CRFL1-1","No",149.800537792775,72.7260779843834,48.7198843613935,150762.994834866
"241","crfl1-1dry.xyz","CRFL","CRFL1","CRFL1-1","Yes",111.265215318273,66.554857443363,34.4979239613477,77964.3111324792
"242","crfl1-2.xyz","CRFL","CRFL1","CRFL1-2","No",152.225309157001,58.0802048981251,39.4977858152785,103718.178362204
"243","crfl1-2dry.xyz","CRFL","CRFL1","CRFL1-2","Yes",121.212376835109,46.1838248821058,53.8077292555191,67258.0856634615
"244","crfl2-1.xyz","CRFL","CRFL2","CRFL2-1","No",127.595009699012,60.5827592467645,31.6760374744793,77558.4246747104
"245","crfl2-1dry.xyz","CRFL","CRFL2","CRFL2-1","Yes",106.943034512511,36.4365162509122,37.1064554701098,56618.354026431
"246","crfl2-2.xyz","CRFL","CRFL2","CRFL2-2","No",91.8494133233106,53.757484494632,21.2090338113528,40414.6681224705
"247","crfl2-2dry.xyz","CRFL","CRFL2","CRFL2-2","Yes",102.606383468943,33.4006418995336,13.5605448598223,20329.9420687355
"248","crfl3-1.xyz","CRFL","CRFL3","CRFL3-1","No",148.291856035948,83.4442185880811,23.7804617252971,93550.6984578436
"249","crfl3-1dry.xyz","CRFL","CRFL3","CRFL3-1","Yes",135.570592628471,64.1517888856767,35.7153071365536,95710.4898689034
"250","crfl3-2dry.xyz","CRFL","CRFL3","CRFL3-2","Yes",118.198100279229,57.7967048012199,25.6811205897712,63919.6637495978
"251","cuve2-1.xyz","CUVE","CUVE2","CUVE2-1","No",127.56607749771,47.5313047982199,13.1357943680898,32462.3963572311
"252","cuve2-1dry.xyz","CUVE","CUVE2","CUVE2-1","Yes",106.947120750846,37.9659195080064,23.9163760404886,30685.5397339696
"253","cuve2-2.xyz","CUVE","CUVE2","CUVE2-2","No",92.5552875561668,35.0519920788051,9.4908621072991,13210.0190625515
"254","cuve2-2dry.xyz","CUVE","CUVE2","CUVE2-2","Yes",87.5534215272421,30.4004787016229,19.7768322240232,17831.1383806102
"255","cuve3-1.xyz","CUVE","CUVE3","CUVE3-1","No",132.25557316157,45.1280651195235,10.8866778194672,37986.5767372258
"256","cuve3-1dry.xyz","CUVE","CUVE3","CUVE3-1","Yes",120.293416679237,44.1885797935206,34.9850826573073,71515.9596302235
"257","cuve3-2.xyz","CUVE","CUVE3","CUVE3-2","No",126.712020395789,53.2533725905163,16.2902098124595,50159.4405988872
"258","cuve3-2dry.xyz","CUVE","CUVE3","CUVE3-2","Yes",128.386755960034,47.8303970457539,26.6397555440872,57360.2986237062
"259","dafa1-1.xyz","DAFA","DAFA1","DAFA1-1","No",123.932256681283,16.7815163396478,11.2606467827715,7178.84993950862
"260","dafa1-1dry.xyz","DAFA","DAFA1","DAFA1-1","Yes",92.4106649525025,31.7787909164339,16.2951777885324,21544.5817895817
"261","dafa1-2.xyz","DAFA","DAFA1","DAFA1-2","No",116.647511452865,18.1678925726051,17.4942247099825,12085.7918253382
"262","dafa1-2dry.xyz","DAFA","DAFA1","DAFA1-2","Yes",101.472854329856,28.7580207376715,14.8785502284905,15298.1433724814
"263","dafa2-1.xyz","DAFA","DAFA2","DAFA2-1","No",101.307072598,17.5175584545483,5.69437940670572,3279.41584474721
"264","dafa2-1dry.xyz","DAFA","DAFA2","DAFA2-1","Yes",79.6562429238569,27.1352234060966,15.566688168392,14457.2669856468
"265","dafa2-2.xyz","DAFA","DAFA2","DAFA2-2","No",80.5233607309665,20.1758448347213,5.73204298378455,4264.40945308481
"266","dafa2-2dry.xyz","DAFA","DAFA2","DAFA2-2","Yes",63.5618284184562,26.233654130915,17.7170584947465,9470.41889902434
"267","dafa3-1.xyz","DAFA","DAFA3","DAFA3-1","No",96.7374227566049,18.5079021328628,5.27855421825153,3796.24828593752
"268","dafa3-1dry.xyz","DAFA","DAFA3","DAFA3-1","Yes",74.770824747892,27.5390264841876,17.4304753760579,9948.94626579111
"269","dafa3-2.xyz","DAFA","DAFA3","DAFA3-2","No",77.5885570426753,19.2892527643541,7.20443655920008,3659.04154233967
"270","dafa3-2dry.xyz","DAFA","DAFA3","DAFA3-2","Yes",77.4800512787972,19.5848681081778,6.75895674219629,4383.9231094925
"271","dara1-1.xyz","DARA","DARA1","DARA1-1","No",86.2209361081042,17.9778365825203,7.98341728450382,4234.02099894526
"272","dara1-1dry.xyz","DARA","DARA1","DARA1-1","Yes",80.9508279350321,18.1609614719401,13.7930215812433,6081.16322712896
"273","dara1-2.xyz","DARA","DARA1","DARA1-2","No",79.4836806458342,20.4919796458693,9.07131384162221,5374.77765820643
"274","dara1-2dry.xyz","DARA","DARA1","DARA1-2","Yes",64.0437382898724,20.6219455381897,19.8111780615979,8235.98514794466
"275","dara2-1.xyz","DARA","DARA2","DARA2-1","No",74.5538485513938,20.7076989206604,6.18856667269491,3832.49309117792
"276","dara2-1dry.xyz","DARA","DARA2","DARA2-1","Yes",71.0066736880384,20.6172161145016,12.3558656877551,5805.83638726688
"277","dara2-2.xyz","DARA","DARA2","DARA2-2","No",85.416507691621,22.5699951841709,10.0346063357652,6593.43857699953
"278","dara2-2dry.xyz","DARA","DARA2","DARA2-2","Yes",76.844542619884,21.0636477892839,14.9935485302984,9101.002943384
"279","dara3-1.xyz","DARA","DARA3","DARA3-1","No",94.4787563713961,26.0029319963896,6.40018325788256,6336.08138826366
"280","dara3-1dry.xyz","DARA","DARA3","DARA3-1","Yes",93.0458942586729,23.743794724572,15.0956932507947,9908.78440261012
"281","dara3-2.xyz","DARA","DARA3","DARA3-2","No",76.708446737387,20.6416029712997,5.46190889885311,3513.10574101973
"282","dara3-2dry.xyz","DARA","DARA3","DARA3-2","Yes",69.2357920976884,18.1558335743826,9.95284467732915,4780.12742230123
"283","dibu1-1.xyz","DIBU","DIBU1","DIBU1-1","No",109.773167477665,157.226013484146,58.3269056995949,231160.184035206
"284","dibu1-1dry.xyz","DIBU","DIBU1","DIBU1-1","Yes",160.322090831453,80.2894197258503,47.6127469785756,199029.590487229
"285","dibu1-2.xyz","DIBU","DIBU1","DIBU1-2","No",163.47724430732,83.9493299106279,35.4831553089519,205229.913903194
"286","dibu1-2dry.xyz","DIBU","DIBU1","DIBU1-2","Yes",146.937846987421,70.6527343666589,36.9843794838706,107719.149479725
"287","dibu1-3.xyz","DIBU","DIBU1","DIBU1-3","No",118.292022060998,91.8872145052081,39.6472852352349,132404.680944185
"288","dibu1-3dry.xyz","DIBU","DIBU1","DIBU1-3","Yes",108.747649737075,62.7160724391646,33.1310091243068,72693.8632128314
"289","dibu2-1.xyz","DIBU","DIBU2","DIBU2-1","No",144.323620982194,72.8900587010611,24.4082409147447,88961.4017404801
"290","dibu2-1dry.xyz","DIBU","DIBU2","DIBU2-1","Yes",132.14803154342,61.700019656482,38.1029629626597,100870.068654646
"291","dibu2-2.xyz","DIBU","DIBU2","DIBU2-2","No",165.305551183092,87.8750002433986,50.9101532054967,258172.440414765
"292","dibu2-2dry.xyz","DIBU","DIBU2","DIBU2-2","Yes",148.379119474194,73.2824335973333,43.365792283982,165696.632937185
"293","dibu3-1.xyz","DIBU","DIBU3","DIBU3-1","No",152.18075241371,81.9593243720425,46.9542922053549,193355.669150128
"294","dibu3-1dry.xyz","DIBU","DIBU3","DIBU3-1","Yes",149.069250311046,65.3346066977871,32.3019470032755,109025.258416369
"295","dibu3-2.xyz","DIBU","DIBU3","DIBU3-2","No",132.391515724993,83.6738689949854,41.0001131272171,133450.486140158
"296","dibu3-2dry.xyz","DIBU","DIBU3","DIBU3-2","Yes",128.749220336698,89.5739430718291,25.097789474324,108270.593923244
"297","dibu3-3.xyz","DIBU","DIBU3","DIBU3-3","No",197.039232090128,119.351463292706,69.7486517006958,667949.625063933
"298","dibu3-3dry.xyz","DIBU","DIBU3","DIBU3-3","Yes",177.31653932795,118.917318713349,66.9822637158328,590435.866471886
"299","dufu1-1.xyz","DUFU","DUFU1","DUFU1-1","No",105.755134348687,43.306415940431,18.9227411946213,27292.4048719495
"300","dufu1-1dry.xyz","DUFU","DUFU1","DUFU1-1","Yes",92.7701522752956,44.5093532456019,30.9562512683958,35996.8119653386
"301","dufu1-2.xyz","DUFU","DUFU1","DUFU1-2","No",98.7739345257123,39.9634104772417,12.5999189050485,20202.6120307926
"302","dufu1-2dry.xyz","DUFU","DUFU1","DUFU1-2","Yes",86.1475587929832,39.5291662255903,20.6038648969593,31024.1111400594
"303","dufu2-1.xyz","DUFU","DUFU2","DUFU2-1","No",102.379157568571,40.9956074368428,10.6199605814049,18853.1784942579
"304","dufu2-1dry.xyz","DUFU","DUFU2","DUFU2-1","Yes",92.1033830077899,41.6173203323857,21.8981293570939,26116.9771844446
"305","dufu2-2.xyz","DUFU","DUFU2","DUFU2-2","No",86.1877981445838,32.9914147245992,12.4155019710498,13097.5086480039
"306","dufu2-2dry.xyz","DUFU","DUFU2","DUFU2-2","Yes",76.7949967467722,31.4002233427764,17.1867524947206,16156.3932418843
"307","dufu3-1.xyz","DUFU","DUFU3","DUFU3-1","No",121.625317789962,44.134937665569,26.6700831426259,47554.3391029287
"308","dufu3-1dry.xyz","DUFU","DUFU3","DUFU3-1","Yes",121.210186301426,37.891864795738,18.2604696307535,31983.5117133747
"309","dufu3-2.xyz","DUFU","DUFU3","DUFU3-2","No",119.389626894973,33.8767492141815,12.3220142882671,16501.099618268
"310","dufu3-2dry.xyz","DUFU","DUFU3","DUFU3-2","Yes",115.109322061999,40.2084185399512,15.5059784574435,26463.2900965237
"311","erde1-1.xyz","ERDE","ERDE1","ERDE1-1","No",101.731059550175,31.3299710209161,15.5962431190072,16273.3557138782
"312","erde1-1dry.xyz","ERDE","ERDE1","ERDE1-1","Yes",100.828117696543,27.5126135289402,11.1460619628723,12134.1856599792
"313","erde1-2.xyz","ERDE","ERDE1","ERDE1-2","No",83.8476453904571,28.8238029235201,8.82111686347363,8304.28432264974
"314","erde1-2dry.xyz","ERDE","ERDE1","ERDE1-2","Yes",80.5299061307865,27.3237062777096,9.84656801664912,7746.45906630035
"315","erde2-1.xyz","ERDE","ERDE2","ERDE2-1","No",59.5381542075045,28.1929561676681,10.2996301645182,6919.64352266698
"316","erde2-1dry.xyz","ERDE","ERDE2","ERDE2-1","Yes",59.257174082324,14.2078778484512,13.5402051108292,4915.61813192365
"317","erde2-2.xyz","ERDE","ERDE2","ERDE2-2","No",49.4896017982905,25.4444486330287,8.96075676105962,4328.66453280742
"318","erde2-2dry.xyz","ERDE","ERDE2","ERDE2-2","Yes",44.938376303085,20.4507238055109,11.6719536971233,3800.36670363489
"319","erde3-1.xyz","ERDE","ERDE3","ERDE3-1","No",78.9815481285773,39.8642787257326,7.99659255499188,11658.6641762111
"320","erde3-1dry.xyz","ERDE","ERDE3","ERDE3-1","Yes",75.3258379903043,38.1959415542101,12.213515944086,12777.7797406699
"321","erde3-2.xyz","ERDE","ERDE3","ERDE3-2","No",76.2548433929735,24.6181728706534,6.81223702062896,6305.16622690935
"322","erde3-2dry.xyz","ERDE","ERDE3","ERDE3-2","Yes",74.5238875102571,23.8018409143706,16.604554632998,9405.7798615847
"323","ergr1-1.xyz","ERGR","ERGR1","ERGR1-1","No",92.9578991623726,52.3472643907815,43.6839460882479,66395.9343042889
"324","ergr1-1dry.xyz","ERGR","ERGR1","ERGR1-1","Yes",70.2211332271962,50.3153343526457,55.9710763102287,69832.3209083682
"325","ergr1-2.xyz","ERGR","ERGR1","ERGR1-2","No",116.332232200811,54.0938556995089,25.1497932122541,49621.8496318455
"326","ergr1-2dry.xyz","ERGR","ERGR1","ERGR1-2","Yes",96.6871870169617,51.4595956737062,25.3125683304333,46118.7009070238
"327","ergr2-1.xyz","ERGR","ERGR2","ERGR2-1","No",107.005647060746,46.6933187552949,15.9933851962605,32985.0573683897
"328","ergr2-1dry.xyz","ERGR","ERGR2","ERGR2-1","Yes",99.2861658678548,45.9409626267799,20.1288564345732,38145.143873971
"329","ergr2-2.xyz","ERGR","ERGR2","ERGR2-2","No",99.1028991656406,46.3718976373875,13.0765016192323,23291.6648593872
"330","ergr2-2dry.xyz","ERGR","ERGR2","ERGR2-2","Yes",92.3474969925679,41.7023490604267,19.7520830062268,29108.7370735759
"331","ergr3-1.xyz","ERGR","ERGR3","ERGR3-1","No",108.91771374286,50.3046328898294,23.3280655213852,46468.2896608623
"332","ergr3-1dry.xyz","ERGR","ERGR3","ERGR3-1","Yes",102.446780910744,55.9724316228939,19.254316366165,50893.1290290877
"333","ergr3-2.xyz","ERGR","ERGR3","ERGR3-2","No",84.3046460096306,47.0159953647245,15.8067883526633,26611.5682639528
"334","ergr3-2dry.xyz","ERGR","ERGR3","ERGR3-2","Yes",77.2119683254408,51.8196135760959,20.737571476982,31632.0907512397
"335","ERSU1-1.xyz","ERSU","ERSU1","ERSU1-1","No",104.573595484018,46.3969038743906,41.725909577139,65379.2994225603
"336","ersu1-1dry.xyz","ERSU","ERSU1","ERSU1-1","Yes",100.269035058754,38.6791546645061,23.9868078735518,36898.1127759292
"337","ersu1-2.xyz","ERSU","ERSU1","ERSU1-2","No",99.8436878422885,42.6581483311668,34.357226033444,57559.4760718746
"338","ersu1-2dry.xyz","ERSU","ERSU1","ERSU1-2","Yes",95.8254736392103,40.8676837977591,37.0636301123563,58291.5996473137
"339","ersu2-1.xyz","ERSU","ERSU2","ERSU2-1","No",101.08505895434,51.0118460623906,35.2160714808314,70639.7280161726
"340","ersu2-1dry.xyz","ERSU","ERSU2","ERSU2-1","Yes",109.372859340364,48.5010280371006,24.7446164352037,54367.798179721
"341","ersu2-2.xyz","ERSU","ERSU2","ERSU2-2","No",66.6984875560372,49.6825181496905,30.0209443892914,36344.2436557016
"342","ersu2-2dry.xyz","ERSU","ERSU2","ERSU2-2","Yes",67.9200555641989,43.1405971903317,26.666581455948,30057.5515221471
"343","ersu3-1.xyz","ERSU","ERSU3","ERSU3-1","No",92.4662074492847,48.9124127956998,29.9194872569022,54433.7231192685
"344","ersu3-1dry.xyz","ERSU","ERSU3","ERSU3-1","Yes",87.1195527985321,48.9316019129725,28.8280506929194,42465.9435169952
"345","ersu3-2.xyz","ERSU","ERSU3","ERSU3-2","No",79.5811535167377,43.9903968042668,25.4882810282828,30073.8373214735
"346","ersu3-2dry.xyz","ERSU","ERSU3","ERSU3-2","Yes",76.6403867275553,33.6573746639794,22.386207892798,18179.775078337
"347","erto1-1.xyz","ERTO","ERTO1","ERTO1-1","No",174.484218372809,53.5843816975215,23.0607774785833,89344.8471733222
"348","erto1-1dry.xyz","ERTO","ERTO1","ERTO1-1","Yes",164.627752317495,41.8955989273652,27.3257705025541,64243.0377399671
"349","erto1-2.xyz","ERTO","ERTO1","ERTO1-2","No",130.25832895799,36.063011858515,18.0529839761934,35120.1552435039
"350","erto1-2dry.xyz","ERTO","ERTO1","ERTO1-2","Yes",128.713852533491,36.1529051962412,19.376471355958,36178.2393837442
"351","erto2-1.xyz","ERTO","ERTO2","ERTO2-1","No",118.71014073013,37.9939159700812,26.1184385483903,39677.9117822013
"352","erto2-1dry.xyz","ERTO","ERTO2","ERTO2-1","Yes",112.854197402922,23.4535252361322,17.4254051351084,19997.9713900736
"353","erto2-2.xyz","ERTO","ERTO2","ERTO2-2","No",128.36819310185,37.3173722965597,20.168338340468,33413.6963171311
"354","erto2-2dry.xyz","ERTO","ERTO2","ERTO2-2","Yes",127.526032193079,22.6314550076279,20.7133266918037,23752.055886168
"355","erto3-1.xyz","ERTO","ERTO3","ERTO3-1","No",131.580818100161,40.7384616969358,18.9484413549878,32586.0239843384
"356","erto3-1dry.xyz","ERTO","ERTO3","ERTO3-1","Yes",124.043548690756,26.0440658508501,19.5836375038337,25554.6972001288
"357","erto3-2.xyz","ERTO","ERTO3","ERTO3-2","No",113.951097666821,35.7627051715673,21.9514235842733,32171.2914536074
"358","erto3-2dry.xyz","ERTO","ERTO3","ERTO3-2","Yes",105.997719024433,25.9376957063794,25.2369632489873,22557.8856310831
"359","famo1-1.xyz","FAMO","FAMO1","FAMO1-1","No",146.542455261015,63.6557914932526,31.4357938165465,87550.6108887771
"360","famo1-1dry.xyz","FAMO","FAMO1","FAMO1-1","Yes",112.184315185886,57.0547912114411,34.6386492206797,70489.6463229959
"361","famo1-2.xyz","FAMO","FAMO1","FAMO1-2","No",132.899227300069,50.3482275418767,16.1859025954139,40105.9024481895
"362","famo1-2dry.xyz","FAMO","FAMO1","FAMO1-2","Yes",111.592903304078,45.9078444927336,32.0453968208307,44715.7679101995
"363","famo2-1.xyz","FAMO","FAMO2","FAMO2-1","No",140.731018386459,63.7341271381892,19.3623194194547,57818.7506735617
"364","famo2-1dry.xyz","FAMO","FAMO2","FAMO2-1","Yes",130.01237242204,52.0652885043444,37.3975413248422,72242.8370080387
"365","famo2-2.xyz","FAMO","FAMO2","FAMO2-2","No",136.099044088709,59.2641260190369,16.205847749186,47866.3325348391
"366","famo2-2dry.xyz","FAMO","FAMO2","FAMO2-2","Yes",126.260855162961,60.0564115775244,18.3401694384768,54698.4699513823
"367","famo3-1.xyz","FAMO","FAMO3","FAMO3-1","No",160.788089696636,57.6416515004449,13.0346023769103,46523.3556486103
"368","famo3-1dry.xyz","FAMO","FAMO3","FAMO3-1","Yes",99.5091631921844,55.0041054215851,54.8571025812508,103179.015974092
"369","famo3-2.xyz","FAMO","FAMO3","FAMO3-2","No",169.897763287425,47.9171312385844,16.1844719238472,38963.2041566508
"370","famo3-2dry.xyz","FAMO","FAMO3","FAMO3-2","Yes",103.791645586047,54.0674546259818,41.8964898777063,91360.0878378464
"371","goba1-1.xyz","GOBA","GOBA1","GOBA1-1","No",130.993768359255,55.7065955269644,47.7304965862254,111061.220387553
"372","goba1-1dry.xyz","GOBA","GOBA1","GOBA1-1","Yes",130.584803435244,45.196347633233,23.1760301523245,38315.7128331924
"373","goba1-2.xyz","GOBA","GOBA1","GOBA1-2","No",107.938704859837,35.8094189802559,16.2500847439029,23409.8843693168
"374","goba1-2dry.xyz","GOBA","GOBA1","GOBA1-2","Yes",99.4840460933883,18.4935160551101,16.2746492500854,13650.1582591253
"375","goba2-1.xyz","GOBA","GOBA2","GOBA2-1","No",124.766152086516,55.387966030546,34.7170072977496,80515.6437428925
"376","goba2-1dry.xyz","GOBA","GOBA2","GOBA2-1","Yes",108.690858778522,50.1234523252947,27.1738263633331,48557.8584789862
"377","goba2-2.xyz","GOBA","GOBA2","GOBA2-2","No",115.069907682861,35.1027660342385,23.1650302897616,35931.0453146518
"378","goba2-2dry.xyz","GOBA","GOBA2","GOBA2-2","Yes",104.952588351645,24.0017955799419,22.2642626569029,23731.1994244264
"379","goba3-1.xyz","GOBA","GOBA3","GOBA3-1","No",101.30572832197,73.1642730133152,41.3937281850747,113800.590139422
"380","goba3-1dry.xyz","GOBA","GOBA3","GOBA3-1","Yes",96.5560131490385,35.3660012243678,29.5091251530225,40608.0938834516
"381","goba3-2.xyz","GOBA","GOBA3","GOBA3-2","No",114.193384597271,45.4263198461859,49.1276753350902,85105.5418608156
"382","goba3-2dry.xyz","GOBA","GOBA3","GOBA3-2","Yes",108.403154664638,28.8307626731513,28.7079680583413,33658.1385722103
"383","gopo1-1.xyz","GOPO","GOPO1","GOPO1-1","No",135.492108229639,45.8667601662505,19.6569635884304,50110.7914596585
"384","gopo1-1dry.xyz","GOPO","GOPO1","GOPO1-1","Yes",118.526609678391,23.0316490169469,18.0376629361361,19373.5046633039
"385","gopo2-1.xyz","GOPO","GOPO2","GOPO2-1","No",130.717299748314,49.987152872531,30.5225843029926,76043.6052331194
"386","gopo2-1dry.xyz","GOPO","GOPO2","GOPO2-1","Yes",126.769834921836,23.0403005035402,19.7179099648677,24419.9468238696
"387","gopo2-2.xyz","GOPO","GOPO2","GOPO2-2","No",102.898116199669,41.6103495675959,18.5212659967363,29809.4653760308
"388","gopo2-2dry.xyz","GOPO","GOPO2","GOPO2-2","Yes",92.1568075368137,19.5694655252089,14.6797617264011,10936.122123437
"389","gopo3-1.xyz","GOPO","GOPO3","GOPO3-1","No",117.744135697693,48.3853406449491,14.8596328684942,32668.6960688031
"390","gopo3-1dry.xyz","GOPO","GOPO3","GOPO3-1","Yes",112.254649175854,32.7482648960801,19.709013941206,28807.8618034265
"391","gopo3-2.xyz","GOPO","GOPO3","GOPO3-2","No",129.79301803045,45.1472859311592,16.3774356185781,33775.897935179
"392","gopo3-2dry.xyz","GOPO","GOPO3","GOPO3-2","Yes",116.059856746723,28.3743450464877,31.2222629877122,49049.0657936325
"393","guni1-1.xyz","GUNI","GUNI1","GUNI1-1","No",122.867081649327,35.5712840836707,14.2703468272697,24471.4482743303
"394","guni1-1dry.xyz","GUNI","GUNI1","GUNI1-1","Yes",78.5412594445015,29.6623971373473,34.5277960271975,27574.7832308753
"395","guni1-2.xyz","GUNI","GUNI1","GUNI1-2","No",107.408522003007,34.8272631861141,15.5035200818829,21998.7502101772
"396","guni1-2dry.xyz","GUNI","GUNI1","GUNI1-2","Yes",48.6195662142324,35.9424622966588,32.6374852248179,17519.9771755458
"397","guni2-1.xyz","GUNI","GUNI2","GUNI2-1","No",102.273765774471,30.3920571486736,9.13500593572981,11587.3476148227
"398","guni2-1dry.xyz","GUNI","GUNI2","GUNI2-1","Yes",89.6669662118525,24.5309650173417,12.5439011345869,11465.6565518849
"399","guni2-2.xyz","GUNI","GUNI2","GUNI2-2","No",134.268126804595,35.7515460627694,11.605159472672,21784.2802266156
"400","guni2-2dry.xyz","GUNI","GUNI2","GUNI2-2","Yes",92.1899036923848,27.3818119294298,26.0060884466699,24189.8902193965
"401","guni3-1.xyz","GUNI","GUNI3","GUNI3-1","No",132.133827890754,37.064614924998,11.8438637748716,22874.2678397582
"402","guni3-1dry.xyz","GUNI","GUNI3","GUNI3-1","Yes",102.623645454318,37.6340779090755,19.4011768604446,25626.1317259076
"403","guni3-2.xyz","GUNI","GUNI3","GUNI3-2","No",99.8625167759865,29.5812133768666,11.5935535330873,11639.6246105142
"404","guni3-2dry.xyz","GUNI","GUNI3","GUNI3-2","Yes",72.8023210797602,32.8842066323535,24.5202073007785,20065.8705128269
"405","guvi1-1.xyz","GUVI","GUVI1","GUVI1-1","No",156.254083823233,66.1464567063218,18.848303213305,48604.3387107908
"406","guvi1-1dry.xyz","GUVI","GUVI1","GUVI1-1","Yes",134.198499722571,62.8540472565747,11.9801786538835,33138.4018428209
"407","guvi1-2.xyz","GUVI","GUVI1","GUVI1-2","No",149.210580829808,85.5657638946563,27.3784764888341,108572.086012266
"408","guvi1-2dry.xyz","GUVI","GUVI1","GUVI1-2","Yes",119.509997523927,73.9554073860779,20.5468155933257,64199.8264368584
"409","guvi2-1.xyz","GUVI","GUVI2","GUVI2-1","No",195.300877965837,71.5338831658277,27.9818932266331,96372.5032457087
"410","guvi2-1dry.xyz","GUVI","GUVI2","GUVI2-1","Yes",156.096738223897,33.1709598189456,35.3893036959388,58654.8362697327
"411","guvi2-2.xyz","GUVI","GUVI2","GUVI2-2","No",198.777286026952,62.5543804630954,23.5840819271858,69259.8841701141
"412","guvi2-2dry.xyz","GUVI","GUVI2","GUVI2-2","Yes",162.505452952449,56.318907837296,28.0606637460184,87781.4573333392
"413","guvi3-1.xyz","GUVI","GUVI3","GUVI3-1","No",166.098701000471,85.2716158539892,13.0806059653181,61801.4264370182
"414","guvi3-1dry.xyz","GUVI","GUVI3","GUVI3-1","Yes",142.57702682268,65.9787289364689,22.7008766830812,74897.5926915846
"415","guvi3-2.xyz","GUVI","GUVI3","GUVI3-2","No",131.453994627661,79.7714535578179,15.9537251755205,56157.3013588848
