"","Species","sample","IndCode","shade","Date","time","LitterDepth1","LitterDepth2","LitterDepth3","Average.Litter.Depth","FlameHeight1","FlameHeight2","FlameHeight3","Average.Flame.Height","Original.Mass","FinalMass.g.","PercentCombustion","HeatFlux_SBG01_Max","Heatflux_flat_Max","Temp_C_15_10_Max","Temp_C_30_10_Max","Temp_C_45_10_Max","Temp_C_30_5_Max","Temp_C_30_20_Max","Temp_C_IR_Max","ROS1mmin.1","ROS2mmin.1","count15","count30","Count45","Fuel.load..kg.m2.","Mean.ROS.mmin.1","Mean.ROS.ms.1","Fireline.intensity.kWm.1","Comments","success","litter_spec_vol","litter_bulk_density","log_litter_spec_vol","Carbon","Nitrogen","Al.Conc.","All_ash","FreshL","FreshW","FreshH","FreshTH","Petole","DryL","DryW","DryH","DryTH","DryWeight","Areacm2","SLAcm2g.1","freshL3D","freshW3D","freshH3D","freshHull","dryL3D","dryW3D","dryH3D","dryHull","particle_volume","volume_ratio","hull_specific_vol","prismatic_volume","rectangular_volume","S1","C1","C1H","C1Hfresh","C1H_new","S2","C2","C2H","C2Hfresh","C2H_new","S3","C3","C3H","C3Hfresh","packing_ratio","FG","accumulator"
"149","SCVI",3,"SCVI3","","7/1/2019","9:31",5.5,6.1,5.9,5.833333333,60,50,70,60,150,8.7,0.942,46.61,23.64,417.1,517.2,598.7,577,512.4,637.1,0.273,0.194,175,307,493,1,0.2335,0.003891667,68.2673209,"",TRUE,58.33333333,0.0171428571438367,4.06617368519826,50.9266666666667,1.71,67.3333333333333,242.419333333333,11.7883333333333,2.73166666666667,1.33833333333333,0.28,0.36,11.475,1.77333333333333,1.01833333333333,0.248333333333333,0.291166666666667,22.8941836033333,80.6995376833333,111.681720110078,28.9239499332221,13.5540816617676,15783.2801200287,108.193774876958,20.9950024759903,12.2735877679954,10.4035654213728,0.648116756366667,24183.996363162,35.3265780153404,31.3657490986,44.3344683333333,4.77628500291504,0.212744770079039,0.0445275302176448,0.519367406767169,9.19306438208471e-05,4.37769336725517,0.241233805096244,0.0500058731781987,0.439533356680855,9.19306438208471e-05,11.475,0.0902893668539207,0.0186898550572236,0.211007670433992,0.0381588081290919,"S",FALSE
"150","MYUM",2,"MYUM2","","7/1/2019","9:45",6.1,5.1,5.5,5.566666667,27.5,30,30,29.16666667,150,14.3,0.904666667,26.63,13.61,487.7,597.2,686.6,531,448.6,630.9,0.099,0.139,236,599,858,1,0.119,0.001983333,33.41262696,"",TRUE,55.66666667,0.0179640718552117,4.01938152380853,NA,NA,NA,NA,11.95875,3.875,1.78375,0.35625,1.2625,11.65125,3.325,1.38125,0.20125,0.586125,35.5113268275,59.71494017125,117.318867787932,45.4655145087392,20.4033708356181,45527.5036132996,114.763221649264,38.874388775272,17.2445474150752,30.2728422171834,1.1991240444375,28520.9768746074,41.3551156529616,74.98329904735,108.9941255,5.75042041605156,0.234775699875648,0.0465402330089647,0.496969456819437,0.000101258323347562,6.19135849928603,0.225124459340342,0.0441288021157515,0.427415048622006,0.000101258323347562,11.65125,0.115817174572014,0.0233585770557279,0.242266165514281,0.036751802938942,NA,NA
"151","CASYs",2,"CASYs2","","7/1/2019","10:03",5.2,6.1,6.3,5.866666667,35,35,45,38.33333333,150,42.9,0.714,26.63,9.87,560.7,525.7,564,451.3,290.1,521.7,0.174,0.17,195,402,614,1,0.172,0.002866667,38.1155096,"",TRUE,58.66666667,0.0170454545444861,4.07187170642686,NA,NA,NA,NA,7.4,1.52666666666667,1.49,0.166666666666667,0.433333333333333,7.34666666666667,1.285,0.926666666666667,0.203333333333333,0.1295,11.4630236688333,88.50352486,64.3649089960279,16.5789690938273,13.673182947549,5485.9455159773,62.3261120330646,16.177381249362,9.76753546031879,4.51182809372463,0.189781579820167,32177.3117307882,34.1193203733725,16.861168906035,16.1706495,3.37121195988857,0.276401401254506,0.0481844295323539,0.51537230022049,0.000114329842225561,3.06693145228003,0.304057468756868,0.0534042253386021,0.520912209267377,0.000114329842225561,7.34666666666667,0.126387513310458,0.0221738481213705,0.236046751685639,0.0249800254224355,NA,NA
"152","ZETU",3,"ZETU3","yes","7/1/2019","10:40",15.1,15.9,18.3,16.43333333,90,110,90,96.66666667,150,10.1,0.932666667,68.79,28.09,676.7,738.4,554.8,723.8,484.5,696.1,0.783,0.621,102,148,206,1,0.702,0.0117,203.2069884,"",TRUE,164.3333333,0.00608519269900308,5.10189688517174,NA,NA,NA,NA,15.6066666666667,8.80666666666667,0.951666666666667,0.225,0.703333333333333,13.775,7.48166666666667,2.384,0.176666666666667,0.410833333333333,92.18619556,224.11470775,149.156710412041,91.052730079962,16.3653945619607,82929.7964956232,129.774572729003,78.708441211868,28.5973435808465,117.296752312224,2.04130842628833,44031.7256500453,285.983970855911,89.0781521922167,134.455726,9.48870409056791,0.266210872347202,0.0515074308339484,0.450906514328812,0.000139450556865308,10.1378518588911,0.25009243874503,0.0482781689177073,0.366015074198428,0.000139450556865308,13.775,0.184162112595278,0.0355889146130219,0.274043672446694,0.0302355094492411,"F",NA
"153","MAAC",1,"MAAC1","","7/1/2019","10:57",5.3,6.3,4.9,5.5,55,47.5,45,49.16666667,150,45.1,0.699333333,31.07,11.39,662.4,458.3,531.9,556.6,334.1,571.8,0.2,0.252,640,820,963,1,0.226,0.003766667,49.05324476,"",TRUE,55,0.0181818181818182,4.00733318523247,48.6733333333333,3.55666666666667,72,338.284,6.91833333333333,2.415,1.40833333333333,0.211666666666667,0.446666666666667,6.46571428571429,1.94428571428571,1.06571428571429,0.215714285714286,0.125571428571429,11.8182678815,96.08414184,65.3053777528232,23.3755910660059,13.2968684610074,7410.8904941668,65.933505799257,21.793608023486,12.2911792316637,7.3932336272196,0.256999880282167,28916.1835527843,58.0251454979582,17.581693989435,25.3632911666667,3.39822999052177,0.319555924623551,0.0570620557953121,0.564014226212371,0.000187503149519747,3.51897130470977,0.306701628602165,0.0546121365022795,0.469987465524443,0.000187503149519747,6.46571428571429,0.168447016726455,0.029711255181388,0.2772078338449,0.0372116901846141,"S",FALSE
"154","PIRO",2,"PIRO2","","7/1/2019","11:11",15.5,15,12.5,14.33333333,82.5,75,80,79.16666667,150,19,0.873333333,82.1,33.33,626.8,637.2,726.3,684,717.3,722.2,0.444,0.293,177,258,381,1,0.3685,0.006141667,99.88323522,"",TRUE,143.3333333,0.00697674418766901,4.96517291978694,41.25,1.56,129,239.992,15.6333333333333,8.74,3.72166666666667,0.495,1.93666666666667,15.6233333333333,7.99833333333333,3.14166666666667,0.461666666666667,1.41683333333333,65.16448138,47.918120035,140.118884297362,88.6046933089139,36.8825830362268,208278.568708561,138.246323900398,93.3292590415741,37.0933895328009,200.226467986515,3.25844939711,73563.4414683011,138.979424224099,234.84968322785,530.978497166667,7.95879931127998,0.415060231071839,0.0741813131317162,0.753903400625814,0.0004520379649079,11.1380065076643,0.284485726917418,0.0519849231604339,0.502351663393304,0.0004520379649079,15.6233333333333,0.205512690781691,0.037518178053313,0.378576172620208,0.016045195547889,"S",FALSE
"155","LEEL",1,"LEEL1","","7/1/2019","11:23",4.6,5.3,4.8,4.9,30,30,32.5,30.83333333,150,55.9,0.627333333,26.63,11.84,657.3,544.4,653.4,581.2,480.6,514.9,0.179,0.147,192,393,638,1,0.163,0.002716667,31.73664696,"",TRUE,49,0.0204081632653061,3.89182029811063,49.5766666666667,2.15,87,426.293,6.35,3.00666666666667,1.14333333333333,0.28,0.738333333333333,5.98166666666667,2.64166666666667,1.24666666666667,0.256666666666667,0.216833333333333,12.8358046736667,61.6492765233333,63.8054480720763,30.5539622302366,10.0552613700709,7359.85418568619,59.8582196380268,29.1721605174526,13.67281393085,9.79179852564633,0.360374153771,19179.7675844086,42.3595589493581,15.85899062283,24.478118,3.511931333798,0.353111460896589,0.0584065283694604,0.532109924859438,0.000200447804331528,3.93820094039407,0.337343991921456,0.0530348000618269,0.428141429593157,0.000200447804331528,5.98166666666667,0.206477802577965,0.03429340091777,0.29487792434607,0.0339180994623602,"S",FALSE
"156","QUMU",3,"QUMU3","","7/1/2019","11:38",7,7.5,8,7.5,25,30,35,30,150,25.4,0.830666667,15.53,11.43,481,449.8,591.3,387,342.5,618.5,0.157,0.161,328,557,781,1,0.159,0.00265,40.99198787,"",TRUE,75,0.0133333333333333,4.31748811353631,45.8766666666667,1.78666666666667,10969.6666666667,11346.7626666667,9.39,3.66333333333333,0.936666666666667,0.261666666666667,0.241666666666667,7.435,2.22666666666667,1.94833333333333,0.258333333333333,0.3045,22.267769085,81.58920241,93.0836117388384,35.4855335930066,12.0850497456977,16034.6765349281,71.5613862376185,28.1006373644374,22.8842676892683,17.3315449109204,0.574192376131667,27718.0281235781,66.7084678891561,20.5435868707,33.375377,4.71245034233574,0.412669268128582,0.0537111752658402,0.52993771396431,0.00015983427929777,3.97703929663674,0.497669062998512,0.0669028962518756,0.423764069997112,0.00015983427929777,7.435,0.275954783252291,0.0354485484454213,0.264779052010509,0.0251425233117314,"S",TRUE
"157","MYMU",1,"MYMU1","","7/3/2019","8:51",3.3,3.1,3.3,3.233333333,10.5,0,0,3.5,150,121.4,0.190666667,2.219,0.315,370.4,30.79,22.4,29.95,29.11,52.22,0,0,704,0,0,1,0,0,0,"",FALSE,32.33333333,0.0309278350547348,3.47609868973218,47.4433333333333,1.67333333333333,92,335.026,5.66,2.7,1.01,0.171666666666667,0.44,5.000815365,2.45360312533333,1.1980776295,0.153333333333333,0.108166666666667,10.4091309148333,95.4932769683333,52.1070209740871,27.4159480040409,8.57301177213692,4334.44133712451,45.5121671743024,26.3898373721437,14.0831875401646,5.84723435490867,0.177307662123833,24359.3040991956,53.4883132246299,10.5943226592683,15.5023985,3.21078681965058,0.380273657487392,0.0556464092250287,0.505012898483246,0.000172784310527078,3.49776252025083,0.373674345967997,0.0519560873183072,0.415138348320651,0.000172784310527078,5.000815365,0.266088567245407,0.0365781722427588,0.286631975511533,0.0506971537267172,"F",FALSE
"158","BARU",1,"BARU1","","7/3/2019","9:11",8.6,11,11.3,10.3,45,45,60,50,150,9.1,0.939333333,51.04,19.85,359.9,463.8,650.2,697,490.2,719.8,0.4,0.3,192,282,402,1,0.35,0.005833333,102.0382144,"",TRUE,103,0.00970873786407767,4.63472898822964,50.1533333333333,1.65,111.666666666667,399.262666666667,10.5883333333333,9.61666666666667,2.75666666666667,0.31,1.37666666666667,10.4,9.28333333333333,2.41,0.251666666666667,1.09,78.5489707383333,77.6469499216667,111.033580580525,91.7646277657585,24.6066345752889,100807.775951174,106.697122657547,92.9258615198313,24.7421494597732,99.2788373715264,2.47464236250333,44449.4165608207,97.2645310219163,215.373802822133,286.702177333333,8.82099920027119,0.275119981273975,0.0518781499355326,0.528933865048211,0.000144522596204692,9.7971250622926,0.250564692784583,0.0468690930576049,0.463790936733126,0.000144522596204692,10.4,0.236815581380803,0.0442669048344666,0.442412382673567,0.022041884408153,"S",FALSE
"159","LUGR",1,"LUGR1","","7/3/2019","9:27",13.8,12.7,11.6,12.7,57.5,57.5,70,61.66666667,150,6.5,0.956666667,66.58,26.46,618.4,637.7,635.3,685.4,628.9,716.9,0.346,0.356,157,261,362,1,0.351,0.00585,104.218023,"",TRUE,127,0.0078740157480315,4.84418708645859,46.5566666666667,2.23,306.666666666667,1123.62466666667,12.4483333333333,9.24166666666667,2.74666666666667,0.256666666666667,0.751666666666667,11.7183333333333,8.29666666666667,2.335,0.19,0.783833333333333,88.83620226,114.145953695,120.156517503101,91.6549476934429,30.2763630585811,120786.936900567,113.500768969135,82.2162929355346,24.4465273204166,93.33997898406,2.23734725778333,56484.7232225929,119.077421361378,245.143310084133,317.923065333333,9.3967763192493,0.248003536691853,0.0479318527622734,0.525837282827051,0.000110667223948612,9.84250810470575,0.237180279536165,0.0457523196545106,0.460897623100487,0.000110667223948612,11.7183333333333,0.199835134398285,0.0386104511591353,0.397739815329621,0.0224753232510326,"G",FALSE
"160","CAGU",2,"CAGU2","","7/3/2019","9:40",8.9,8.8,8.7,8.8,42.5,45,45,44.16666667,150,10.1,0.932666667,29.96,17.13,419.5,514.8,508.5,630,393.8,633.2,0.197,0.18,196,379,579,1,0.1885,0.003141667,54.56483948,"",TRUE,88,0.0113636363636364,4.47733681447821,47.7533333333333,1.96666666666667,339.333333333333,1079.93433333333,11.18,4.56666666666667,1.67,0.21,0.793333333333333,10.5283333333333,2.61166666666667,1.84666666666667,0.275,0.3365,38.9581180216667,122.787976608333,101.905656940195,46.2126849015416,18.6853537208013,36413.4726826855,98.6230977105165,28.6021166982106,18.7219287179941,22.3917367796508,0.783033583283333,42615.5715938951,64.3211842418204,72.334089979,96.7587288333333,6.11805039837358,0.298334218056512,0.0440550817784317,0.510519662805106,8.59396278046237e-05,5.20513133133586,0.353401425606359,0.052053413451593,0.437001520908084,8.59396278046237e-05,10.5283333333333,0.173273900630897,0.0255228073128402,0.279039938417555,0.0264431170904813,"F",FALSE
"161","ASTO",2,"ASTO2","","7/3/2019","9:55",10.1,9.4,8.5,9.333333333,72.5,82.5,92.5,82.5,150,9.4,0.937333333,42.17,32.21,562.1,603.7,613.4,633.4,563.7,732.9,0.263,0.429,130,267,351,1,0.346,0.005766667,100.6572897,"",TRUE,93.33333333,0.0107142857146684,4.53617731446543,NA,NA,NA,NA,15.62,6.77,2.375,0.403333333333333,0,14.3116666666667,5.66333333333333,2.405,0.323333333333333,1.10416666666667,68.2267930533333,64.4571149266667,148.49090457424,65.4266864218102,29.9869707092448,114080.650474993,134.960123627639,63.5606576271896,29.6267914739878,96.9165312869441,2.82529378775667,40092.6435989641,82.8344393579868,169.24504680815,271.841881,8.14521437203068,0.291000193090227,0.0542925123830894,0.57975668013131,0.00016315921345006,8.98997587527025,0.263532460493564,0.0491231368648636,0.458341420928476,0.00016315921345006,14.3116666666667,0.165067968220088,0.0307478524305495,0.299999989380857,0.0274152496934966,"S",NA
"162","AESE",3,"AESE3","","7/3/2019","10:11",18.8,21,18.9,19.56666667,95,110,125,110,150,7.6,0.949333333,75.45,29.31,619.2,716.1,773.5,695,552.8,673.1,0.947,0.923,94,132,171,1,0.935,0.015583333,275.4897298,"",TRUE,195.6666667,0.00511073253745984,5.27641253133034,NA,NA,NA,NA,23.0333333333333,9.62333333333333,2.20166666666667,0.32,0.846666666666667,19.9166666666667,3.74,3.25833333333333,0.23,1.28166666666667,137.3908005,108.416364216667,210.099385701137,89.2922121850915,35.1174778226592,247044.421914821,184.629356969641,45.9135731653459,37.7596966263339,116.788303620234,4.5780051933,57599.4177411782,90.1495733970915,297.726528352667,484.520646666667,11.6328828950271,0.279401890967687,0.0414286340412184,0.534821454587488,7.18126738987146e-05,8.39988776115566,0.396135268077066,0.0587799248396528,0.416560497570677,7.18126738987146e-05,19.9166666666667,0.164025911628982,0.0243059313601452,0.26882435250782,0.018255105408108,"F",NA
"163","COLA",3,"COLA3","","7/3/2019","10:23",3.8,4.2,3.9,3.966666667,32.5,27.5,35,31.66666667,150,57.8,0.614666667,19.97,7.299,511.5,405.7,344.3,487.5,272.9,541.8,0.197,0.127,248,431,715,1,0.162,0.0027,30.9050712,"",TRUE,39.66666667,0.0252100840314949,3.68051120452745,50.1766666666667,2.03,117.333333333333,459.529333333333,4.6,2.61666666666667,0.555,0.15,0.198333333333333,4.39833333333333,2.59666666666667,0.683333333333333,0.141666666666667,0.121166666666667,10.3618789171667,88.4208474283333,44.6160308347877,26.8117847739548,7.23438703383956,3969.88267109397,43.0325596919012,27.0414768911258,9.10651749711575,5.11046453653135,0.159455881794333,22965.4597686536,41.7445738653436,5.60929093166167,6.73861,3.1519389490305,0.218598615625005,0.0533159643527367,0.475515299019743,0.000153608207351278,3.37288444968219,0.20465765428629,0.0499226076525631,0.437282705867109,0.000153608207351278,4.39833333333333,0.158988892955224,0.0386717605699557,0.331964863243311,0.0331765846989101,"G",FALSE
"164","PRHE",3,"PRHE3","","7/3/2019","10:46",10.2,8,9.5,9.233333333,47.5,47.5,50,48.33333333,150,26.9,0.820666667,29.96,27.15,500.2,491.5,507.5,459.5,525.1,588.9,0.277,0.333,135,265,373,1,0.305,0.005083333,77.68581122,"",TRUE,92.33333333,0.0108303249101383,4.52540521748313,46.49,1.68666666666667,77,336.134,14.1333333333333,4.44666666666667,2.25333333333333,0.208333333333333,1.03333333333333,12.1433333333333,2.92833333333333,2.16833333333333,0.155,0.4475,47.9580522316667,106.79341855,129.716025615837,47.297067415966,24.7220470330249,54585.23444807,114.166414943826,36.6743174066935,23.3446367290747,37.9641343253161,1.03019850113667,59206.1113490242,81.2101461451701,109.491563692133,145.969917833333,6.88232020332729,0.315305891762176,0.0477245439121736,0.544457260449029,0.000110166013507045,5.89819657573686,0.371977949779342,0.0567504565366031,0.474724563813515,0.000110166013507045,12.1433333333333,0.179837175630164,0.0270356584097412,0.266620009526396,0.0249327027692683,"F",FALSE
"165","CRFL",3,"CRFL3","","7/3/2019","11:01",13.2,12.3,12.4,12.63333333,70,70,67.5,69.16666667,150,12,0.92,66.57,24.93,461,512.2,541.7,608.9,529.7,640.1,0.343,0.327,111,216,326,1,0.335,0.005583333,95.65500667,"",TRUE,126.3333333,0.00791556728441044,4.83892391615046,NA,NA,NA,NA,16.4,6.38833333333333,2.12,0.261666666666667,3.55833333333333,12.6616666666667,3.92333333333333,2.57833333333333,0.27,0.638666666666667,63.9008041,101.783908776667,133.952425201609,65.7181490423972,32.9766406375602,93200.9928904189,115.965950507089,50.7540556938019,33.3948468788539,63.6334744182681,1.6463038759,57443.6957803096,100.319163381993,139.711078168117,221.887431333333,7.95519654996634,0.320443521094251,0.0490456157394281,0.554132717993109,0.000120976235618317,6.98155204515041,0.381309396489455,0.0574896960379694,0.435387555095407,0.000120976235618317,12.6616666666667,0.201607496426637,0.030871930310539,0.272759108980743,0.0204041165453113,"F",NA
"166","CASYs",3,"CASYs3","","7/3/2019","11:18",4.2,4.1,4.1,4.133333333,32.5,25,30,29.16666667,150,58,0.613333333,13.31,5.018,517,366.8,412.9,395.1,197.1,513.8,0.143,0.13,233,485,762,1,0.1365,0.002275,25.98389733,"",TRUE,41.33333333,0.0241935483890479,3.72166927685628,NA,NA,NA,NA,7.4,1.52666666666667,1.49,0.166666666666667,0.433333333333333,7.34666666666667,1.285,0.926666666666667,0.203333333333333,0.1295,11.4630236688333,88.50352486,64.3649089960279,16.5789690938273,13.673182947549,5485.9455159773,62.3261120330646,16.177381249362,9.76753546031879,4.51182809372463,0.189781579820167,32177.3117307882,34.1193203733725,16.861168906035,16.1706495,3.37121195988857,0.276401401254506,0.0481844295323539,0.51537230022049,0.000114329842225561,3.06693145228003,0.304057468756868,0.0534042253386021,0.520912209267377,0.000114329842225561,7.34666666666667,0.126387513310458,0.0221738481213705,0.236046751685639,0.0354555199592985,NA,NA
"167","AEVE",2,"AEVE2","","7/3/2019","11:49",11.3,11.4,10.8,11.16666667,70,75,85,76.66666667,150,9.1,0.939333333,75.45,29.85,539.6,479.8,680,618.8,553.2,706.8,0.319,0.419,84,197,283,1,0.369,0.00615,107.5774318,"",TRUE,111.6666667,0.00895522387792381,4.71551824345546,49.2666666666667,2.13,285.333333333333,561.292333333333,14.4183333333333,6.905,3.21333333333333,0.401666666666667,0.558333333333333,13.1866666666667,3.62166666666667,2.68833333333333,0.276666666666667,0.764,61.2031392416667,83.34837588,130.057005348116,61.9539739294324,35.470134881317,107143.959789306,126.032202538204,41.3916580452355,30.7409914589689,56.1076842624878,2.52752327227167,45168.5181834706,74.2473515307938,200.953825209967,328.436576833333,7.74788605830512,0.344833451446198,0.0487540888834732,0.608783191690587,0.000116769669309852,6.86894054178446,0.387781175254316,0.054792411586869,0.471990369639495,0.000116769669309852,13.1866666666667,0.203674780591702,0.0287508475548216,0.3265775105438,0.0296263570155175,"S",FALSE
"168","XYAR",1,"XYAR1","","7/5/2019","8:44",7.8,8.5,7.1,7.8,50,50,65,55,150,12.1,0.919333333,55.49,22.32,474.1,523.6,609.9,581.1,456.5,587.5,0.252,0.202,221,364,542,1,0.227,0.003783333,64.77000584,"",TRUE,78,0.0128205128205128,4.35670882668959,NA,NA,NA,NA,11.9683333333333,2.86166666666667,1.21333333333333,0.19,0.42,11.16,2.80166666666667,1.68,0.17,0.304833333333333,28.87468538,94.8927757116667,113.531802399201,34.9135257676132,11.4516009408418,18452.5138354401,104.747740460446,31.2886029639241,18.7902631914189,22.2742618413042,0.551189901185,33149.4309788801,70.6724935008872,35.4403309103833,40.6347116666667,5.35350563765741,0.30948526384782,0.0514818631936034,0.484171786193304,0.000137738825449241,5.57926001702539,0.298282870460633,0.0496994036942215,0.458878782422745,0.000137738825449241,11.16,0.150167299461273,0.0247978115151433,0.216835395566153,0.0231816419727047,"S",NA
"169","FAMO",1,"FAMO1","yes","7/5/2019","9:00",11.8,12.3,13.9,12.66666667,60,57.5,57.5,58.33333333,150,15.6,0.896,51.05,24.39,544.7,560.7,493.6,662.5,496,661.6,0.375,0.229,184,280,437,1,0.302,0.005033333,83.98273707,"",TRUE,126.6666667,0.0078947368400277,4.84155896431548,NA,NA,NA,NA,16.3466666666667,5.43,1.95,0.19,1.14333333333333,12.9766666666667,4.73166666666667,3.24166666666667,0.171666666666667,0.5115,60.5148968916667,125.093088181667,147.826266336719,57.0935091552308,18.7348229802264,53138.0260584381,113.891875808866,54.0259826389351,36.5292248772978,72.7809708340925,1.15179928542,46785.6716461107,149.852130900442,121.1175241931,178.352747333333,7.75938028947501,0.413480155038854,0.0534089318532982,0.48038638409258,0.000155391480668868,7.82454991170107,0.418244669603324,0.0532925988285272,0.396475413439468,0.000155391480668868,12.9766666666667,0.254365262071511,0.0322040844953572,0.229121544428239,0.0177774237554699,"F",NA
"170","BYLA",1,"BYLA1","","7/5/2019","9:13",7.2,8.2,7.1,7.5,50,50,60,53.33333333,150,9.2,0.938666667,44.39,23.86,554.6,533.9,673.3,582.6,580.2,635.5,0.2,0.237,262,442,594,1,0.2185,0.003641667,63.65578951,"",TRUE,75,0.0133333333333333,4.31748811353631,NA,NA,NA,NA,11.6266666666667,4.17666666666667,1.50333333333333,0.235,0.955,10.605,3.78333333333333,1.58666666666667,0.185,0.416333333333333,34.12057692,82.4211148066667,107.715781125335,42.4503595977109,15.0211365379968,26100.6525046619,98.207484819395,39.6614997077327,17.9199219787495,26.2907320007973,0.78968339076,32748.9196931269,62.9436237866168,51.8527636779167,73.4198851666667,5.82151401300886,0.272592118714848,0.0506444926960969,0.504326236776985,0.000130488195262473,6.29870521538663,0.254069325483228,0.0469457253509859,0.4234906819373,0.000130488195262473,10.605,0.150602481588784,0.0281028959005402,0.255793763358438,0.0252901005847878,"F",NA
"171","ALED",2,"ALED2","yes","7/5/2019","9:31",9.4,7.6,8.2,8.4,50,52.5,62.5,55,150,7.4,0.950666667,46.61,23.31,508.6,610.9,539,559.7,531,649.4,0.336,0.202,142,249,427,1,0.269,0.004483333,79.36986076,"",TRUE,84,0.0119047619047619,4.43081679884331,50.07,1.49333333333333,128.666666666667,483.332666666667,14.46,6.185,3.14166666666667,0.236666666666667,1.18666666666667,12.9816666666667,5.90666666666667,2.87666666666667,0.178333333333333,0.864,63.29438954,81.2265630483333,129.141613247778,60.4821163835421,28.5930942248493,78092.2535466731,122.69313912421,60.5586927943809,29.6993041833486,72.0483865609842,1.559212807485,48617.0318984033,91.1410033360548,213.959609834583,296.455173,7.89158530107257,0.364381054702006,0.0517034685261898,0.51915532976908,0.000141700150862436,8.71023790143986,0.336164241387382,0.0470494314621897,0.434824372512125,0.000141700150862436,12.9816666666667,0.235031364470192,0.0319451355388505,0.28363120143612,0.0214838625369957,"F",FALSE
"172","STPO",1,"STPO1","yes","7/5/2019","9:45",7.5,9.6,7.4,8.166666667,50,55,67.5,57.5,150,8.9,0.940666667,44.39,22.36,487.4,588.8,600,449,449,649.7,0.279,0.237,175,304,456,1,0.258,0.0043,75.32350707,"",TRUE,81.66666667,0.0122448979586839,4.40264592191743,50.52,1.69,101,199.363,9.84833333333333,3.81333333333333,1.27,0.285,1.34833333333333,9.11666666666667,3.03666666666667,1.65166666666667,0.25,0.363666666666667,23.1303300825,86.4408291175,89.4338561494488,39.5560338102404,14.4493058086642,19457.3938641228,80.667679496312,33.5179505814883,16.4057202975571,18.0723664046821,0.642019379025,19444.6099613759,48.0504055605539,24.577464105575,50.202049,4.72098199849008,0.322046394582076,0.0481743277392234,0.483669052884977,0.000116564514642408,5.24096439126102,0.328586859220431,0.0493499115621151,0.419485611471787,0.000116564514642408,9.11666666666667,0.189914159415849,0.0283080009089535,0.259323301406476,0.021617218470189,"F",FALSE
