"","Species","sample","IndCode","shade","Date","time","LitterDepth1","LitterDepth2","LitterDepth3","Average.Litter.Depth","FlameHeight1","FlameHeight2","FlameHeight3","Average.Flame.Height","Original.Mass","FinalMass.g.","PercentCombustion","HeatFlux_SBG01_Max","Heatflux_flat_Max","Temp_C_15_10_Max","Temp_C_30_10_Max","Temp_C_45_10_Max","Temp_C_30_5_Max","Temp_C_30_20_Max","Temp_C_IR_Max","ROS1mmin.1","ROS2mmin.1","count15","count30","Count45","Fuel.load..kg.m2.","Mean.ROS.mmin.1","Mean.ROS.ms.1","Fireline.intensity.kWm.1","Comments","success","litter_spec_vol","litter_bulk_density","log_litter_spec_vol","Carbon","Nitrogen","Al.Conc.","All_ash","FreshL","FreshW","FreshH","FreshTH","Petole","DryL","DryW","DryH","DryTH","DryWeight","Areacm2","SLAcm2g.1","freshL3D","freshW3D","freshH3D","freshHull","dryL3D","dryW3D","dryH3D","dryHull","particle_volume","volume_ratio","hull_specific_vol","prismatic_volume","rectangular_volume","S1","C1","C1H","C1Hfresh","C1H_new","S2","C2","C2H","C2Hfresh","C2H_new","S3","C3","C3H","C3Hfresh","packing_ratio","FG","accumulator"
"48","AESE",1,"AESE1","","6/12/2019","8:53",17.9,16.6,15.9,16.8,62.5,92.5,97.5,84.16666667,150,10.6,0.929333333,46.61,32.06,563,662.4,711,674.5,548.7,756.8,0.333333333,0.467532468,137,245,322,1,0.4004329,0.006673882,115.4984988,"",TRUE,168,0.00595238095238095,5.12396397940326,NA,NA,NA,NA,23.0333333333333,9.62333333333333,2.20166666666667,0.32,0.846666666666667,19.9166666666667,3.74,3.25833333333333,0.23,1.28166666666667,137.3908005,108.416364216667,210.099385701137,89.2922121850915,35.1174778226592,247044.421914821,184.629356969641,45.9135731653459,37.7596966263339,116.788303620234,4.5780051933,57599.4177411782,90.1495733970915,297.726528352667,484.520646666667,11.6328828950271,0.279401890967687,0.0414286340412184,0.534821454587488,7.18126738987146e-05,8.39988776115566,0.396135268077066,0.0587799248396528,0.416560497570677,7.18126738987146e-05,19.9166666666667,0.164025911628982,0.0243059313601452,0.26882435250782,0.0212614025325098,"F",NA
"49","POTO",1,"POTO1","","6/12/2019","9:11",14.8,13.6,16.3,14.9,67.5,72.5,70,70,150,8.8,0.941333333,39.95,31.23,702.2,580.7,772.6,746.2,512.9,733.9,0.283464567,0.590163934,146,273,334,1,0.436814251,0.007280238,127.6189914,"",TRUE,149,0.00671140939597315,5.00394630594546,49.2133333333333,1.38333333333333,88.3333333333333,354.855333333333,18.115,7.95666666666667,2.76333333333333,0.278333333333333,1.52333333333333,16.095,6.19,3.395,0.206666666666667,1.27,102.847775176667,82.502176595,168.642652200582,82.9959779901417,32.8210356174531,167273.68450819,145.941748403707,71.1821231225787,40.8256448319884,148.852508652442,2.94097007947667,58006.1125572166,115.068026047303,299.00584136865,417.706887333333,10.0752495458403,0.3360716590505,0.0515856773627866,0.537100871826571,0.000139087359565138,9.93925268099387,0.343098005209357,0.052454255548312,0.453970913336266,0.000139087359565138,16.095,0.212845920274353,0.0323928879420592,0.298721640263494,0.0155417749800595,"S",FALSE
"50","QUMU",1,"QUMU1","","6/12/2019","9:26",7.1,9,8.4,8.166666667,0,0,0,0,150,149.3,0.004666667,0,0.098,25.34,22.82,21.16,22.82,22.84,27.02,0,0,NA,NA,NA,1,0,0,0,"",FALSE,81.66666667,0.0122448979586839,4.40264592191743,45.8766666666667,1.78666666666667,10969.6666666667,11346.7626666667,9.39,3.66333333333333,0.936666666666667,0.261666666666667,0.241666666666667,7.435,2.22666666666667,1.94833333333333,0.258333333333333,0.3045,22.267769085,81.58920241,93.0836117388384,35.4855335930066,12.0850497456977,16034.6765349281,71.5613862376185,28.1006373644374,22.8842676892683,17.3315449109204,0.574192376131667,27718.0281235781,66.7084678891561,20.5435868707,33.375377,4.71245034233574,0.412669268128582,0.0537111752658402,0.52993771396431,0.00015983427929777,3.97703929663674,0.497669062998512,0.0669028962518756,0.423764069997112,0.00015983427929777,7.435,0.275954783252291,0.0354485484454213,0.264779052010509,0.0230900724281987,"S",TRUE
"51","MYGU",1,"MYGU1","","6/12/2019","9:38",5.5,6.2,5.4,5.7,30,25,30,28.33333333,150,13.5,0.91,19.97,10.07,519.7,248.3,509.5,332.4,234.9,593.2,0.100840336,0.188481675,430,787,978,1,0.144661006,0.002411017,40.85713828,"",TRUE,57,0.0175438596491228,4.04305126783455,NA,NA,NA,NA,9.72333333333333,5,1.23666666666667,0.335,0.285,9.06833333333333,3.02,1.90833333333333,0.215,0.538166666666667,35.0290697266667,70.8721450816667,92.7678649605297,50.5139696615319,13.5177321088721,28990.725770953,87.6110521612449,36.3022427699622,19.705158435372,24.8572281491768,1.23342192980667,20492.0113818023,41.5584198754862,47.2300843921667,69.4558391666667,5.8340980524715,0.313498280933545,0.0461581656854632,0.480020149020221,0.000101800540864126,5.11677168557818,0.358153925319322,0.0535966020257447,0.403589452290873,0.000101800540864126,9.06833333333333,0.205797679002289,0.0299598593803577,0.287707688998326,0.04020869846642,NA,NA
"52","PIAX",1,"PIAX1","","6/12/2019","10:04",14.9,15.3,15.8,15.33333333,85,82.5,87.5,85,150,12.3,0.918,73.24,28.86,633.6,717.6,714.4,747.1,593.5,752,0.48,0.4,155,230,320,1,0.44,0.007333333,125.363304,"15 g poto placed at beginning",TRUE,153.3333333,0.00652173913185255,5.03261420059764,45.48,2.89333333333333,238,876.81,18.05,8.52,3.39166666666667,0.388333333333333,2.03,14.0116666666667,4.71166666666667,3.68,0.275,0.724,87.48788954,123.363548033333,165.808952952009,80.9450454255497,34.7113921211925,153322.696563382,129.79198220464,54.9577650387735,43.1620783959017,115.445738264172,3.37616594780667,46014.3230856532,167.87597205889,304.276965043833,551.977055,9.31063207751574,0.398812630242128,0.0522846038968236,0.571681228070585,0.0001460228032484,8.01552653924792,0.46098831688816,0.0606025113994414,0.428256474656514,0.0001460228032484,14.0116666666667,0.282161660762948,0.0360906377119439,0.293259850858025,0.0304122563224293,"F",FALSE
"53","SIGU",2,"SIGU2","","6/12/2019","10:16",11,11.6,11.2,11.26666667,55,60,67.5,60.83333333,150,7.5,0.95,46.61,28.94,530.3,397.5,640.8,604,418.4,668.2,0.21686747,0.6,121,287,347,1,0.408433735,0.006807229,120.426006,"",TRUE,112.6666667,0.00887573964234446,4.72443360711077,47.35,2.21333333333333,1797.66666666667,2162.31866666667,15.1816666666667,5.99,1.64166666666667,0.241666666666667,0.655,13.04,3.78833333333333,2.505,0.173333333333333,0.4514,57.2323706016667,121.194160846,139.718911501189,62.2694327622092,21.7172046716052,72352.021911028,116.875513285294,37.8675690782999,27.1663541926386,45.8169471545124,1.35931223958,53102.1999744433,98.8679075034309,96.9018932935,152.6013965,7.51691406951295,0.333445367215904,0.0486507054801004,0.551032829429579,0.000119939992096921,6.98316506106093,0.357807891435925,0.0529141708469748,0.433123029677566,0.000119939992096921,13.04,0.191978714632339,0.027812585985051,0.272639851273614,0.0267277393246882,"G",TRUE
"54","GUNI",1,"GUNI1","","6/12/2019","10:34",11.5,11.2,11.3,11.33333333,47.5,52.5,60,53.33333333,150,14.6,0.902666667,52.15,22.76,416.9,446.6,489.9,558.6,496.2,601.7,0.330275229,0.219512195,152,261,425,1,0.274893712,0.004581562,77.01357489,"",TRUE,113.3333333,0.00882352941435986,4.73033332864798,46.3166666666667,2.44333333333333,171.666666666667,675.093666666667,12.38,3.36833333333333,1.035,0.176666666666667,0.491666666666667,9.58166666666667,2.9,1.95,0.146666666666667,0.216166666666667,27.9657146783333,131.231252216667,116.468973483023,33.8646631305154,12.3252416042522,19059.286462703,80.7406103495082,31.3393201537011,24.9394424990826,21.0737182360728,0.486744080278333,38863.8848493128,98.7014124409209,29.0900322622833,43.820154,5.26734852387631,0.368842248092867,0.0520876972189128,0.501944648874114,0.000143604161588318,5.18150405510853,0.39530150896761,0.054076059235057,0.410187452841229,0.000143604161588318,9.58166666666667,0.235453274256725,0.031404276009372,0.21403806987539,0.0198680063666989,"F",FALSE
"55","TAAU",2,"TAAU2","","6/12/2019","10:55",8,7.8,8.3,8.033333333,47.5,45,47.5,46.66666667,150,9.9,0.934,44.38,22.53,545,631.5,569.1,647.5,511.6,745.7,0.230769231,0.257142857,156,312,452,1,0.243956044,0.004065934,70.71857978,"",TRUE,80.33333333,0.0124481327805995,4.38618464478105,NA,NA,NA,NA,19.63,7.94833333333333,2.105,0.511666666666667,4.575,14.09,5.03333333333333,4.52833333333333,0.373333333333333,1.81633333333333,82.123061565,55.25195175,186.180577285731,78.8467337854261,27.1037065378524,182474.340726027,122.452890688242,68.3618260975859,51.2162320782645,158.536747187772,3.9460254414825,30157.7862724136,84.3655431985609,132.5975185054,383.69417,9.00075830132717,0.480063234398165,0.053951690158844,0.542281656566866,0.000157423376261375,8.33745455858129,0.572144701746569,0.0659219400422787,0.439835102148278,0.000157423376261375,14.09,0.339362534514778,0.038584131496836,0.279588829582602,0.0270438513403549,"G",NA
"56","ASTO",1,"ASTO1","","6/12/2019","11:35",10.1,9,9.6,9.566666667,80,70,72.5,74.16666667,150,9.2,0.938666667,75.45,31.99,527.3,620,691,602.4,631.3,718.6,0.276923077,0.493150685,125,255,328,1,0.385036881,0.006417281,112.1731197,"",TRUE,95.66666667,0.0104529616721097,4.56086992712635,NA,NA,NA,NA,15.62,6.77,2.375,0.403333333333333,0,14.3116666666667,5.66333333333333,2.405,0.323333333333333,1.10416666666667,68.2267930533333,64.4571149266667,148.49090457424,65.4266864218102,29.9869707092448,114080.650474993,134.960123627639,63.5606576271896,29.6267914739878,96.9165312869441,2.82529378775667,40092.6435989641,82.8344393579868,169.24504680815,271.841881,8.14521437203068,0.291000193090227,0.0542925123830894,0.57975668013131,0.00016315921345006,8.98997587527025,0.263532460493564,0.0491231368648636,0.458341420928476,0.00016315921345006,14.3116666666667,0.165067968220088,0.0307478524305495,0.299999989380857,0.0267465850649388,"S",NA
"57","TAOC",2,"TAOC2","","6/12/2019","11:56",7.5,6.4,6.7,6.866666667,45,40,45,43.33333333,150,8.9,0.940666667,39.94,23.69,544.3,525.2,602,561.9,422.8,608.4,0.182741117,0.236842105,250,447,599,1,0.209791611,0.003496527,61.24899184,"",TRUE,68.66666667,0.0145631067954096,4.22926388017001,47.5466666666667,1.38,147,431.608,13.9466666666667,5.84,2.48166666666667,0.448333333333333,2.665,12.88,2.76333333333333,2.11833333333333,0.305,0.893333333333333,57.3762173866667,67.1356406766667,125.610553484158,52.839695232477,30.4849496750568,73211.5143023739,119.571580146722,31.7209116343033,22.4230524020337,36.907624940754,2.614512178395,27628.7566121692,41.8316913266658,143.872052041483,203.286061666667,7.47367706218599,0.286799932680821,0.043981476603522,0.547452560767107,8.92133649162439e-05,5.92442846795367,0.352766064139657,0.054991255778696,0.459653198477328,8.92133649162439e-05,12.88,0.163592348486051,0.0251897495884628,0.292428486394192,0.0426217388864163,"G",FALSE
"58","GOPO",2,"GOPO2","","6/12/2019","12:14",5.2,6,5.2,5.466666667,47.5,50,50,49.16666667,150,7.8,0.948,33.28,18.93,524.3,478,586.7,530.7,372.7,647.6,0.173913043,0.215568862,260,467,634,1,0.194740953,0.003245683,57.29816319,"",TRUE,54.66666667,0.0182926829257139,4.00125413921706,48.24,2.03666666666667,92.6666666666667,330.449666666667,13.94,4.806,2.25,0.385,1.52,12.066,1.804,1.77,0.308,0.6194,41.9826938125,69.77626725,123.328935581153,46.1993778364971,19.9875764750463,44481.6912145582,113.153551611924,25.3528049976528,20.6733223112646,26.5173002415339,1.6096363506175,25735.6046543091,44.1508337939329,99.191149465025,155.6086475,6.44839915675789,0.286739281142329,0.0458010456777142,0.533835537248649,0.000100771714215285,4.6364974256694,0.379850954512661,0.0629298271612289,0.427016886531754,0.000100771714215285,12.066,0.146014839347464,0.0240620131569504,0.252337239031621,0.047537241503954,"G",FALSE
"59","SCVI",1,"SCVI1","","6/12/2019","12:34",6.3,7.4,6,6.566666667,57.5,52.5,50,53.33333333,150,8.7,0.942,51.04,23.3,507.5,640.2,550.6,537.8,608.2,669.2,0.262773723,0.336448598,206,343,450,1,0.29961116,0.004993519,87.59593675,"",TRUE,65.66666667,0.0152284263951661,4.18459144012064,50.9266666666667,1.71,67.3333333333333,242.419333333333,11.7883333333333,2.73166666666667,1.33833333333333,0.28,0.36,11.475,1.77333333333333,1.01833333333333,0.248333333333333,0.291166666666667,22.8941836033333,80.6995376833333,111.681720110078,28.9239499332221,13.5540816617676,15783.2801200287,108.193774876958,20.9950024759903,12.2735877679954,10.4035654213728,0.648116756366667,24183.996363162,35.3265780153404,31.3657490986,44.3344683333333,4.77628500291504,0.212744770079039,0.0445275302176448,0.519367406767169,9.19306438208471e-05,4.37769336725517,0.241233805096244,0.0500058731781987,0.439533356680855,9.19306438208471e-05,11.475,0.0902893668539207,0.0186898550572236,0.211007670433992,0.0338974183851296,"S",FALSE
"60","SYPU",1,"SYPU1","","6/14/2019","8:11",5.5,5.8,5.1,5.466666667,17.5,17.5,15,16.66666667,150,39.9,0.734,11.1,5.488,505.9,403.4,472.5,506,155.7,503.6,NA,NA,NA,NA,NA,1,NA,0.001132075,15.47382148,"Data calculated from Table 2 [sf 6/17]",TRUE,54.66666667,0.0182926829257139,4.00125413921706,45.8966666666667,1.58666666666667,10315,10591.584,10.7283333333333,3.77,1.41833333333333,0.223333333333333,1.01,8.745,3.88333333333333,1.86,0.180833333333333,0.2725,27.506468285,103.070328346667,97.5528329399196,40.0255747673926,15.7857434967698,20966.9938264104,79.6179948719495,35.1700520036643,19.2858526379292,16.9098425938158,0.61628825369,34055.0817925747,63.8421957417465,40.5916718647,59.3075605,5.22194482738903,0.369804738603982,0.048932713296194,0.52354890153868,0.000118251694040314,5.68191060190532,0.401277807491934,0.0482536808770947,0.430673005345758,0.000118251694040314,8.745,0.277900732067811,0.032724186530053,0.255597965064918,0.0413708829930021,"S",TRUE
"61","AESE",2,"AESE2","","6/14/2019","8:33",13,14.4,13.6,13.66666667,100,102.5,102.5,101.6666667,150,8.9,0.940666667,71.02,29.37,600.9,641,645.9,712.1,565.7,767.8,NA,NA,NA,NA,NA,1,NA,0.008571429,150.1465332,"Data calculated from Table 2 [sf 6/17]",TRUE,136.6666667,0.00731707316894705,4.91754487127415,NA,NA,NA,NA,23.0333333333333,9.62333333333333,2.20166666666667,0.32,0.846666666666667,19.9166666666667,3.74,3.25833333333333,0.23,1.28166666666667,137.3908005,108.416364216667,210.099385701137,89.2922121850915,35.1174778226592,247044.421914821,184.629356969641,45.9135731653459,37.7596966263339,116.788303620234,4.5780051933,57599.4177411782,90.1495733970915,297.726528352667,484.520646666667,11.6328828950271,0.279401890967687,0.0414286340412184,0.534821454587488,7.18126738987146e-05,8.39988776115566,0.396135268077066,0.0587799248396528,0.416560497570677,7.18126738987146e-05,19.9166666666667,0.164025911628982,0.0243059313601452,0.26882435250782,0.0261359679848081,"F",NA
"62","ERTO",2,"ERTO2","","6/14/2019","8:46",8.1,8.2,8.7,8.333333333,45,47.5,50,47.5,150,7,0.953333333,37.73,21.85,536,554.4,537.7,676.4,529.7,696.6,NA,NA,NA,NA,NA,1,NA,0.003,53.25892,"Data calculated from Table 2 [sf 6/17]",TRUE,83.33333333,0.01200000000048,4.42284862915414,NA,NA,NA,NA,13.91,3.93833333333333,2.04166666666667,0.238333333333333,0.353333333333333,13.25,2.38833333333333,1.795,0.2,0.558666666666667,41.5663326366667,74.92175931,132.892132821627,40.2433081151967,21.3834005471493,43718.9876590174,127.293850360363,29.3525409874327,21.6102624063742,32.0473145385275,1.014041878695,43846.7406293913,55.6747630499523,82.3183792076333,110.529225666667,6.39295063550706,0.284144177348501,0.0486597652327677,0.541136699252637,0.000116037714363864,5.58364952055285,0.33193985237415,0.0561851172512425,0.469667906377341,0.000116037714363864,13.25,0.138163730524284,0.0235669433248085,0.249883541469741,0.021781329137518,"S",NA
"63","MYLI",1,"MYLI1","","6/14/2019","9:03",8.5,7.2,7.4,7.7,0,0,0,0,150,149.2,0.005333333,0,0.177,30.99,25.15,26.81,29.35,25.15,30.99,NA,NA,NA,NA,NA,1,NA,0,0,"Data calculated from Table 2 [sf 6/17]",FALSE,77,0.012987012987013,4.34380542185368,43.2166666666667,1.25,88.6666666666667,323.609666666667,12.7666666666667,3.63166666666667,2.33,0.306666666666667,0.825,12.195,3.29166666666667,2.525,0.238333333333333,0.616166666666667,29.305547122,57.682812958,104.42915846342,31.9831950448589,18.2184443108179,23555.275391906,115.587272646039,37.9458079682147,23.6573122824582,39.8119162826604,0.859797506156,29812.1668494259,74.1440266437722,66.53961645138,105.744634666667,5.37204448047647,0.43138274773702,0.0637811920121298,0.5243496541228,0.000300969980172534,6.29576380739725,0.408921645673684,0.054867109516406,0.415252335617738,0.000300969980172534,12.195,0.210802797277918,0.0275366026773542,0.215519827230103,0.0181220471387331,"G",FALSE
"64","DIBU",1,"DIBU1","","6/14/2019","9:19",11.5,12.5,12.2,12.06666667,70,52.5,60,60.83333333,150,6.5,0.956666667,66.58,27.29,530.8,650.8,620.3,670.2,583.5,749.1,NA,NA,NA,NA,NA,1,NA,0.004615385,82.22329916,"Data calculated from Table 2 [sf 6/17]",TRUE,120.6666667,0.00828729281539025,4.7930319234339,NA,NA,NA,NA,16.7714285714286,8.89857142857143,4.25571428571429,0.478571428571429,1.08142857142857,15.36125,6.66875,3.5925,0.41,1.55257142857143,84.93343229,45.9833775166667,147.847888280013,97.3515341880219,45.8098496746614,238835.550174006,143.958718568657,77.8083185335568,40.4473613783534,181.717627947889,4.049022583255,60509.631289691,78.5225151221617,422.50415306305,727.758122857143,9.06055058661137,0.377344706946815,0.0616255959554348,0.662785540329441,0.000242797693579425,9.96584600446307,0.363287482475713,0.0543922193037706,0.484500062794867,0.000242797693579425,15.36125,0.230819650167099,0.0347124838820481,0.354563759458519,0.0216128128767882,"S",NA
"65","QUMU",2,"QUMU2","","6/14/2019","9:33",6.2,6.5,6.2,6.3,27.5,25,27.5,26.66666667,150,28.5,0.81,11.1,7.063,362.9,250.5,380.8,466,193.9,576.9,NA,NA,NA,NA,NA,1,NA,0.002222222,33.51959665,"Data calculated from Table 2 [sf 6/17]",TRUE,63,0.0158730158730159,4.14313472639153,45.8766666666667,1.78666666666667,10969.6666666667,11346.7626666667,9.39,3.66333333333333,0.936666666666667,0.261666666666667,0.241666666666667,7.435,2.22666666666667,1.94833333333333,0.258333333333333,0.3045,22.267769085,81.58920241,93.0836117388384,35.4855335930066,12.0850497456977,16034.6765349281,71.5613862376185,28.1006373644374,22.8842676892683,17.3315449109204,0.574192376131667,27718.0281235781,66.7084678891561,20.5435868707,33.375377,4.71245034233574,0.412669268128582,0.0537111752658402,0.52993771396431,0.00015983427929777,3.97703929663674,0.497669062998512,0.0669028962518756,0.423764069997112,0.00015983427929777,7.435,0.275954783252291,0.0354485484454213,0.264779052010509,0.0299315753711089,"S",TRUE
"66","MABR",2,"MABR2","","6/14/2019","9:49",3.9,3.7,3.2,3.6,9,15,13.5,12.5,150,85.7,0.428666667,2.219,4.191,75.68,120.3,516.2,270.4,92.2,368.5,NA,NA,NA,NA,NA,1,NA,0.001666667,13.30438711,"Data calculated from Table 2 [sf 6/17]    spread foraward on left then evened pot around 40 cm and spread backwards",TRUE,36,0.0277777777777778,3.58351893845611,48.59,3.01666666666667,99.3333333333333,397.936333333333,7.065,2.12,0.6,0.2475,0.32,5.33253802325,2.28074322225,0.75400828875,0.235,0.11225,9.24033994225,83.982559405,54.3540852885728,22.9142122344507,7.73745583023872,4098.21501779484,49.2447878671871,23.1387823766356,8.29270713174142,3.4304415762047,0.2324260942865,18221.2287646213,35.1074945282097,5.7174335472025,9.1748945,3.0219220645753,0.269727677153803,0.0502058258456557,0.524149963553096,0.000141208682463997,3.47455067670773,0.236540673145106,0.0440293279260669,0.418108361833573,0.000141208682463997,5.33253802325,0.149795535875882,0.0286852304785782,0.233069417604066,0.0575169745821579,"F",FALSE
"67","CABR",2,"CABR2","","6/14/2019","10:07",7.5,6.2,6.7,6.8,40,40,35,38.33333333,150,17.1,0.886,26.63,18.73,500.7,505.5,643.9,475.1,439.9,619,NA,NA,NA,NA,NA,1,NA,0.00375,61.871595,"Data calculated from Table 2 [sf 6/17]",TRUE,68,0.0147058823529412,4.21950770517611,50.7033333333333,1.25333333333333,129.333333333333,537.827333333333,14.4733333333333,10.115,3.50333333333333,0.376666666666667,0.605,13.2233333333333,8.26166666666667,3.02,0.401666666666667,1.41566666666667,94.2381030283333,67.3408028566667,132.432464448896,89.9762506985409,45.6499688833511,214755.785589368,128.056570502499,86.0143918301894,33.5842382006556,164.578647386196,3.47025419406167,58841.5486826317,110.216582290136,346.549631232367,565.134743,9.52452087285849,0.323191352245188,0.0564548218389603,0.602809174222678,0.000189057896797712,10.3993077232312,0.319888957318172,0.053094401343182,0.471463731970711,0.000189057896797712,13.2233333333333,0.24568870935818,0.0411668255244572,0.399550752473802,0.0360488461827207,"S",FALSE
"68","DUFU",2,"DUFU2","","6/14/2019","10:31",5.1,5.5,5.4,5.333333333,30,37.5,37.5,37.5,150,22.6,0.849333333,28.85,17.22,634,459.8,641.3,560.4,406.8,656.6,NA,NA,NA,NA,NA,1,NA,0.002608696,41.25988028,"Data calculated from Table 2 [sf 6/17]",TRUE,53.33333333,0.0187500000011719,3.97656152650322,48,1.78,87.3333333333333,367.915333333333,11.24,3.97833333333333,1.16,0.343333333333333,0.426666666666667,10.054972996,3.6702923945,1.94808136416667,0.313333333333333,0.629833333333333,32.9838408433333,52.935557835,105.685161545415,39.2114225764775,15.5917033471696,23916.8571277001,97.355933197711,39.1927244136739,20.7352410175611,27.9568492236042,1.12909821974333,21740.0860584505,45.3604077563599,39.9513155590667,53.947415,5.70714628222091,0.345875669282562,0.0531298457213715,0.495274181562661,0.000151866153881926,6.04855257654205,0.325709518322874,0.0501677589515995,0.423064094321542,0.000151866153881926,10.054972996,0.2017013034168,0.0306292856796814,0.251029314419063,0.0336130060145711,"S",FALSE
"69","NECU",2,"NECU2","","6/14/2019","10:43",10.1,12.5,11,11.2,62.5,70,62.5,65,150,16,0.893333333,59.91,29.99,502,535.5,585.9,572.4,553.9,642.7,NA,NA,NA,NA,NA,1,NA,0.006,99.81392,"Data calculated from Table 2 [sf 6/17]",TRUE,112,0.00892857142857143,4.71849887129509,49.9366666666667,2.32,205.333333333333,612.251333333333,16.4683333333333,3.91666666666667,1.89833333333333,0.206666666666667,0.736666666666667,14.2483333333333,1.39166666666667,1.46,0.241666666666667,0.415166666666667,42.60415613,103.093437873333,160.676912119001,38.4994744055785,21.8438239397933,48010.1327388728,137.372207417888,26.5614149456555,17.4582623052305,24.1774438675237,0.879594345951667,52916.5814948425,61.8346869269234,80.5957450215167,120.674938666667,6.51602908359438,0.224024254751193,0.0442114215468771,0.542819175543992,9.23407204978949e-05,4.33686412616283,0.359193166427753,0.0710279927390906,0.439147206161418,9.23407204978949e-05,14.2483333333333,0.102490271802668,0.0206158573141412,0.212997626108988,0.0189165498498523,"F",FALSE
"70","AMIN",1,"AMIN1","","6/14/2019","10:57",8.8,9.3,10.2,9.433333333,62.5,52.5,55,56.66666667,150,5.6,0.962666667,53.26,24.44,503.4,483.5,547.4,698.4,563.4,712.2,NA,NA,NA,NA,NA,1,NA,0.00375,67.22542,"Data calculated from Table 2 [sf 6/17]",TRUE,94.33333333,0.0106007067141555,4.54683460893979,48.8333333333333,1.69,84.6666666666667,340.881666666667,12.845,4.3,2.01333333333333,0.21,1.16,11.0966666666667,2.39666666666667,1.85166666666667,0.143333333333333,0.364333333333333,38.62592036,108.010956916667,110.356528221519,39.2838151217781,19.6028024930206,29422.6135310175,100.707961570737,31.2405424617948,21.6678386592825,27.6134023979651,0.789095972611667,36799.6448252319,76.6241702847569,80.1910939813333,115.8689985,6.17024134958676,0.301734822641517,0.049881257107437,0.491611063390187,0.000124689284733964,5.13447837426669,0.373583568167972,0.063013174246885,0.4082636001138,0.000124689284733964,11.0966666666667,0.168409320796051,0.027789798103276,0.23550751911855,0.0229596751371754,"F",FALSE
"71","MIAL",1,"MIAL1","","6/14/2019","11:18",5.6,4.4,4,4.666666667,15.5,16.5,21.5,17.83333333,1500,41.7,0.9722,11.1,5.45,363.6,368.6,598.6,508.3,196.4,560.2,NA,NA,NA,NA,NA,1,NA,0.001818182,32.91692766,"Data calculated from Table 2 [sf 6/17] started a few seconds after ignition",TRUE,46.66666667,0.0214285714270408,3.84303013401262,47.5933333333333,1.20666666666667,3251,3526.205,11.565,4.92333333333333,0.695,0.365,1.035,9.10333333333333,3.45833333333333,1.98666666666667,0.281666666666667,0.547166666666667,38.4036507916667,71.0349275,105.393338752896,50.4144671301241,13.5663422044555,29708.3431800161,89.2023908225331,36.6677965390639,23.2490891886708,25.226351550851,1.40246298959333,20543.4927367798,44.4578556354775,30.1557818633333,44.082369,6.14437564592933,0.317841875891432,0.0467217131302844,0.490551349496403,0.000105664112029246,5.5663112348839,0.353253256816764,0.0531335304019421,0.398210321565804,0.000105664112029246,9.10333333333333,0.225349004273419,0.0325505036903368,0.260073178252314,0.054924358841819,"S",TRUE
"72","CASYf",2,"CASYf2","","6/17/2019","8:21",6,6.4,6.6,6.333333333,30,27.5,37.5,31.66666667,150,17.6,0.882666667,26.64,9.85,535.1,545.6,388.7,516.1,415.2,564.7,0.132,0.112,258,530,852,1,0.122,0.002033333,33.42193796,"",TRUE,63.33333333,0.0157894736850416,4.14841178343974,NA,NA,NA,NA,8.81666666666667,2.65333333333333,1.15,0.15,0.465,8.1,1.31333333333333,1.07333333333333,0.145,0.1478,16.5521711975,114.012500125,84.0589503800259,26.6553892948056,13.5701516238774,12347.6618508013,79.0348289323628,17.4495660475081,13.6514184854797,7.75233945058215,0.2437108566775,42587.5041685262,55.0385003233158,20.397360818975,27.652084,4.03493738039509,0.249060202866753,0.0483331185588835,0.535823689565838,0.000121350459567298,3.24715322350514,0.330746439431514,0.0614427026652806,0.468029561264166,0.000121350459567298,8.1,0.135065292737822,0.0248998960313473,0.257502511764311,0.026035630299515,NA,NA
"73","GOBA",2,"GOBA2","","6/17/2019","8:41",10.5,10.8,11,10.76666667,75,77.5,85,79.16666667,150,5.5,0.963333333,62.16,28.2,550.4,548.9,630.5,608,636.9,732.4,0.34,0.319,138,244,357,1,0.3295,0.005491667,98.51607006,"",TRUE,107.6666667,0.00928792569371891,4.67904003486414,47.1533333333333,2.20333333333333,230,821.825,12.2433333333333,6.00833333333333,3.664,0.742,3.335,11.2833333333333,2.68166666666667,1.98,0.285,0.507333333333333,45.5027285883333,90.4354930233333,115.711274317952,50.0995565719176,35.3973370729674,74970.654302442,108.111910745413,33.6686459151831,24.5176436056683,33.0868602418987,3.489267888758,24635.4711520761,63.9607955793741,182.19702413458,298.6228518,6.69739866278656,0.294961909270857,0.0472259943414457,0.606909009567107,0.000107468138941752,5.36638339408559,0.38020634696993,0.060901326136906,0.477656182448471,0.000107468138941752,11.2833333333333,0.175099708050095,0.028120110331339,0.33493389417139,0.0638792264315317,"S",FALSE
