"","IndLeafCode","Species","FreshL","FreshW","FreshH","FreshTH","Petole","DryL","DryW","DryH","DryTH","DryWeight","Areacm2","SLAcm2g.1","Comments","freshL3D","freshW3D","freshH3D","freshHull","dryL3D","dryW3D","dryH3D","dryHull","FG"
"102","CASYf2-2","CASYf",8.05,2.78,1.09,0.13,0.53,7.73,1.24,0.98,0.12,0.15,17.23480424,114.8986949,"",78.2535776894826,28.8791350145913,10.7413685244685,10747.7015284506,70.0399075711858,16.2284423104157,11.2869488883023,5266.45694165558,"G"
"103","CASYf3-1","CASYf",7.94,2.42,0.55,0.15,0.53,6.37,1.22,0.94,0.14,0.094,12.38140893,131.7171163,"",75.0293183599018,23.9089370017072,9.11194389055833,6580.97421567559,65.0619299416116,18.1520536782414,16.2960276963471,8692.49240132548,"G"
"104","CASYf3-2","CASYf",7.42,2.53,1.3,0.18,0.35,6.84,1.2,1.07,0.13,0.128,13.19380874,103.0766308,"",69.0334047231528,25.4627613383626,12.5417449690334,7225.36769275391,74.0947943891385,16.1694428236285,13.522960212049,7072.51600315377,"G"
"105","CASYs1-1","CASYs",9.7,1.79,0.86,0.11,0.46,9.39,1.77,1.01,0.33,0.166,14.90742538,89.80376736,"",91.8775923099677,19.0752724915856,12.982383045754,8873.73985399364,87.0426311180008,18.0436178589018,11.2087169003668,7422.68279542554,"S"
"106","CASYs1-2","CASYs",7.94,1.37,1.22,0.12,0.51,7.83,1.22,0.94,0.19,0.118,10.48076757,88.82006414,"",74.5117187885816,18.5680143976499,14.9202071213771,7339.89620403626,65.7610911039385,16.5379471085864,9.68772183246216,4750.66891304739,"S"
"107","CASYs2-1","CASYs",7.56,1.9,1.6,0.23,0.4,7.37,1.53,1.38,0.24,0.145,12.46570984,85.97041266,"",61.6660307770641,16.547619649877,14.4379060129123,5102.43997780232,54.8565170509046,20.8972065803385,12.7783818872392,5942.79741432459,"S"
"108","CASYs2-2","CASYs",6.29,1.5,1.37,0.17,0.55,6.48,0.93,0.99,0.17,0.091,8.078263413,88.77212542,"",48.4867010358048,16.0453811045717,12.4135401899718,3436.49090534453,56.6004623220803,13.985490877381,7.13406960145027,2943.0019131542,"S"
"109","CASYs3-1","CASYs",6.25,1.17,1.87,0.17,0.36,6.32,1.05,0.61,0.13,0.122,10.67424388,87.49380233,"",48.3743167165557,12.6560274811763,12.2498349813365,3019.87145927709,47.7757886710365,12.8129856673791,9.07673577597183,2386.3608552963,"S"
"110","CASYs3-2","CASYs",6.66,1.43,2.02,0.2,0.32,6.69,1.21,0.63,0.16,0.135,12.17173193,90.16097725,"",61.2730943481936,16.5814994381035,15.0352263339424,5143.23469540993,61.9201819324271,14.7870394035853,8.7195867644225,3625.45667109979,"S"
"111","CHLA1-1","CHLA",8.25,1.44,1.15,0.38,0.93,8.21,0.69,0.91,0.25,0.163,12.20943795,74.90452728,"",82.1978164862128,14.4798995674226,11.6973093308621,5498.67395272733,71.2695096143804,10.0310865019678,7.40654287101325,2166.38456211082,"G"
"112","CHLA1-2","CHLA",6.8,1.55,0.25,0.35,0.79,6.59,1.23,0.68,0.3,0.099,6.645721476,67.12849975,"",62.8644113112411,14.693700570336,4.80622308898146,1598.6307526347,56.9269841749841,13.337031671472,6.79885596338529,2060.19089317372,"G"
"113","CHLA2-1","CHLA",6.97,1.63,0.2,0.37,0.7,6.13,1.15,0.94,0.2,0.108,7.558264453,69.98393012,"",68.8232976997914,16.3151741587411,4.96232106781401,2185.89208876814,57.4990972321922,14.7728193318846,13.7151064171212,4465.01691997948,"G"
"114","CHLA2-2","CHLA",6.6,1.38,0.2,0.38,0.81,6.98,8.28,0.39,0.31,0.061,4.982212258,81.67561078,"",64.1552085024204,13.1531438296937,3.53241083753965,1185.56151763111,46.1029204095342,10.1864194675822,4.92821181703503,1000.04799631547,"G"
"115","CHLA3-1","CHLA",7.92,1.97,0.59,0.37,0.7,7.37,1.38,0.74,0.23,0.099,8.984354791,90.7510585,"",74.8860583012407,20.4684765049889,6.72113822454725,3681.38321100957,65.0467321050709,17.5836706461217,8.79728864462319,4000.1700859605,"G"
"116","CHLA3-2","CHLA",7.8,2.06,1.47,0.34,0.73,6.86,1,1.03,0.21,0.151,11.02270197,72.99802628,"",67.5838399713689,21.30915656653,13.9393899257431,6043.1282923943,59.9170883176848,12.2558668961051,11.2166062884085,3174.50823615208,"G"
"117","COLA1-1","COLA",5.63,2.49,0.74,0.17,0.34,5.27,2.56,0.73,0.13,0.151,11.71660739,77.59342643,"",50.6987144662301,25.0898541408957,10.3046219620857,5627.38089387547,50.94873619711,25.7138253073308,8.30276027839984,4971.48636780076,"G"
"118","COLA1-2","COLA",3.3,1.9,0.92,0.19,0.16,3.68,1.95,0.55,0.19,0.062,6.142281622,99.06905842,"",33.5578187621673,21.3312747882994,8.74826775599645,2415.53375622667,34.9991428736122,19.0321575266319,6.56193796848052,2057.71591735651,"G"
"119","COLA2-1","COLA",3.8,2.34,0.47,0.1,0.11,3.41,2.41,0.72,0.13,0.08,7.281060707,91.01325883,"replaced fresh measurements with 3d scan measurements. bad calipers? Original fresh values 1.49, 0.98,0.17,0.05. sf 090619",38.0288320388609,23.4182133804409,4.65561370365813,1653.81295578677,35.8715697681821,24.9547081500341,8.70280275530873,3178.51148863655,"G"
"120","COLA2-2","COLA",3.11,2.27,0.36,0.12,0.15,3.25,2.07,0.41,0.11,0.065,6.115543324,94.08528191,"replaced fresh measurements with 3d scan measurements. bad calipers? Original fresh values 1.39, 0.89,0.47,0.06. sf 090619",31.0792098422869,22.709364664237,3.64738223094716,1143.1343550544,31.8461754902272,23.48598635551,7.76258034234822,3053.30608442055,"G"
"121","COLA3-1","COLA",6.55,3.5,0.57,0.16,0.25,6.02,3.49,0.6,0.14,0.22,17.87867392,81.26669964,"",64.7023961975885,34.9332127293029,9.12676493672332,8990.77557332886,58.71560052322,35.5939827921078,10.3781349881717,8837.20744858563,"G"
"122","COLA3-2","COLA",5.21,3.2,0.27,0.16,0.18,4.76,3.1,1.09,0.15,0.149,13.03710654,87.49735934,"",49.6292137015922,33.3887889405529,6.92367161362662,3988.65849229165,45.814133299056,33.4682012151401,12.9308886499855,8564.55991238812,"G"
"123","CRFL1-1","CRFL",16.86,6.66,4.03,0.31,5.21,11.9,4.01,2.68,0.19,0.711,79.22113188,111.4221264,"",149.800537792775,72.7260779843834,48.7198843613935,150762.994834866,111.265215318273,66.554857443363,34.4979239613477,77964.3111324792,"G"
"124","CRFL1-2","CRFL",15.86,5.93,2.75,0.24,4.5,12.97,3.17,3.49,0.24,0.584,58.35400516,99.9212417,"",152.225309157001,58.0802048981251,39.4977858152785,103718.178362204,121.212376835109,46.1838248821058,53.8077292555191,67258.0856634615,"G"
"125","CRFL2-1","CRFL",15.18,6.27,2.2,0.2,3.22,11.84,2.18,2.89,0.29,0.727,57.36791394,78.91047309,"",127.595009699012,60.5827592467645,31.6760374744793,77558.4246747104,106.943034512511,36.4365162509122,37.1064554701098,56618.354026431,"G"
"126","CRFL2-2","CRFL",14.2,5.59,1.29,0.34,3.19,11.33,2.94,1.25,0.27,0.54,47.7953166,88.50984555,"",91.8494133233106,53.757484494632,21.2090338113528,40414.6681224705,102.606383468943,33.4006418995336,13.5605448598223,20329.9420687355,"G"
"127","CRFL3-1","CRFL",19.8,7.69,1.16,0.19,4.84,15.1,5.97,3.52,0.3,0.835,83.02542535,99.43164712,"",148.291856035948,83.4442185880811,23.7804617252971,93550.6984578436,135.570592628471,64.1517888856767,35.7153071365536,95710.4898689034,"G"
"128","CRFL3-2","CRFL",16.5,6.19,1.29,0.29,0.39,12.83,5.27,1.64,0.33,0.435,57.64103167,132.5081188,"",NA,NA,NA,NA,118.198100279229,57.7967048012199,25.6811205897712,63919.6637495978,"G"
"129","CUVE2-1","CUVE",13.41,4.59,1.6,0.23,0.05,12.42,2.34,2.87,0.2,0.407,47.91560309,117.7287545,"",127.56607749771,47.5313047982199,13.1357943680898,32462.3963572311,106.947120750846,37.9659195080064,23.9163760404886,30685.5397339696,"G"
"130","CUVE2-2","CUVE",10.32,3.73,1.16,0.2,0.04,8.98,1.95,1.83,0.16,0.228,28.19420884,123.6588107,"",92.5552875561668,35.0519920788051,9.4908621072991,13210.0190625515,87.5534215272421,30.4004787016229,19.7768322240232,17831.1383806102,"G"
"131","CUVE3-1","CUVE",14.83,4.21,1.3,0.23,0.66,12.85,3.44,3.56,0.21,0.393,49.24262553,125.2993016,"",132.25557316157,45.1280651195235,10.8866778194672,37986.5767372258,120.293416679237,44.1885797935206,34.9850826573073,71515.9596302235,"G"
"132","CUVE3-2","CUVE",14.28,4.69,1.59,0.18,0.67,13.35,4.41,2.18,0.26,0.4,52.81107717,132.0276929,"",126.712020395789,53.2533725905163,16.2902098124595,50159.4405988872,128.386755960034,47.8303970457539,26.6397555440872,57360.2986237062,"G"
"133","DAFA1-1","DAFA",12.86,1.59,1.05,0.19,0.76,9.59,1.49,2.06,0.19,0.158,15.28047123,96.71184323,"",123.932256681283,16.7815163396478,11.2606467827715,7178.84993950862,92.4106649525025,31.7787909164339,16.2951777885324,21544.5817895817,"G"
"134","DAFA1-2","DAFA",12.22,1.49,1.4,0.21,0.61,11.26,1.44,1.58,0.13,0.137,15.30219162,111.6948293,"",116.647511452865,18.1678925726051,17.4942247099825,12085.7918253382,101.472854329856,28.7580207376715,14.8785502284905,15298.1433724814,"G"
"135","DAFA2-1","DAFA",10.69,1.53,0.73,0.19,0.77,8.16,1.5,1.81,0.14,0.115,12.68363055,110.2924395,"",101.307072598,17.5175584545483,5.69437940670572,3279.41584474721,79.6562429238569,27.1352234060966,15.566688168392,14457.2669856468,"G"
"136","DAFA2-2","DAFA",8.51,1.91,0.45,0.19,0.42,6.58,1.78,1.78,0.11,0.098,11.9313023,121.7479827,"",80.5233607309665,20.1758448347213,5.73204298378455,4264.40945308481,63.5618284184562,26.233654130915,17.7170584947465,9470.41889902434,"G"
"137","DAFA3-1","DAFA",9.74,1.7,0.37,0.25,0.42,7.52,1.52,3.21,0.17,0.11,11.58994098,105.3630998,"",96.7374227566049,18.5079021328628,5.27855421825153,3796.24828593752,74.770824747892,27.5390264841876,17.4304753760579,9948.94626579111,"G"
"138","DAFA3-2","DAFA",8.88,1.81,0.84,0.26,0.29,8.49,1.73,0.64,0.13,0.12,10.88786353,90.73219607,"",77.5885570426753,19.2892527643541,7.20443655920008,3659.04154233967,77.4800512787972,19.5848681081778,6.75895674219629,4383.9231094925,"G"
"139","DARA1-1","DARA",9.29,1.65,0.97,0.23,0.35,8.79,1.43,1.52,0.12,0.095,10.90492443,114.7886782,"",86.2209361081042,17.9778365825203,7.98341728450382,4234.02099894526,80.9508279350321,18.1609614719401,13.7930215812433,6081.16322712896,"G"
"140","DARA1-2","DARA",8.21,1.85,0.78,0.27,0.6,7.13,1.74,2.04,0.17,0.088,NA,NA,"",79.4836806458342,20.4919796458693,9.07131384162221,5374.77765820643,64.0437382898724,20.6219455381897,19.8111780615979,8235.98514794466,"G"
"141","DARA2-1","DARA",8.35,1.87,0.49,0.26,0.53,7.95,1.6,1.31,0.14,0.089,10.94987057,123.0322536,"",74.5538485513938,20.7076989206604,6.18856667269491,3832.49309117792,71.0066736880384,20.6172161145016,12.3558656877551,5805.83638726688,"G"
"142","DARA2-2","DARA",8.72,2.45,0.66,0.3,0.33,8.17,2.05,1.32,0.18,0.15,13.23337855,88.22252367,"",85.416507691621,22.5699951841709,10.0346063357652,6593.43857699953,76.844542619884,21.0636477892839,14.9935485302984,9101.002943384,"G"
"143","DARA3-1","DARA",9.89,2.26,0.57,0.24,0.31,9.37,2.08,1.22,0.11,0.1,15.92749503,159.2749503,"",94.4787563713961,26.0029319963896,6.40018325788256,6336.08138826366,93.0458942586729,23.743794724572,15.0956932507947,9908.78440261012,"G"
"144","DARA3-2","DARA",8.12,1.75,0.5,0.27,0.38,7.67,1.77,0.89,0.11,0.087,9.913098453,113.9436604,"",76.708446737387,20.6416029712997,5.46190889885311,3513.10574101973,69.2357920976884,18.1558335743826,9.95284467732915,4780.12742230123,"G"
"145","DIBU1-1","DIBU",NA,NA,NA,NA,NA,17.2,8.08,3.7,0.48,1.725,NA,NA,"",109.773167477665,157.226013484146,58.3269056995949,231160.184035206,160.322090831453,80.2894197258503,47.6127469785756,199029.590487229,"S"
"146","DIBU1-2","DIBU",16.6,7.86,3.36,0.5,1.12,15.6,4.99,3.43,0.35,1.562,NA,NA,"",163.47724430732,83.9493299106279,35.4831553089519,205229.913903194,146.937846987421,70.6527343666589,36.9843794838706,107719.149479725,"S"
"147","DIBU1-3","DIBU",12.5,7.73,3.52,0.45,0.92,11.81,5.89,3.49,0.34,1.046,NA,NA,"",118.292022060998,91.8872145052081,39.6472852352349,132404.680944185,108.747649737075,62.7160724391646,33.1310091243068,72693.8632128314,"S"
"148","DIBU2-1","DIBU",16.2,7.5,2.76,0.46,1.13,14.98,5.84,3.07,0.43,1.362,74.9072337,54.99796894,"",144.323620982194,72.8900587010611,24.4082409147447,88961.4017404801,132.14803154342,61.700019656482,38.1029629626597,100870.068654646,"S"
"149","DIBU2-2","DIBU",19.5,9,4.82,0.49,1.68,16.2,3.06,3.74,0.4,2.087,NA,NA,"",165.305551183092,87.8750002433986,50.9101532054967,258172.440414765,148.379119474194,73.2824335973333,43.365792283982,165696.632937185,"S"
"150","DIBU3-1","DIBU",17.9,8.4,5.15,0.46,1.31,16,5.83,2.66,0.43,1.706,53.2966676,31.24071958,"",152.18075241371,81.9593243720425,46.9542922053549,193355.669150128,149.069250311046,65.3346066977871,32.3019470032755,109025.258416369,"S"
"151","DIBU3-2","DIBU",13.2,8.5,3.17,0.52,0,12.8,8.46,1.76,0.48,1.38,71.36179276,51.71144403,"",132.391515724993,83.6738689949854,41.0001131272171,133450.486140158,128.749220336698,89.5739430718291,25.097789474324,108270.593923244,"S"
"152","DIBU3-3","DIBU",21.5,13.3,7.01,0.47,1.41,18.3,11.2,6.89,0.37,NA,140.1680351,NA,"",197.039232090128,119.351463292706,69.7486517006958,667949.625063933,177.31653932795,118.917318713349,66.9822637158328,590435.866471886,"S"
"153","DUFU1-1","DUFU",11.7,4.65,1.28,0.24,0.63,9.82,4.26,2.78,0.31,0.69,35.98444416,52.15136835,"",105.755134348687,43.306415940431,18.9227411946213,27292.4048719495,92.7701522752956,44.5093532456019,30.9562512683958,35996.8119653386,"S"
"154","DUFU1-2","DUFU",10.7,4.1,0.89,0.27,0.61,8.94,3.27,2.01,0.49,0.513,30.80803874,60.05465642,"",98.7739345257123,39.9634104772417,12.5999189050485,20202.6120307926,86.1475587929832,39.5291662255903,20.6038648969593,31024.1111400594,"S"
"155","DUFU2-1","DUFU",10.95,3.94,0.99,0.38,0.42,9.210338301,4.161732033,2.189812936,0.22,0.653,31.02122828,47.50570946,"Replaced dry measurements with 3d scan measurements. Bad calipers? Sf 090619",102.379157568571,40.9956074368428,10.6199605814049,18853.1784942579,92.1033830077899,41.6173203323857,21.8981293570939,26116.9771844446,"S"
"156","DUFU2-2","DUFU",9.09,3.04,0.89,0.39,0.36,7.679499675,3.140022334,1.718675249,0.28,0.36,19.8879889,55.2444136,"Replaced dry measurements with 3d scan measurements. Bad calipers? Sf 090620",86.1877981445838,32.9914147245992,12.4155019710498,13097.5086480039,76.7949967467722,31.4002233427764,17.1867524947206,16156.3932418843,"S"
"157","DUFU3-1","DUFU",12.76,3.97,2.17,0.37,0.29,12.73,3.49,1.85,0.29,0.805,40.88694332,50.79123393,"",121.625317789962,44.134937665569,26.6700831426259,47554.3391029287,121.210186301426,37.891864795738,18.2604696307535,31983.5117133747,"S"
"158","DUFU3-2","DUFU",12.24,4.17,0.74,0.41,0.25,11.95,3.7,1.14,0.29,0.758,39.31440166,51.86596525,"",119.389626894973,33.8767492141815,12.3220142882671,16501.099618268,115.109322061999,40.2084185399512,15.5059784574435,26463.2900965237,"S"
"159","ERDE1-1","ERDE",11.02,2.84,1.18,0.24,0.66,10.84,2.85,0.78,0.19,0.431,26.00496591,60.33634782,"",101.731059550175,31.3299710209161,15.5962431190072,16273.3557138782,100.828117696543,27.5126135289402,11.1460619628723,12134.1856599792,"G"
"160","ERDE1-2","ERDE",9.18,2.87,0.96,0.26,0.61,8.54,2.62,0.94,0.19,0.281,19.14519468,68.13236543,"",83.8476453904571,28.8238029235201,8.82111686347363,8304.28432264974,80.5299061307865,27.3237062777096,9.84656801664912,7746.45906630035,"G"
"161","ERDE2-1","ERDE",6.21,2.82,0.85,0.25,0.38,6.22,1.11,1.04,0.22,0.186,14.43703206,77.61845192,"",59.5381542075045,28.1929561676681,10.2996301645182,6919.64352266698,59.257174082324,14.2078778484512,13.5402051108292,4915.61813192365,"G"
"162","ERDE2-2","ERDE",5.4,2.55,1,0.25,0.49,4.91,2.06,1.25,0.15,0.129,9.824783218,76.16111022,"",49.4896017982905,25.4444486330287,8.96075676105962,4328.66453280742,44.938376303085,20.4507238055109,11.6719536971233,3800.36670363489,"G"
"163","ERDE3-1","ERDE",8.24,3.81,0.52,0.24,0.23,7.92,3.86,0.87,0.24,0.292,23.50683471,80.50285858,"",78.9815481285773,39.8642787257326,7.99659255499188,11658.6641762111,75.3258379903043,38.1959415542101,12.213515944086,12777.7797406699,"G"
"164","ERDE3-2","ERDE",9.06,2.25,0.66,0.2,0.36,7.67,2.28,0.105,0.14,0.154,15.20097318,98.70761807,"",76.2548433929735,24.6181728706534,6.81223702062896,6305.16622690935,74.5238875102571,23.8018409143706,16.604554632998,9405.7798615847,"G"
"165","ERGR1-1","ERGR",9.13,5.2,4.47,0.39,0.62,6.51,4.98,4.41,0.43,0.696,41.32120768,59.36955126,"",92.9578991623726,52.3472643907815,43.6839460882479,66395.9343042889,70.2211332271962,50.3153343526457,55.9710763102287,69832.3209083682,"S"
"166","ERGR1-2","ERGR",11.13,5.33,2.31,0.34,0.78,10.35,4.65,3.02,0.2,0.588,43.34199217,73.71087104,"",116.332232200811,54.0938556995089,25.1497932122541,49621.8496318455,96.6871870169617,51.4595956737062,25.3125683304333,46118.7009070238,"S"
"167","ERGR2-1","ERGR",11.11,4.38,1.64,0.35,0.64,10.66,4.08,2.03,0.26,0.583,40.41497293,69.32242356,"",107.005647060746,46.6933187552949,15.9933851962605,32985.0573683897,99.2861658678548,45.9409626267799,20.1288564345732,38145.143873971,"S"
"168","ERGR2-2","ERGR",10.3,4.12,1.56,0.35,0.58,9.63,4,1.82,0.3,0.502,34.9270986,69.57589363,"",99.1028991656406,46.3718976373875,13.0765016192323,23291.6648593872,92.3474969925679,41.7023490604267,19.7520830062268,29108.7370735759,"S"
"169","ERGR3-1","ERGR",11.25,4.76,2.77,0.38,0.41,10.8,5.15,1.64,0.31,0.873,46.64478126,53.43044818,"",108.91771374286,50.3046328898294,23.3280655213852,46468.2896608623,102.446780910744,55.9724316228939,19.254316366165,50893.1290290877,"S"
"170","ERGR3-2","ERGR",8.82,4.56,1.33,0.39,0.26,8.12,4.89,1.92,0.35,0.555,34.47283428,62.11321492,"",84.3046460096306,47.0159953647245,15.8067883526633,26611.5682639528,77.2119683254408,51.8196135760959,20.737571476982,31632.0907512397,"S"
"171","ERSU1-1","ERSU",NA,NA,NA,NA,NA,10.86,3.71,2.37,0.23,0.476,34.47426797,72.42493271,"",104.573595484018,46.3969038743906,41.725909577139,65379.2994225603,100.269035058754,38.6791546645061,23.9868078735518,36898.1127759292,"S"
"172","ERSU1-2","ERSU",10.06,4.8,3.44,0.26,0.55,10.5,3.54,3.32,0.21,0.637,NA,NA,"",99.8436878422885,42.6581483311668,34.357226033444,57559.4760718746,95.8254736392103,40.8676837977591,37.0636301123563,58291.5996473137,"S"
"173","ERSU2-1","ERSU",10.51,4.28,3.08,0.29,0.55,10.86,4.6,2.22,0.28,0.601,39.82414974,66.26314433,"",101.08505895434,51.0118460623906,35.2160714808314,70639.7280161726,109.372859340364,48.5010280371006,24.7446164352037,54367.798179721,"S"
"174","ERSU2-2","ERSU",7.11,4.54,2.84,0.32,0.52,7.2,4.25,2.28,0.27,0.44,23.91952205,54.36255012,"",66.6984875560372,49.6825181496905,30.0209443892914,36344.2436557016,67.9200555641989,43.1405971903317,26.666581455948,30057.5515221471,"S"
"175","ERSU3-1","ERSU",9.66,4.49,2.93,0.32,0.48,9.34,4.32,2.93,0.26,0.578,35.595341,61.58363494,"",92.4662074492847,48.9124127956998,29.9194872569022,54433.7231192685,87.1195527985321,48.9316019129725,28.8280506929194,42465.9435169952,"S"
"176","ERSU3-2","ERSU",8.39,4.1,2.38,0.3,0.5,8.55,2.99,2.43,0.23,0.366,25.53070163,69.75601537,"",79.5811535167377,43.9903968042668,25.4882810282828,30073.8373214735,76.6403867275553,33.6573746639794,22.386207892798,18179.775078337,"S"
"177","ERTO1-1","ERTO",18.2,5.4,1.52,0.27,0,17.1,3.01,1.91,0.21,0.885,67.70660294,76.50463609,"",174.484218372809,53.5843816975215,23.0607774785833,89344.8471733222,164.627752317495,41.8955989273652,27.3257705025541,64243.0377399671,"S"
"178","ERTO1-2","ERTO",14.1,3.9,1.88,0.29,0,13.34,3.14,1.57,0.21,0.532,39.05755629,73.4164592,"",130.25832895799,36.063011858515,18.0529839761934,35120.1552435039,128.713852533491,36.1529051962412,19.376471355958,36178.2393837442,"S"
"179","ERTO2-1","ERTO",13.05,3.6,2.27,0.25,0.42,12.53,2.01,1.67,0.32,0.467,35.59677468,76.22435693,"",118.71014073013,37.9939159700812,26.1184385483903,39677.9117822013,112.854197402922,23.4535252361322,17.4254051351084,19997.9713900736,"S"
"180","ERTO2-2","ERTO",13.69,3.75,2.74,0.26,0.71,13.29,1.43,1.97,0.18,0.591,38.15361545,64.55772496,"",128.36819310185,37.3173722965597,20.168338340468,33413.6963171311,127.526032193079,22.6314550076279,20.7133266918037,23752.055886168,"S"
"181","ERTO3-1","ERTO",13.1,3.35,1.9,0.19,0.63,12.54,2.28,1.68,0.16,0.49,35.28595093,72.01214476,"",131.580818100161,40.7384616969358,18.9484413549878,32586.0239843384,124.043548690756,26.0440658508501,19.5836375038337,25554.6972001288,"S"
"182","ERTO3-2","ERTO",11.32,3.63,1.94,0.17,0.36,10.7,2.46,1.97,0.12,0.387,33.59749553,86.81523392,"",113.951097666821,35.7627051715673,21.9514235842733,32171.2914536074,105.997719024433,25.9376957063794,25.2369632489873,22557.8856310831,"S"
"183","FAMO1-1","FAMO",17.4,5.88,2.84,0.19,1.26,12.59,5.06,3.45,0.22,0.357,68.67627842,192.3705278,"",146.542455261015,63.6557914932526,31.4357938165465,87550.6108887771,112.184315185886,57.0547912114411,34.6386492206797,70489.6463229959,"G"
"184","FAMO1-2","FAMO",14.16,4.9,1.66,0.2,0.94,12.3,4.39,1.59,0.13,0.373,47.48807707,127.3138795,"",132.899227300069,50.3482275418767,16.1859025954139,40105.9024481895,111.592903304078,45.9078444927336,32.0453968208307,44715.7679101995,"G"
"185","FAMO2-1","FAMO",15.62,5.78,1.64,0.2,0.9,13.99,4.26,3.11,0.17,0.656,63.13528592,96.2428139,"",140.731018386459,63.7341271381892,19.3623194194547,57818.7506735617,130.01237242204,52.0652885043444,37.3975413248422,72242.8370080387,"G"
"186","FAMO2-2","FAMO",15.2,5.67,1.93,0.14,1.18,14.81,5.24,2.2,0.16,0.651,59.04705036,90.70207429,"",136.099044088709,59.2641260190369,16.205847749186,47866.3325348391,126.260855162961,60.0564115775244,18.3401694384768,54698.4699513823,"G"
"187","FAMO3-1","FAMO",18.3,5.86,2.28,0.21,1.21,12.61,5.37,4.88,0.19,0.618,71.9666661,116.450916,"",160.788089696636,57.6416515004449,13.0346023769103,46523.3556486103,99.5091631921844,55.0041054215851,54.8571025812508,103179.015974092,"G"
"188","FAMO3-2","FAMO",17.4,4.49,1.35,0.2,1.37,11.56,4.07,4.22,0.16,0.414,52.77602348,127.4783176,"",169.897763287425,47.9171312385844,16.1844719238472,38963.2041566508,103.791645586047,54.0674546259818,41.8964898777063,91360.0878378464,"G"
"189","GOBA1-1","GOBA",14.5,6.16,4.35,0.48,1.32,13.64,3.19,2.5,0.23,0.601,60.57980716,100.798348,"",130.993768359255,55.7065955269644,47.7304965862254,111061.220387553,130.584803435244,45.196347633233,23.1760301523245,38315.7128331924,"S"
"190","GOBA1-2","GOBA",11.29,4.52,NA,NA,0.78,10.4,1.11,1.47,0.28,0.344,33.32889392,96.88631952,"",107.938704859837,35.8094189802559,16.2500847439029,23409.8843693168,99.4840460933883,18.4935160551101,16.2746492500854,13650.1582591253,"S"
"191","GOBA2-1","GOBA",12.61,5.35,3.17,0.83,14.17,11.3,4.62,2.13,0.38,0.532,52.69494837,99.05065484,"",124.766152086516,55.387966030546,34.7170072977496,80515.6437428925,108.690858778522,50.1234523252947,27.1738263633331,48557.8584789862,"S"
"192","GOBA2-2","GOBA",11.95,4.36,2.17,0.76,1.26,11.14,1.46,1.78,0.31,0.368,30.30158814,82.34127213,"",115.069907682861,35.1027660342385,23.1650302897616,35931.0453146518,104.952588351645,24.0017955799419,22.2642626569029,23731.1994244264,"S"
"193","GOBA3-1","GOBA",10.79,8.3,4.36,0.98,1.36,10.29,3.37,2.06,0.31,0.68,47.45538896,69.78733671,"",101.30572832197,73.1642730133152,41.3937281850747,113800.590139422,96.5560131490385,35.3660012243678,29.5091251530225,40608.0938834516,"S"
"194","GOBA3-2","GOBA",12.32,7.36,4.27,0.66,1.12,10.93,2.34,1.94,0.2,0.519,48.65574498,93.74902694,"",114.193384597271,45.4263198461859,49.1276753350902,85105.5418608156,108.403154664638,28.8307626731513,28.7079680583413,33658.1385722103,"S"
"195","GOPO1-1","GOPO",13.5,5.3,NA,NA,NA,11.91,1.98,1.39,0.27,0.674,NA,NA,"",135.492108229639,45.8667601662505,19.6569635884304,50110.7914596585,118.526609678391,23.0316490169469,18.0376629361361,19373.5046633039,"G"
"196","GOPO2-1","GOPO",14.5,5.6,3.75,0.43,1.73,13.5,1.63,1.8,0.49,0.819,51.89351628,63.36204675,"",130.717299748314,49.987152872531,30.5225843029926,76043.6052331194,126.769834921836,23.0403005035402,19.7179099648677,24419.9468238696,"G"
"197","GOPO2-2","GOPO",11.6,4.3,1.83,0.44,1.36,10.75,1.16,1.16,0.3,0.492,30.18280702,61.34716874,"",102.898116199669,41.6103495675959,18.5212659967363,29809.4653760308,92.1568075368137,19.5694655252089,14.6797617264011,10936.122123437,"G"
"198","GOPO3-1","GOPO",14,4.6,1.69,0.33,1.38,11.99,2.44,2.05,0.27,0.555,39.97067275,72.01923017,"",117.744135697693,48.3853406449491,14.8596328684942,32668.6960688031,112.254649175854,32.7482648960801,19.709013941206,28807.8618034265,"G"
"199","GOPO3-2","GOPO",16.1,4.23,1.73,0.34,1.61,12.18,1.81,2.45,0.21,0.557,45.8837792,82.37662334,"",129.79301803045,45.1472859311592,16.3774356185781,33775.897935179,116.059856746723,28.3743450464877,31.2222629877122,49049.0657936325,"G"
"200","GUNI1-1","GUNI",13.8,3.8,1.05,0.19,0.43,12.92,3.02,2.15,0.17,0.197,29.56001256,150.0508252,"",122.867081649327,35.5712840836707,14.2703468272697,24471.4482743303,78.5412594445015,29.6623971373473,34.5277960271975,27574.7832308753,"G"
"201","GUNI1-2","GUNI",12.5,3.5,1.11,0.2,0.52,4.9,3.42,2.53,0.18,0.179,26.64668506,148.8641623,"",107.408522003007,34.8272631861141,15.5035200818829,21998.7502101772,48.6195662142324,35.9424622966588,32.6374852248179,17519.9771755458,"G"
"202","GUNI2-1","GUNI",10.99,3,0.76,0.18,0.44,10.05,2.32,1.39,0.12,0.184,22.45328843,122.0287414,"",102.273765774471,30.3920571486736,9.13500593572981,11587.3476148227,89.6669662118525,24.5309650173417,12.5439011345869,11465.6565518849,"G"
