"","Species","IndCode","IndLeafCode","freshL3D","freshW3D","freshH3D","freshHull","dryL3D","dryW3D","dryH3D","dryHull"
"67","BYIN","BYIN1","BYIN1-2",50.1835615453562,25.0958947382941,5.83517843493095,3130.30722652754,49.7611991810013,25.5093936618182,6.94026461674652,3510.36363332993
"68","BYIN","BYIN2","BYIN2-1",77.521677099409,24.4012912556486,9.85722642321255,7044.762770659,70.7820149559955,24.3781035100773,16.2205719486814,9901.02073008527
"69","BYIN","BYIN3","BYIN3-1",93.5415383995578,32.0840196074999,6.64823008366358,8160.51152665545,92.1914084833689,28.7188315764303,10.1714854326562,10982.7368922024
"70","BYIN","BYIN3","BYIN3-2",94.9116720539013,42.0311709452628,4.7732815194401,9076.90245112757,89.0934998638108,39.5788285850941,11.9455330345012,13978.3843253443
"71","BYLA","BYLA1","BYLA1-1",114.926491034038,40.1187123603754,14.0351948918151,25477.8240219398,103.84837799024,38.2713468471674,19.5132039461252,25467.3740751776
"72","BYLA","BYLA1","BYLA1-2",120.71387940476,38.0875926116412,13.3343098436457,22848.3237739086,115.920572531355,36.4513408300851,16.1778504649919,24549.655669618
"73","BYLA","BYLA2","BYLA2-1",128.014074254461,44.0690134002761,16.4911068664992,34011.4343296256,106.825795927951,37.603930387621,21.8736308179749,32092.3434108008
"74","BYLA","BYLA2","BYLA2-2",101.188120589746,49.2760162641177,15.8470447547788,30428.0996485497,90.4669443743787,45.4741618554764,20.5529552373038,32740.1678791591
"75","BYLA","BYLA3","BYLA3-1",100.851182401132,46.506112616282,18.7515113124919,30601.7782332211,95.0616593086713,46.3341176159565,17.2292550599633,29245.6609318704
"76","BYLA","BYLA3","BYLA3-2",80.6009390678741,36.6447103335727,11.66765155875,13236.4550207266,77.1215587837743,33.8341007100897,12.1726363461378,13649.1900381577
"77","CAAD","CAAD1","CAAD1-1",91.7419111791452,28.3870758768679,17.1192571772731,19764.9064212905,66.8840466938686,17.6963316126501,8.98150553326089,4410.08635686656
"78","CAAD","CAAD1","CAAD1-2",95.4073117253717,29.4871491082709,15.0328565156856,15882.2185712039,80.3137813007119,24.9314585101284,15.5663263040891,10910.7812163854
"79","CAAD","CAAD2","CAAD2-1",70.8322294064865,36.3722271035495,17.2145629689184,14131.4106565554,65.3479484419532,13.8830856874967,10.8908528333513,5248.123589293
"80","CAAD","CAAD2","CAAD2-2",82.8637334203249,33.7584113943473,12.2890711993673,12310.3284874943,74.598169117385,29.7697029165374,17.6210724085338,12122.8970436922
"81","CAAD","CAAD3","CAAD3-1",77.9097238853635,31.3438515959303,8.30011430654885,7735.42916663759,63.9812479925881,21.8097897210823,15.0929839177299,9901.11294829076
"82","CAAD","CAAD3","CAAD3-2",67.0321023777103,33.1826983240057,21.4241371655845,11889.8257580695,55.906970947969,24.5891167292494,14.9631743461607,8062.92349186214
"83","CABR","CABR1","CABR1-1",108.146654222898,73.0875863364572,30.3669531235703,103197.705709235,103.245500411825,77.9066733446121,25.3266967765024,85464.8557611862
"84","CABR","CABR1","CABR1-2",167.805698892463,123.140661694391,54.5937340659122,383221.062968156,149.020189580545,105.636679904227,40.9770308603523,269723.075395646
"85","CABR","CABR2","CABR2-1",133.692278550046,113.709876143727,40.8818699975633,231144.046165675,119.102028906739,99.3354820578423,25.650014835158,127374.288070395
"86","CABR","CABR2","CABR2-2",108.978188045,78.7923147828462,62.8185457605586,173907.462750977,108.470005334381,69.3667920155684,46.5053207494574,143506.006621261
"87","CABR","CABR3","CABR3-1",171.247258663033,87.0802967146909,68.8972293711832,353104.740848971,178.440273260034,111.408411268588,36.2788930484502,292617.138888865
"88","CABR","CABR3","CABR3-2",104.724708319934,64.0467685191332,16.341480981319,43959.6950931928,110.061425521471,52.4323123902985,26.7674729340132,68786.5195798227
"89","CAGU","CAGU1","CAGU1-1",97.3274000331557,39.3175304311453,12.4687825297943,17104.6361636509,92.600866470118,17.2241285292357,13.1559870088054,9846.34297962521
"90","CAGU","CAGU1","CAGU1-2",66.6779106230935,29.3594563605672,11.3544071306839,7736.25320975979,63.32059389255,21.5538376548962,9.96731687709496,5090.9555203689
"91","CAGU","CAGU2","CAGU2-1",111.486395625314,58.7978321773056,29.2240529013562,74043.3107277694,117.110992084819,40.9907652144447,19.5141817102046,34322.0165305415
"92","CAGU","CAGU2","CAGU2-2",120.878294544549,55.9463541315475,25.5667915440952,62550.9651552619,107.583139724976,34.7924280078147,25.087799682222,35176.6026202674
"93","CAGU","CAGU3","CAGU3-1",104.366527442915,52.6559005735512,17.3006604180571,34754.6252454961,103.317119310623,31.3736394947647,27.2989089658057,30453.7518335405
"94","CAGU","CAGU3","CAGU3-2",110.697413372144,41.199035735133,16.197427800821,22291.0455941749,107.805874780013,25.6779012881073,17.3073780638318,19460.7511935616
"95","CASYf","CASYf1","CASYf1-1",94.8800373962388,23.8350226685568,13.4708532706911,11251.5820058452,92.4712718450999,18.327574307387,12.1315313232115,8683.26313260763
"96","CASYf","CASYf1","CASYf1-2",91.7419111791452,28.3870758768679,17.1192571772731,19764.9064212905,82.0382855860865,20.1505460027253,16.4731518427351,9476.47253962063
"97","CASYf","CASYf2","CASYf2-1",95.4154529322342,29.4594038687479,18.4357419112402,18515.4392407923,90.5027842610545,15.6693371626505,12.197890950233,7322.83568512981
"98","CASYf","CASYf2","CASYf2-2",78.2535776894826,28.8791350145913,10.7413685244685,10747.7015284506,70.0399075711858,16.2284423104157,11.2869488883023,5266.45694165558
"99","CASYf","CASYf3","CASYf3-1",75.0293183599018,23.9089370017072,9.11194389055833,6580.97421567559,65.0619299416116,18.1520536782414,16.2960276963471,8692.49240132548
"100","CASYf","CASYf3","CASYf3-2",69.0334047231528,25.4627613383626,12.5417449690334,7225.36769275391,74.0947943891385,16.1694428236285,13.522960212049,7072.51600315377
"101","CASYs","CASYs1","CASYs1-1",91.8775923099677,19.0752724915856,12.982383045754,8873.73985399364,87.0426311180008,18.0436178589018,11.2087169003668,7422.68279542554
"102","CASYs","CASYs1","CASYs1-2",74.5117187885816,18.5680143976499,14.9202071213771,7339.89620403626,65.7610911039385,16.5379471085864,9.68772183246216,4750.66891304739
"103","CASYs","CASYs2","CASYs2-1",61.6660307770641,16.547619649877,14.4379060129123,5102.43997780232,54.8565170509046,20.8972065803385,12.7783818872392,5942.79741432459
"104","CASYs","CASYs2","CASYs2-2",48.4867010358048,16.0453811045717,12.4135401899718,3436.49090534453,56.6004623220803,13.985490877381,7.13406960145027,2943.0019131542
"105","CASYs","CASYs3","CASYs3-1",48.3743167165557,12.6560274811763,12.2498349813365,3019.87145927709,47.7757886710365,12.8129856673791,9.07673577597183,2386.3608552963
"106","CASYs","CASYs3","CASYs3-2",61.2730943481936,16.5814994381035,15.0352263339424,5143.23469540993,61.9201819324271,14.7870394035853,8.7195867644225,3625.45667109979
"107","CHLA","CHLA1","CHLA1-1",82.1978164862128,14.4798995674226,11.6973093308621,5498.67395272733,71.2695096143804,10.0310865019678,7.40654287101325,2166.38456211082
"108","CHLA","CHLA1","CHLA1-2",62.8644113112411,14.693700570336,4.80622308898146,1598.6307526347,56.9269841749841,13.337031671472,6.79885596338529,2060.19089317372
"109","CHLA","CHLA2","CHLA2-1",68.8232976997914,16.3151741587411,4.96232106781401,2185.89208876814,57.4990972321922,14.7728193318846,13.7151064171212,4465.01691997948
"110","CHLA","CHLA2","CHLA2-2",64.1552085024204,13.1531438296937,3.53241083753965,1185.56151763111,46.1029204095342,10.1864194675822,4.92821181703503,1000.04799631547
"111","CHLA","CHLA3","CHLA3-1",74.8860583012407,20.4684765049889,6.72113822454725,3681.38321100957,65.0467321050709,17.5836706461217,8.79728864462319,4000.1700859605
"112","CHLA","CHLA3","CHLA3-2",67.5838399713689,21.30915656653,13.9393899257431,6043.1282923943,59.9170883176848,12.2558668961051,11.2166062884085,3174.50823615208
"113","COLA","COLA1","COLA1-1",50.6987144662301,25.0898541408957,10.3046219620857,5627.38089387547,50.94873619711,25.7138253073308,8.30276027839984,4971.48636780076
"114","COLA","COLA1","COLA1-2",33.5578187621673,21.3312747882994,8.74826775599645,2415.53375622667,34.9991428736122,19.0321575266319,6.56193796848052,2057.71591735651
"115","COLA","COLA2","COLA2-1",38.0288320388609,23.4182133804409,4.65561370365813,1653.81295578677,35.8715697681821,24.9547081500341,8.70280275530873,3178.51148863655
"116","COLA","COLA2","COLA2-2",31.0792098422869,22.709364664237,3.64738223094716,1143.1343550544,31.8461754902272,23.48598635551,7.76258034234822,3053.30608442055
"117","COLA","COLA3","COLA3-1",64.7023961975885,34.9332127293029,9.12676493672332,8990.77557332886,58.71560052322,35.5939827921078,10.3781349881717,8837.20744858563
"118","COLA","COLA3","COLA3-2",49.6292137015922,33.3887889405529,6.92367161362662,3988.65849229165,45.814133299056,33.4682012151401,12.9308886499855,8564.55991238812
"119","CRFL","CRFL1","CRFL1-1",149.800537792775,72.7260779843834,48.7198843613935,150762.994834866,111.265215318273,66.554857443363,34.4979239613477,77964.3111324792
"120","CRFL","CRFL1","CRFL1-2",152.225309157001,58.0802048981251,39.4977858152785,103718.178362204,121.212376835109,46.1838248821058,53.8077292555191,67258.0856634615
"121","CRFL","CRFL2","CRFL2-1",127.595009699012,60.5827592467645,31.6760374744793,77558.4246747104,106.943034512511,36.4365162509122,37.1064554701098,56618.354026431
"122","CRFL","CRFL2","CRFL2-2",91.8494133233106,53.757484494632,21.2090338113528,40414.6681224705,102.606383468943,33.4006418995336,13.5605448598223,20329.9420687355
"123","CRFL","CRFL3","CRFL3-1",148.291856035948,83.4442185880811,23.7804617252971,93550.6984578436,135.570592628471,64.1517888856767,35.7153071365536,95710.4898689034
"124","CRFL","CRFL3","CRFL3-2",NA,NA,NA,NA,118.198100279229,57.7967048012199,25.6811205897712,63919.6637495978
"125","CUVE","CUVE2","CUVE2-1",127.56607749771,47.5313047982199,13.1357943680898,32462.3963572311,106.947120750846,37.9659195080064,23.9163760404886,30685.5397339696
"126","CUVE","CUVE2","CUVE2-2",92.5552875561668,35.0519920788051,9.4908621072991,13210.0190625515,87.5534215272421,30.4004787016229,19.7768322240232,17831.1383806102
"127","CUVE","CUVE3","CUVE3-1",132.25557316157,45.1280651195235,10.8866778194672,37986.5767372258,120.293416679237,44.1885797935206,34.9850826573073,71515.9596302235
"128","CUVE","CUVE3","CUVE3-2",126.712020395789,53.2533725905163,16.2902098124595,50159.4405988872,128.386755960034,47.8303970457539,26.6397555440872,57360.2986237062
"129","DAFA","DAFA1","DAFA1-1",123.932256681283,16.7815163396478,11.2606467827715,7178.84993950862,92.4106649525025,31.7787909164339,16.2951777885324,21544.5817895817
"130","DAFA","DAFA1","DAFA1-2",116.647511452865,18.1678925726051,17.4942247099825,12085.7918253382,101.472854329856,28.7580207376715,14.8785502284905,15298.1433724814
"131","DAFA","DAFA2","DAFA2-1",101.307072598,17.5175584545483,5.69437940670572,3279.41584474721,79.6562429238569,27.1352234060966,15.566688168392,14457.2669856468
"132","DAFA","DAFA2","DAFA2-2",80.5233607309665,20.1758448347213,5.73204298378455,4264.40945308481,63.5618284184562,26.233654130915,17.7170584947465,9470.41889902434
"133","DAFA","DAFA3","DAFA3-1",96.7374227566049,18.5079021328628,5.27855421825153,3796.24828593752,74.770824747892,27.5390264841876,17.4304753760579,9948.94626579111
"134","DAFA","DAFA3","DAFA3-2",77.5885570426753,19.2892527643541,7.20443655920008,3659.04154233967,77.4800512787972,19.5848681081778,6.75895674219629,4383.9231094925
"135","DARA","DARA1","DARA1-1",86.2209361081042,17.9778365825203,7.98341728450382,4234.02099894526,80.9508279350321,18.1609614719401,13.7930215812433,6081.16322712896
"136","DARA","DARA1","DARA1-2",79.4836806458342,20.4919796458693,9.07131384162221,5374.77765820643,64.0437382898724,20.6219455381897,19.8111780615979,8235.98514794466
"137","DARA","DARA2","DARA2-1",74.5538485513938,20.7076989206604,6.18856667269491,3832.49309117792,71.0066736880384,20.6172161145016,12.3558656877551,5805.83638726688
"138","DARA","DARA2","DARA2-2",85.416507691621,22.5699951841709,10.0346063357652,6593.43857699953,76.844542619884,21.0636477892839,14.9935485302984,9101.002943384
"139","DARA","DARA3","DARA3-1",94.4787563713961,26.0029319963896,6.40018325788256,6336.08138826366,93.0458942586729,23.743794724572,15.0956932507947,9908.78440261012
"140","DARA","DARA3","DARA3-2",76.708446737387,20.6416029712997,5.46190889885311,3513.10574101973,69.2357920976884,18.1558335743826,9.95284467732915,4780.12742230123
"141","DIBU","DIBU1","DIBU1-1",109.773167477665,157.226013484146,58.3269056995949,231160.184035206,160.322090831453,80.2894197258503,47.6127469785756,199029.590487229
"142","DIBU","DIBU1","DIBU1-2",163.47724430732,83.9493299106279,35.4831553089519,205229.913903194,146.937846987421,70.6527343666589,36.9843794838706,107719.149479725
"143","DIBU","DIBU1","DIBU1-3",118.292022060998,91.8872145052081,39.6472852352349,132404.680944185,108.747649737075,62.7160724391646,33.1310091243068,72693.8632128314
"144","DIBU","DIBU2","DIBU2-1",144.323620982194,72.8900587010611,24.4082409147447,88961.4017404801,132.14803154342,61.700019656482,38.1029629626597,100870.068654646
"145","DIBU","DIBU2","DIBU2-2",165.305551183092,87.8750002433986,50.9101532054967,258172.440414765,148.379119474194,73.2824335973333,43.365792283982,165696.632937185
"146","DIBU","DIBU3","DIBU3-1",152.18075241371,81.9593243720425,46.9542922053549,193355.669150128,149.069250311046,65.3346066977871,32.3019470032755,109025.258416369
"147","DIBU","DIBU3","DIBU3-2",132.391515724993,83.6738689949854,41.0001131272171,133450.486140158,128.749220336698,89.5739430718291,25.097789474324,108270.593923244
"148","DIBU","DIBU3","DIBU3-3",197.039232090128,119.351463292706,69.7486517006958,667949.625063933,177.31653932795,118.917318713349,66.9822637158328,590435.866471886
"149","DUFU","DUFU1","DUFU1-1",105.755134348687,43.306415940431,18.9227411946213,27292.4048719495,92.7701522752956,44.5093532456019,30.9562512683958,35996.8119653386
"150","DUFU","DUFU1","DUFU1-2",98.7739345257123,39.9634104772417,12.5999189050485,20202.6120307926,86.1475587929832,39.5291662255903,20.6038648969593,31024.1111400594
"151","DUFU","DUFU2","DUFU2-1",102.379157568571,40.9956074368428,10.6199605814049,18853.1784942579,92.1033830077899,41.6173203323857,21.8981293570939,26116.9771844446
"152","DUFU","DUFU2","DUFU2-2",86.1877981445838,32.9914147245992,12.4155019710498,13097.5086480039,76.7949967467722,31.4002233427764,17.1867524947206,16156.3932418843
"153","DUFU","DUFU3","DUFU3-1",121.625317789962,44.134937665569,26.6700831426259,47554.3391029287,121.210186301426,37.891864795738,18.2604696307535,31983.5117133747
"154","DUFU","DUFU3","DUFU3-2",119.389626894973,33.8767492141815,12.3220142882671,16501.099618268,115.109322061999,40.2084185399512,15.5059784574435,26463.2900965237
"155","ERDE","ERDE1","ERDE1-1",101.731059550175,31.3299710209161,15.5962431190072,16273.3557138782,100.828117696543,27.5126135289402,11.1460619628723,12134.1856599792
"156","ERDE","ERDE1","ERDE1-2",83.8476453904571,28.8238029235201,8.82111686347363,8304.28432264974,80.5299061307865,27.3237062777096,9.84656801664912,7746.45906630035
"157","ERDE","ERDE2","ERDE2-1",59.5381542075045,28.1929561676681,10.2996301645182,6919.64352266698,59.257174082324,14.2078778484512,13.5402051108292,4915.61813192365
"158","ERDE","ERDE2","ERDE2-2",49.4896017982905,25.4444486330287,8.96075676105962,4328.66453280742,44.938376303085,20.4507238055109,11.6719536971233,3800.36670363489
"159","ERDE","ERDE3","ERDE3-1",78.9815481285773,39.8642787257326,7.99659255499188,11658.6641762111,75.3258379903043,38.1959415542101,12.213515944086,12777.7797406699
"160","ERDE","ERDE3","ERDE3-2",76.2548433929735,24.6181728706534,6.81223702062896,6305.16622690935,74.5238875102571,23.8018409143706,16.604554632998,9405.7798615847
"161","ERGR","ERGR1","ERGR1-1",92.9578991623726,52.3472643907815,43.6839460882479,66395.9343042889,70.2211332271962,50.3153343526457,55.9710763102287,69832.3209083682
"162","ERGR","ERGR1","ERGR1-2",116.332232200811,54.0938556995089,25.1497932122541,49621.8496318455,96.6871870169617,51.4595956737062,25.3125683304333,46118.7009070238
"163","ERGR","ERGR2","ERGR2-1",107.005647060746,46.6933187552949,15.9933851962605,32985.0573683897,99.2861658678548,45.9409626267799,20.1288564345732,38145.143873971
"164","ERGR","ERGR2","ERGR2-2",99.1028991656406,46.3718976373875,13.0765016192323,23291.6648593872,92.3474969925679,41.7023490604267,19.7520830062268,29108.7370735759
"165","ERGR","ERGR3","ERGR3-1",108.91771374286,50.3046328898294,23.3280655213852,46468.2896608623,102.446780910744,55.9724316228939,19.254316366165,50893.1290290877
"166","ERGR","ERGR3","ERGR3-2",84.3046460096306,47.0159953647245,15.8067883526633,26611.5682639528,77.2119683254408,51.8196135760959,20.737571476982,31632.0907512397
